municipality,year,population_20xx_12_31,median_income_aged_lt_20_male,median_income_aged_lt_20_female,median_income_aged_lt_20,mean_income_aged_lt_20_male,mean_income_aged_lt_20_female,mean_income_aged_lt_20,population_20xx_12_31_male,population_20xx_12_31_female,higher_education_min_3_years_percent_of_population_aged_25_64_male,higher_education_min_3_years_percent_of_population_aged_25_64_female,higher_education_min_3_years_percent_of_population_aged_25_64,employment_rate_aged_20_64_male,employment_rate_aged_20_64_female,employment_rate_aged_20_64,immigration_surplus_employed_aged_20_64_male,immigration_surplus_employed_aged_20_64_female,immigration_surplus_employed_aged_20_64,cumulative_immigration_surplus_employed_aged_20_64_male,cumulative_immigration_surplus_employed_aged_20_64_female,cumulative_immigration_surplus_employed_aged_20_64,immigration_surplus_min_3_years_of_higher_education_aged_25_64_male,immigration_surplus_min_3_years_of_higher_education_aged_25_64_female,immigration_surplus_min_3_years_of_higher_education_aged_25_64,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64_male,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64_female,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64,immigration_surplus_male,immigration_surplus_female,immigration_surplus,cumulative_immigration_surplus_male,cumulative_immigration_surplus_female,cumulative_immigration_surplus
0139_upplands_bro,2009,23202,288935,215094,248244,304241,223027,263007,11583,11619,0.150064683,0.20117591,0.175843552,0.787778099,0.736925061,0.76224732,68,7,75,248,62,310,23,34,57,123,141,264,107,74,181,160,86,246
0139_upplands_bro,2010,23676,290157,217982,250224,307112,225867,265995,11836,11840,0.153562259,0.21158094,0.182816229,0.800056802,0.748580352,0.774314923,73,50,123,321,112,433,39,48,87,162,189,351,84,67,151,244,153,397
0139_upplands_bro,2011,23984,301051,218900,256558,317741,229644,273187,12022,11962,0.154805693,0.21985143,0.187519873,0.810917276,0.747913425,0.77950201,29,12,41,350,124,474,12,11,23,174,200,374,12,-28,-16,256,125,381
0139_upplands_bro,2012,24353,310276,225777,264202,325189,236148,280281,12228,12125,0.159477956,0.225801333,0.19268971,0.807997771,0.750633624,0.779466349,16,15,31,366,139,505,31,20,51,205,220,425,17,4,21,273,129,402
0139_upplands_bro,2013,24703,315892,231254,269606,330940,243220,286678,12371,12332,0.160890302,0.234146341,0.197706603,0.80776699,0.74968483,0.778869608,28,24,52,394,163,557,7,11,18,212,231,443,-9,37,28,264,166,430
0139_upplands_bro,2014,25287,318140,234102,273850,334958,248048,291210,12675,12612,0.163372452,0.238463921,0.200865935,0.817972973,0.76,0.789383562,117,76,193,511,239,750,23,26,49,235,257,492,150,90,240,414,256,670
0115_vallentuna,2000,25228,233131,169428,197397,270435,173878,221348,12600,12628,0.15490254,0.168322534,0.161697164,0.855726725,0.811130296,0.833333333,126,126,252,126,126,252,46,45,91,46,45,91,210,184,394,210,184,394
0115_vallentuna,2001,25643,245495,179226,207420,281545,185101,232562,12769,12874,0.158236057,0.175802329,0.1670839,0.853931107,0.824046152,0.83896803,103,86,189,229,212,441,24,25,49,70,70,140,75,108,183,285,292,577
0115_vallentuna,2002,25905,253027,185623,216120,288728,191966,239513,12909,12996,0.163878164,0.185984208,0.175008875,0.857273559,0.826640676,0.841913202,23,39,62,252,251,503,32,28,60,102,98,200,2,3,5,287,295,582
0115_vallentuna,2003,26306,259064,191699,221085,292203,199849,245182,13105,13201,0.16619599,0.194691495,0.180557501,0.844711663,0.812074502,0.828339455,70,64,134,322,315,637,29,58,87,131,156,287,77,90,167,364,385,749
0115_vallentuna,2004,26889,264706,197669,225853,296971,205074,250274,13423,13466,0.170579247,0.205107197,0.187990635,0.85026738,0.819254186,0.834731224,130,90,220,452,405,857,56,46,102,187,202,389,186,140,326,550,525,1075
0115_vallentuna,2005,27397,271501,203436,232768,308681,211838,259411,13641,13756,0.177197802,0.220564516,0.199116848,0.845217173,0.819950125,0.832540973,95,109,204,547,514,1061,56,51,107,243,253,496,93,156,249,643,681,1324
0115_vallentuna,2006,27868,283753,208145,240464,318687,218239,267599,13899,13969,0.181608259,0.23065635,0.20635348,0.858013179,0.830757819,0.84434664,99,19,118,646,533,1179,61,33,94,304,286,590,115,74,189,758,755,1513
0115_vallentuna,2007,28382,296881,218660,251975,333159,229195,280453,14209,14173,0.18774306,0.243371587,0.215786674,0.866071429,0.839960847,0.853018533,68,100,168,714,633,1347,65,89,154,369,375,744,148,113,261,906,868,1774
0115_vallentuna,2008,28954,306011,229293,263025,345181,240246,291915,14460,14494,0.190527018,0.249705073,0.220378207,0.867949649,0.841049196,0.854490475,82,70,152,796,703,1499,35,54,89,404,429,833,122,166,288,1028,1034,2062
0115_vallentuna,2009,29361,311291,238056,269408,354944,247313,300335,14663,14698,0.195686901,0.260676505,0.22849232,0.856800766,0.831651045,0.844248531,70,57,127,866,760,1626,46,59,105,450,488,938,63,57,120,1091,1091,2182
0115_vallentuna,2010,30114,319284,239976,274612,354720,251031,302090,15041,15073,0.200418903,0.270943591,0.235928766,0.865368828,0.842543705,0.853958944,123,141,264,989,901,1890,58,88,146,508,576,1084,197,258,455,1288,1349,2637
0115_vallentuna,2011,30715,328008,247000,282692,363891,259174,310801,15362,15353,0.208370779,0.28678526,0.247780829,0.867995875,0.844063112,0.856059736,98,94,192,1087,995,2082,72,110,182,580,686,1266,126,126,252,1414,1475,2889
0115_vallentuna,2012,31215,337753,253994,291742,373297,268131,319970,15621,15594,0.21168437,0.296016137,0.253914141,0.867743393,0.853108631,0.860455886,78,30,108,1165,1025,2190,51,84,135,631,770,1401,109,57,166,1523,1532,3055
0115_vallentuna,2013,31616,345350,262098,299346,378267,276245,326521,15815,15801,0.214848144,0.304451113,0.259641228,0.869686489,0.852529359,0.861159437,33,22,55,1198,1047,2245,43,68,111,674,838,1512,63,96,159,1586,1628,3214
0115_vallentuna,2014,31969,349412,269267,305975,386712,284447,334918,15964,16005,0.218920258,0.310691668,0.264740529,0.870016565,0.853926291,0.862028695,20,38,58,1218,1085,2303,44,42,86,718,880,1598,3,64,67,1589,1692,3281
0187_vaxholm,2000,9286,238676,171084,198878,285398,181064,231620,4584,4702,0.246422893,0.214258337,0.23004878,0.836637298,0.803495007,0.819826339,104,99,203,104,99,203,45,39,84,45,39,84,155,158,313,155,158,313
0187_vaxholm,2001,9470,252515,182628,211643,302416,193447,246081,4676,4794,0.249030256,0.224228743,0.236440031,0.839279279,0.811181435,0.825057839,28,14,42,132,113,245,10,18,28,55,57,112,54,28,82,209,186,395
0187_vaxholm,2002,9631,260834,188061,220558,311287,199642,253543,4763,4868,0.27212988,0.237741456,0.254593673,0.833036033,0.81533101,0.824078971,5,17,22,137,130,267,28,21,49,83,78,161,21,30,51,230,216,446
0187_vaxholm,2003,9725,263228,196573,225414,312798,209456,259382,4808,4917,0.266641308,0.242468773,0.254344982,0.81287584,0.809638554,0.811235171,29,35,64,166,165,331,4,13,17,87,91,178,8,9,17,238,225,463
0187_vaxholm,2004,9904,269735,204752,230862,324567,218598,269870,4904,5000,0.270321361,0.254446461,0.262222222,0.81779958,0.822646658,0.82025579,28,35,63,194,200,394,20,29,49,107,120,227,36,32,68,274,257,531
0187_vaxholm,2005,10123,281179,210768,238376,341023,228638,282984,5008,5115,0.279165114,0.273568125,0.27630142,0.821391485,0.832553476,0.827070226,58,66,124,252,266,518,43,52,95,150,172,322,74,76,150,348,333,681
0187_vaxholm,2006,10440,294790,217076,247039,352910,235733,292187,5136,5304,0.284977909,0.287972509,0.28652684,0.834871795,0.832525057,0.83366567,56,74,130,308,340,648,24,48,72,174,220,394,74,138,212,422,471,893
0187_vaxholm,2007,10600,307518,227727,260977,379359,249398,312216,5234,5366,0.289541284,0.304362881,0.29716729,0.833559322,0.847402597,0.840630182,24,5,29,332,345,677,24,30,54,198,250,448,42,18,60,464,489,953
0187_vaxholm,2008,10747,314992,239024,269618,380903,258266,317966,5327,5420,0.288897005,0.313417191,0.301428571,0.832212508,0.846684176,0.839534884,32,-1,31,364,344,708,13,26,39,211,276,487,36,9,45,500,498,998
0187_vaxholm,2009,11001,328478,247106,278920,391497,268689,328376,5437,5564,0.302197802,0.323242867,0.312990721,0.82982983,0.822502425,0.826108374,44,39,83,408,383,791,40,30,70,251,306,557,64,76,140,564,574,1138
0187_vaxholm,2010,10965,335112,248982,283536,401298,273887,335776,5422,5543,0.307344633,0.335929204,0.322080292,0.828659371,0.845723684,0.837357478,-32,-12,-44,376,371,747,5,5,10,256,311,567,-49,-72,-121,515,502,1017
0187_vaxholm,2011,11141,344240,255655,293363,416580,280883,347008,5514,5627,0.313271028,0.347610619,0.330909091,0.846024259,0.841658505,0.843806997,50,27,77,426,398,824,32,20,52,288,331,619,53,46,99,568,548,1116
0187_vaxholm,2012,11126,354857,265263,301966,429354,293272,359680,5524,5602,0.313017306,0.357271095,0.335660481,0.84659474,0.84486717,0.845719036,9,-5,4,435,393,828,3,20,23,291,351,642,-12,-49,-61,556,499,1055
0187_vaxholm,2013,11188,364489,272141,310407,427946,301541,363359,5560,5628,0.306384586,0.368932039,0.338430361,0.841927873,0.845343863,0.843656344,3,-5,-2,438,388,826,-3,20,17,288,371,659,0,-2,-2,556,497,1053
0187_vaxholm,2014,11329,368808,276226,313780,447276,309671,377186,5626,5703,0.305040771,0.384172662,0.345198978,0.837541528,0.850672793,0.844147268,21,28,49,459,416,875,23,32,55,311,403,714,22,39,61,578,536,1114
0120_varmdo,2000,31260,226415,174708,197664,261618,181119,221808,15829,15431,0.135546487,0.160013765,0.147540062,0.836112827,0.808437734,0.82254763,265,264,529,265,264,529,78,104,182,78,104,182,275,345,620,275,345,620
0120_varmdo,2001,32096,237600,182489,207393,275375,191537,233738,16246,15850,0.141652249,0.169398907,0.155311556,0.840683795,0.808036644,0.824594706,207,176,383,472,440,912,77,81,158,155,185,340,263,240,503,538,585,1123
0120_varmdo,2002,32664,246410,191442,216000,281523,198711,240415,16523,16141,0.146445296,0.177233271,0.161593772,0.841563375,0.815919884,0.828948705,116,109,225,588,549,1137,53,57,110,208,242,450,100,97,197,638,682,1320
0120_varmdo,2003,33134,253105,196275,221915,286423,207071,246998,16729,16405,0.150498833,0.181302498,0.165689386,0.834063309,0.811007482,0.822703631,75,62,137,663,611,1274,38,47,85,246,289,535,48,67,115,686,749,1435
0120_varmdo,2004,34029,260673,203532,228600,295511,214024,255012,17171,16858,0.155618095,0.194026667,0.174600664,0.840673322,0.817935056,0.82945698,200,192,392,863,803,1666,78,113,191,324,402,726,305,257,562,991,1006,1997
0120_varmdo,2005,34933,267931,208423,233892,305336,220877,263403,17633,17300,0.163924374,0.210663064,0.187097439,0.831193715,0.816250246,0.823820617,238,210,448,1101,1013,2114,108,130,238,432,532,964,326,261,587,1317,1267,2584
0120_varmdo,2006,35803,276536,215244,241392,316133,228201,272324,18071,17732,0.166043456,0.21683543,0.191287109,0.845265152,0.823450005,0.83445607,132,175,307,1233,1188,2421,41,45,86,473,577,1050,246,200,446,1563,1467,3030
0120_varmdo,2007,36870,289051,223573,252000,331316,238439,285215,18671,18199,0.172796669,0.230189816,0.201307124,0.852049747,0.833003673,0.842632265,226,173,399,1459,1361,2820,97,107,204,570,684,1254,304,220,524,1867,1687,3554
0120_varmdo,2008,37376,299708,235220,263398,342851,249383,296509,18903,18473,0.172762415,0.241575842,0.207018417,0.854107519,0.834859813,0.844581155,34,78,112,1493,1439,2932,30,87,117,600,771,1371,13,77,90,1880,1764,3644
0120_varmdo,2009,37756,305081,241966,269349,345062,256065,300902,19098,18658,0.171699053,0.247612345,0.20948854,0.840738709,0.81728349,0.829125317,15,-8,7,1508,1431,2939,7,20,27,607,791,1398,-11,-29,-40,1869,1735,3604
0120_varmdo,2010,38301,310162,244235,274441,349589,260150,305220,19382,18919,0.174642821,0.254242394,0.214342949,0.847804436,0.829326923,0.838662458,82,101,183,1590,1532,3122,44,56,100,651,847,1498,122,66,188,1991,1801,3792
0120_varmdo,2011,38894,319983,249677,280509,363751,267918,315871,19583,19311,0.181527708,0.268821482,0.225261584,0.853105814,0.829088594,0.841141821,54,133,187,1644,1665,3309,79,133,212,730,980,1710,62,180,242,2053,1981,4034
0120_varmdo,2012,39387,326277,257451,287868,368999,276236,322761,19895,19492,0.184642964,0.279088285,0.231879729,0.849620705,0.83839754,0.844046175,61,60,121,1705,1725,3430,57,53,110,787,1033,1820,108,46,154,2161,2027,4188
0120_varmdo,2013,39784,332380,264844,295176,374253,284783,329711,20102,19682,0.18740704,0.281957126,0.234660979,0.847911111,0.841520679,0.844741086,-1,51,50,1704,1776,3480,37,34,71,824,1067,1891,27,18,45,2188,2045,4233
0120_varmdo,2014,40541,337950,269613,300962,385017,292853,339175,20513,20028,0.191179328,0.291108285,0.240970902,0.84603313,0.842203465,0.844136414,169,116,285,1873,1892,3765,83,98,181,907,1165,2072,184,174,358,2372,2219,4591
0117_osteraker,2000,34427,235673,172563,199903,277185,176239,226538,17331,17096,0.159214161,0.170080695,0.164617521,0.846702987,0.811659193,0.829317934,129,107,236,129,107,236,67,46,113,67,46,113,121,129,250,121,129,250
0117_osteraker,2001,35108,247126,180602,209371,288544,187041,237556,17626,17482,0.161673034,0.179640113,0.17063212,0.841165587,0.815022947,0.828175176,128,182,310,257,289,546,55,84,139,122,130,252,136,210,346,257,339,596
0117_osteraker,2002,35633,256572,188202,216760,296180,194340,244840,17865,17768,0.165108415,0.186548602,0.175826909,0.842381303,0.810458121,0.82646611,113,101,214,370,390,760,38,45,83,160,175,335,80,104,184,337,443,780
0117_osteraker,2003,36183,259948,193804,221103,297952,201666,249506,18181,18002,0.166436464,0.193341237,0.179879554,0.830929341,0.807166605,0.819116702,103,54,157,473,444,917,26,67,93,186,242,428,117,19,136,454,462,916
0117_osteraker,2004,36867,264316,199751,226906,302574,207652,254959,18559,18308,0.170631424,0.204552144,0.187573501,0.833438657,0.813511029,0.823564239,146,68,214,619,512,1131,49,82,131,235,324,559,178,117,295,632,579,1211
0117_osteraker,2005,37336,272806,204373,233049,316537,214166,265033,18746,18590,0.177606554,0.218088207,0.19788777,0.829554692,0.817304189,0.823454719,55,93,148,674,605,1279,75,87,162,310,411,721,40,127,167,672,706,1378
0117_osteraker,2006,37879,280415,209688,240207,326809,222244,274120,18975,18904,0.181738538,0.225890782,0.203873598,0.840355763,0.825388227,0.83289053,105,123,228,779,728,1507,68,48,116,378,459,837,81,113,194,753,819,1572
0117_osteraker,2007,38286,290947,217885,249583,338770,231869,284754,19095,19191,0.182551392,0.230784161,0.206829173,0.855620767,0.826968114,0.841276999,-1,-9,-10,778,719,1497,4,11,15,382,470,852,-56,57,1,697,876,1573
0117_osteraker,2008,38720,302251,227368,260207,352976,241448,296674,19347,19373,0.181818182,0.239372075,0.210787201,0.854494736,0.82856117,0.841511638,46,37,83,824,756,1580,15,61,76,397,531,928,79,26,105,776,902,1678
0117_osteraker,2009,39173,307222,233480,267008,352598,247768,299732,19592,19581,0.183250743,0.247938751,0.21575106,0.83794502,0.817484663,0.827719915,47,7,54,871,763,1634,34,48,82,431,579,1010,16,-14,2,792,888,1680
0117_osteraker,2010,39521,314032,236937,271130,357243,251835,304211,19807,19714,0.185928144,0.257151312,0.221748189,0.845090648,0.830655353,0.837893789,25,-9,16,896,754,1650,14,54,68,445,633,1078,1,-32,-31,793,856,1649
0117_osteraker,2011,39792,319819,241010,276366,368216,259217,313366,19946,19846,0.187975952,0.269036037,0.228693961,0.85104851,0.834990958,0.843038203,-8,19,11,888,773,1661,6,57,63,451,690,1141,-48,-15,-63,745,841,1586
0117_osteraker,2012,40269,326692,248515,283390,376706,266035,321094,20235,20034,0.192246362,0.277645424,0.235030833,0.852165389,0.835642317,0.843943057,64,11,75,952,784,1736,50,48,98,501,738,1239,63,2,65,808,843,1651
0117_osteraker,2013,40495,332547,255420,291438,383355,275629,329297,20389,20106,0.195414847,0.284918978,0.240129128,0.847814546,0.833288373,0.840610088,-15,-11,-26,937,773,1710,28,55,83,529,793,1322,-26,-10,-36,782,833,1615
0117_osteraker,2014,41180,337539,258797,296386,390358,280819,335380,20705,20475,0.196007437,0.291490823,0.243678949,0.850517706,0.831401009,0.841040716,105,71,176,1042,844,1886,36,70,106,565,863,1428,138,170,308,920,1003,1923
