municipality,year,population_20xx_12_31,median_income_aged_lt_20_male,median_income_aged_lt_20_female,median_income_aged_lt_20,mean_income_aged_lt_20_male,mean_income_aged_lt_20_female,mean_income_aged_lt_20,population_20xx_12_31_male,population_20xx_12_31_female,higher_education_min_3_years_percent_of_population_aged_25_64_male,higher_education_min_3_years_percent_of_population_aged_25_64_female,higher_education_min_3_years_percent_of_population_aged_25_64,employment_rate_aged_20_64_male,employment_rate_aged_20_64_female,employment_rate_aged_20_64,immigration_surplus_employed_aged_20_64_male,immigration_surplus_employed_aged_20_64_female,immigration_surplus_employed_aged_20_64,cumulative_immigration_surplus_employed_aged_20_64_male,cumulative_immigration_surplus_employed_aged_20_64_female,cumulative_immigration_surplus_employed_aged_20_64,immigration_surplus_min_3_years_of_higher_education_aged_25_64_male,immigration_surplus_min_3_years_of_higher_education_aged_25_64_female,immigration_surplus_min_3_years_of_higher_education_aged_25_64,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64_male,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64_female,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64,immigration_surplus_male,immigration_surplus_female,immigration_surplus,cumulative_immigration_surplus_male,cumulative_immigration_surplus_female,cumulative_immigration_surplus
0184_solna,2004,59098,238693,193285,213329,265206,203754,233199,28610,30488,0.306436065,0.326128528,0.316175628,0.758417465,0.738668188,0.748601624,168,223,391,888,777,1665,13,40,53,200,146,346,280,366,646,1083,893,1976
0184_solna,2005,60575,244556,196901,218066,272601,208719,239474,29448,31127,0.317817543,0.344786797,0.331127853,0.745541023,0.733524788,0.739583333,352,272,624,1240,1049,2289,127,89,216,327,235,562,520,416,936,1603,1309,2912
0184_solna,2006,61717,255549,204204,226364,284268,217684,249867,30085,31632,0.328702208,0.355522272,0.341913272,0.768865179,0.7528229,0.760928158,315,275,590,1555,1324,2879,140,3,143,467,238,705,373,332,705,1976,1641,3617
0184_solna,2007,63318,268667,213643,237561,298122,227403,261600,30912,32406,0.338118942,0.370178841,0.353927063,0.784014729,0.764050341,0.774119048,311,288,599,1866,1612,3478,86,44,130,553,282,835,363,373,736,2339,2014,4353
0184_solna,2008,65289,282716,224012,249937,310481,238748,273712,32050,33239,0.345922747,0.385317731,0.36524111,0.786197503,0.763786162,0.775163067,407,322,729,2273,1934,4207,146,81,227,699,363,1062,598,356,954,2937,2370,5307
0184_solna,2009,66909,287224,231077,255507,312234,243464,277071,32931,33978,0.353074497,0.397008174,0.374575461,0.761968026,0.746156662,0.754191327,166,147,313,2439,2081,4520,34,-21,13,733,342,1075,200,154,354,3137,2524,5661
0184_solna,2010,68144,289829,232855,257442,315976,247310,280936,33639,34505,0.357655386,0.406343568,0.381443555,0.770635024,0.76040774,0.765616008,4,110,114,2443,2191,4634,-92,-38,-130,641,304,945,111,63,174,3248,2587,5835
0184_solna,2011,69946,299070,237018,263655,325340,253031,288561,34623,35323,0.367033795,0.419700959,0.392657757,0.778214391,0.758844574,0.768744062,287,160,447,2730,2351,5081,82,12,94,723,316,1039,371,206,577,3619,2793,6412
0184_solna,2012,71293,311117,245776,275763,335680,262123,298252,35289,36004,0.374675686,0.430819449,0.40204227,0.790477383,0.765659639,0.778321872,183,142,325,2913,2493,5406,85,-49,36,808,267,1075,127,134,261,3746,2927,6673
0184_solna,2013,72740,321624,254688,285836,345103,270383,307156,36070,36670,0.383597525,0.443764638,0.41282742,0.794661107,0.769119339,0.782154257,209,298,507,3122,2791,5913,42,60,102,850,327,1177,146,210,356,3892,3137,7029
0184_solna,2014,74041,330524,261419,294205,356981,277549,316644,36731,37310,0.38887162,0.452298474,0.419748866,0.797186495,0.771596941,0.784641547,196,246,442,3318,3037,6355,24,-2,22,874,325,1199,138,143,281,4030,3280,7310
0180_stockholm,2000,750348,213123,165132,185982,257522,178076,215682,360876,389472,0.27967652,0.289109077,0.284363793,0.760363031,0.741143707,0.75075524,2241,1468,3709,2241,1468,3709,938,679,1617,938,679,1617,1507,600,2107,1507,600,2107
0180_stockholm,2001,754948,223896,173625,195174,272230,188909,228451,363924,391024,0.289047307,0.302686226,0.295821384,0.759374444,0.747206166,0.75329416,800,825,1625,3041,2293,5334,492,276,768,1430,955,2385,-369,-509,-878,1138,91,1229
0180_stockholm,2002,758148,228868,180000,201302,274429,195727,233169,366190,391958,0.296475139,0.314767909,0.305565951,0.750516387,0.741509612,0.746017164,-109,16,-93,2932,2309,5241,102,68,170,1532,1023,2555,-1207,-1220,-2427,-69,-1129,-1198
0180_stockholm,2003,761721,232000,186176,206319,275136,202669,237203,368389,393332,0.301740518,0.324666742,0.313146144,0.736668176,0.730942803,0.733806974,-130,271,141,2802,2580,5382,140,140,280,1672,1163,2835,-1142,-869,-2011,-1211,-1998,-3209
0180_stockholm,2004,765044,235224,190767,210440,280471,208095,242642,370482,394562,0.308215606,0.336828233,0.322458082,0.740022324,0.737693869,0.738858274,-39,113,74,2763,2693,5456,84,4,88,1756,1167,2923,-1227,-1003,-2230,-2438,-3001,-5439
0180_stockholm,2005,771038,240395,195327,215148,290281,214570,250772,373904,397134,0.315246287,0.350102277,0.332599085,0.736876596,0.737568561,0.737222669,279,572,851,3042,3265,6307,333,95,428,2089,1262,3351,-295,28,-267,-2733,-2973,-5706
0180_stockholm,2006,782885,249313,202877,223224,300111,223252,260136,380688,402197,0.320398204,0.36096055,0.340568854,0.75249364,0.752118661,0.752306443,1663,1524,3187,4705,4789,9494,862,589,1451,2951,1851,4802,1064,1020,2084,-1669,-1953,-3622
0180_stockholm,2007,795163,261937,211707,233645,315757,233384,273056,387798,407365,0.32749215,0.372367013,0.349774386,0.771602379,0.76192146,0.766775329,1867,1675,3542,6572,6464,13036,997,516,1513,3948,2367,6315,846,829,1675,-823,-1124,-1947
0180_stockholm,2008,810120,275937,222447,246000,329586,244030,285292,395589,414531,0.333409043,0.381449749,0.357287165,0.77631604,0.761511266,0.76892656,2261,2185,4446,8833,8649,17482,1161,814,1975,5109,3181,8290,1320,1661,2981,497,537,1034
0180_stockholm,2009,829417,279321,228130,250839,328296,248611,287129,405727,423690,0.337125726,0.389366526,0.36308279,0.753619844,0.7448239,0.749230746,2107,2374,4481,10940,11023,21963,932,672,1604,6041,3853,9894,2039,2425,4464,2536,2962,5498
0180_stockholm,2010,847073,284900,230079,254144,334769,253059,292596,414702,432371,0.342410587,0.398506948,0.370306046,0.767881883,0.76054765,0.764217886,2276,2781,5057,13216,13804,27020,1043,910,1953,7084,4763,11847,1962,2696,4658,4498,5658,10156
0180_stockholm,2011,864324,293855,236298,262019,346643,261205,302644,423974,440350,0.347455098,0.406978056,0.377032506,0.77673515,0.763579756,0.770167406,2130,2223,4353,15346,16027,31373,954,474,1428,8038,5237,13275,1431,1884,3315,5929,7542,13471
0180_stockholm,2012,881235,303429,246145,272098,355883,270635,312049,432874,448361,0.351377868,0.414484748,0.382738408,0.781748656,0.769916126,0.775841385,2268,2324,4592,17614,18351,35965,858,422,1280,8896,5659,14555,1371,1735,3106,7300,9277,16577
0180_stockholm,2013,897700,310227,253584,279397,363871,278811,320202,441517,456183,0.355173142,0.422848549,0.388814947,0.784988819,0.771372308,0.778191741,1788,2229,4017,19402,20580,39982,597,632,1229,9493,6291,15784,885,1614,2499,8185,10891,19076
0180_stockholm,2014,911989,316675,259068,285513,372642,286706,328615,449260,462729,0.358083239,0.429806714,0.393729852,0.786756687,0.775915298,0.781350543,1355,1603,2958,20757,22183,42940,326,29,355,9819,6320,16139,-229,251,22,7956,11142,19098
0183_sundbyberg,2000,33868,217621,170251,190484,240768,176184,207323,16477,17391,0.209509947,0.220234486,0.214763107,0.79831036,0.774181851,0.786362004,193,216,409,193,216,409,113,70,183,113,70,183,181,213,394,181,213,394
0183_sundbyberg,2001,33967,230364,180524,201194,255079,187236,219970,16537,17430,0.214644513,0.232609348,0.223467532,0.801206422,0.788793493,0.795057749,15,25,40,208,241,449,-21,-52,-73,92,18,110,-78,-91,-169,103,122,225
0183_sundbyberg,2002,33797,233735,185755,206282,257255,192658,223803,16485,17312,0.216449796,0.242691229,0.229370009,0.791584778,0.774485002,0.783083281,-99,-119,-218,109,122,231,-73,-59,-132,19,-41,-22,-156,-185,-341,-53,-63,-116
0183_sundbyberg,2003,33738,234681,190110,209961,258387,198537,227428,16483,17255,0.214753298,0.24710619,0.230689142,0.772353362,0.757548364,0.764991459,-44,-77,-121,65,45,110,-71,-89,-160,-52,-130,-182,-134,-138,-272,-187,-201,-388
0183_sundbyberg,2004,33816,237114,193379,212687,261790,201678,230704,16529,17287,0.216369689,0.254468769,0.235177474,0.770725157,0.755499459,0.763138981,-35,-41,-76,30,4,34,-36,-70,-106,-88,-200,-288,-114,-105,-219,-301,-306,-607
0183_sundbyberg,2005,34016,241435,195320,216430,265343,205286,234504,16718,17298,0.223190933,0.262165145,0.242336126,0.767529951,0.751081081,0.759397826,63,-77,-14,93,-73,20,-9,-96,-105,-97,-296,-393,54,-165,-111,-247,-471,-718
0183_sundbyberg,2006,34529,247511,201676,221764,270480,211374,240234,17001,17528,0.227989676,0.271720698,0.249389827,0.77578747,0.757643284,0.766849616,17,-13,4,110,-86,24,6,-36,-30,-91,-332,-423,-3,-43,-46,-250,-514,-764
0183_sundbyberg,2007,35078,259871,210595,232753,281746,220905,250784,17323,17755,0.232599532,0.28289538,0.257220735,0.791557176,0.770342472,0.78112346,72,22,94,182,-64,118,25,-1,24,-66,-333,-399,-1,-11,-12,-251,-525,-776
0183_sundbyberg,2008,36079,268122,219582,241143,291181,230425,260382,17920,18159,0.238286602,0.291802337,0.264410266,0.792064537,0.77075302,0.781621259,136,77,213,318,13,331,51,8,59,-15,-325,-340,188,81,269,-63,-444,-507
0183_sundbyberg,2009,37722,270726,223959,245256,291615,233793,262300,18736,18986,0.242373773,0.299779776,0.270420515,0.765174836,0.745636927,0.75556536,272,224,496,590,237,827,95,80,175,80,-245,-165,355,413,768,292,-31,261
0183_sundbyberg,2010,38633,276366,224680,248088,296961,236946,266500,19210,19423,0.244709108,0.306435688,0.274855339,0.774592381,0.755874881,0.765360066,138,63,201,728,300,1028,19,-2,17,99,-247,-148,84,66,150,376,35,411
0183_sundbyberg,2011,39539,284091,228666,254154,307501,243100,274923,19693,19846,0.251023991,0.31739054,0.283369756,0.783649128,0.758830409,0.771440626,126,33,159,854,333,1187,42,10,52,141,-237,-96,-2,-18,-20,374,17,391
0183_sundbyberg,2012,40793,293061,239154,264750,317222,252643,284463,20234,20559,0.257388457,0.331682746,0.293756269,0.786078098,0.766797524,0.776546113,136,252,388,990,585,1575,101,123,224,242,-114,128,127,303,430,501,320,821
0183_sundbyberg,2013,42626,300433,245667,271694,324416,258884,291287,21182,21444,0.262136685,0.334859385,0.297772614,0.789952727,0.763866763,0.777078941,367,318,685,1357,903,2260,87,80,167,329,-34,295,422,389,811,923,709,1632
0183_sundbyberg,2014,44090,309239,251878,279514,332804,267991,300184,22019,22071,0.267457576,0.342978123,0.304399524,0.795035269,0.770463009,0.7829658,300,241,541,1657,1144,2801,127,93,220,456,59,515,298,163,461,1221,872,2093
0181_sodertalje,2000,77882,201762,151255,174432,214830,154278,184271,38909,38973,0.114973386,0.141588603,0.127930453,0.760312152,0.704374973,0.733027368,43,41,84,43,41,84,17,23,40,17,23,40,96,63,159,96,63,159
0181_sodertalje,2001,78794,212215,158728,183492,224718,162988,193626,39409,39385,0.123979755,0.151694874,0.137450199,0.762595202,0.719149301,0.741430809,37,18,55,80,59,139,58,33,91,75,56,131,-41,-69,-110,55,-6,49
0181_sodertalje,2002,79613,218145,165731,190010,230506,169037,199546,39763,39850,0.134049953,0.161233438,0.147276395,0.762585859,0.718699601,0.741182315,-13,-43,-56,67,16,83,59,27,86,134,83,217,-112,-59,-171,-57,-65,-122
0181_sodertalje,2003,80049,224105,171379,195515,235959,175998,205763,39999,40050,0.136488618,0.165835589,0.150779335,0.756113334,0.712939379,0.735056008,-75,-128,-203,-8,-112,-120,-36,-35,-71,98,48,146,-181,-236,-417,-238,-301,-539
0181_sodertalje,2004,80405,227524,174253,199306,240986,181244,210892,40159,40246,0.142047244,0.171714286,0.156460382,0.755846888,0.707979986,0.732473394,-114,-189,-303,-122,-301,-423,-4,-56,-60,94,-8,86,-127,-144,-271,-365,-445,-810
0181_sodertalje,2005,80553,231066,177351,202363,244942,184644,214629,40306,40247,0.145251899,0.180701086,0.162462136,0.748150843,0.704145034,0.726714899,-185,-170,-355,-307,-471,-778,-27,-61,-88,67,-69,-2,-254,-329,-583,-619,-774,-1393
0181_sodertalje,2006,81791,234896,179290,205174,249947,188232,218932,40956,40835,0.146390374,0.18440051,0.164852291,0.750329828,0.702772052,0.727155331,-232,-183,-415,-539,-654,-1193,-61,-80,-141,6,-149,-143,-306,-296,-602,-925,-1070,-1995
0181_sodertalje,2007,83642,241755,183048,209724,257711,192519,225048,42042,41600,0.150135218,0.189622335,0.169257418,0.755046372,0.695784746,0.726242214,-101,-183,-284,-640,-837,-1477,-43,-72,-115,-37,-221,-258,-102,-183,-285,-1027,-1253,-2280
0181_sodertalje,2008,84753,250645,188317,217243,265354,197961,231578,42602,42151,0.152989601,0.191920126,0.171825379,0.754991135,0.696993187,0.726816894,-82,-199,-281,-722,-1036,-1758,-35,-106,-141,-72,-327,-399,-237,-318,-555,-1264,-1571,-2835
0181_sodertalje,2009,85270,247503,189141,217371,258014,197935,227938,42887,42383,0.155094602,0.198707891,0.176231158,0.723012456,0.665116279,0.694924983,-366,-397,-763,-1088,-1433,-2521,-78,-93,-171,-150,-420,-570,-545,-615,-1160,-1809,-2186,-3995
0181_sodertalje,2010,86246,249146,186036,216000,262941,199671,231339,43447,42799,0.155756402,0.200784314,0.17748831,0.736630509,0.671823741,0.705290166,-246,-306,-552,-1334,-1739,-3073,-86,-121,-207,-236,-541,-777,-340,-382,-722,-2149,-2568,-4717
0181_sodertalje,2011,87685,258674,189287,221627,272769,203761,238275,44150,43535,0.157163494,0.208462379,0.181922096,0.755636852,0.678054614,0.718119253,-85,-147,-232,-1419,-1886,-3305,-43,-24,-67,-279,-565,-844,-219,-245,-464,-2368,-2813,-5181
0181_sodertalje,2012,89473,265734,195288,228349,277953,210153,244168,45137,44336,0.157415113,0.209938055,0.182681926,0.749535367,0.684144624,0.718002906,-8,-112,-120,-1427,-1998,-3425,0,-57,-57,-279,-622,-901,-14,-176,-190,-2382,-2989,-5371
0181_sodertalje,2013,91072,267927,198842,231769,280276,214788,247668,46022,45050,0.159486822,0.213564849,0.185546211,0.74968684,0.679898356,0.716066328,-181,-220,-401,-1608,-2218,-3826,-52,-77,-129,-331,-699,-1030,-313,-373,-686,-2695,-3362,-6057
0181_sodertalje,2014,92235,271821,198926,233755,282385,216425,249573,46626,45609,0.158463578,0.217833788,0.187036265,0.749858996,0.67651851,0.714512683,-239,-207,-446,-1847,-2425,-4272,-67,-60,-127,-398,-759,-1157,-492,-441,-933,-3187,-3803,-6990
0138_tyreso,2000,39071,234973,179079,203306,270488,183519,226153,19410,19661,0.145915124,0.162990418,0.154595588,0.833049259,0.796631368,0.814641548,74,60,134,74,60,134,60,30,90,60,30,90,49,27,76,49,27,76
0138_tyreso,2001,39434,245876,187310,213296,283458,193917,237694,19549,19885,0.151814874,0.175121425,0.163682162,0.833589612,0.796496181,0.814778947,15,35,50,89,95,184,37,82,119,97,112,209,-66,19,-47,-17,46,29
0138_tyreso,2002,39720,255233,195144,221687,289973,201605,244798,19671,20049,0.155468458,0.182398418,0.169184982,0.83234714,0.801553495,0.816747059,-22,-39,-61,67,56,123,29,5,34,126,117,243,-43,-65,-108,-60,-19,-79
0138_tyreso,2003,40097,260290,199990,227164,293041,208061,249623,19879,20218,0.158155168,0.185766849,0.172233916,0.822949696,0.788633514,0.805576712,5,14,19,72,70,142,2,-21,-19,128,96,224,5,18,23,-55,-1,-56
0138_tyreso,2004,40605,263778,204726,230493,297027,212835,254070,20166,20439,0.162222637,0.193168539,0.177978125,0.817614898,0.789649975,0.803492896,41,38,79,113,108,221,19,20,39,147,116,263,72,35,107,17,34,51
0138_tyreso,2005,41134,269582,208285,235634,308133,218256,262291,20467,20667,0.165136764,0.206031944,0.185976719,0.80844018,0.788482284,0.798346483,62,75,137,175,183,358,28,60,88,175,176,351,48,83,131,65,117,182
0138_tyreso,2006,41476,277785,215986,243069,317645,227377,271577,20587,20889,0.169127891,0.216780086,0.19338956,0.823763888,0.794890935,0.809166387,2,-16,-14,177,167,344,38,41,79,213,217,430,-49,52,3,16,169,185
0138_tyreso,2007,42047,290336,223668,252742,333810,235914,283866,20907,21140,0.173949269,0.227301302,0.201030223,0.838101649,0.807882586,0.822838581,47,57,104,224,224,448,47,70,117,260,287,547,43,30,73,59,199,258
0138_tyreso,2008,42332,300263,232880,263466,345964,246200,295126,21062,21270,0.177754969,0.233821403,0.206234792,0.840276025,0.812742749,0.826384256,-15,-47,-62,209,177,386,26,10,36,286,297,583,-43,-100,-143,16,99,115
0138_tyreso,2009,42602,304811,238692,268571,342610,251438,296255,21230,21372,0.180800448,0.242673993,0.212024585,0.817580578,0.794876074,0.806210298,-68,-93,-161,141,84,225,33,35,68,319,332,651,-52,-167,-219,-36,-68,-104
0138_tyreso,2010,42947,307908,240848,271196,348413,254183,300478,21417,21530,0.183705921,0.250600628,0.217356947,0.829960863,0.808038692,0.819007541,-43,-45,-88,98,39,137,37,32,69,356,364,720,-56,-50,-106,-92,-118,-210
0138_tyreso,2011,43328,317351,246611,277577,354955,261756,307567,21601,21727,0.186208822,0.261340493,0.223872285,0.836011537,0.813514188,0.82481782,16,-29,-13,114,10,124,33,49,82,389,413,802,-25,18,-7,-117,-100,-217
0138_tyreso,2012,43764,325566,254119,285142,362496,270029,315521,21822,21942,0.190498155,0.270846741,0.230740894,0.835191666,0.821787894,0.828533978,-28,44,16,86,54,140,39,75,114,428,488,916,-4,50,46,-121,-50,-171
0138_tyreso,2013,44281,331458,261944,293437,371273,279315,324566,22088,22193,0.196062346,0.282563311,0.239403311,0.838795181,0.821189894,0.830056634,53,52,105,139,106,245,64,86,150,492,574,1066,59,78,137,-62,28,-34
0138_tyreso,2014,45390,336584,265600,298864,377313,285847,330911,22651,22739,0.201843808,0.292397661,0.247130766,0.840196921,0.825707715,0.833005353,192,171,363,331,277,608,95,123,218,587,697,1284,317,316,633,255,344,599
0160_taby,2000,60197,277102,186710,221128,357110,201895,277236,29710,30487,0.334437492,0.292768854,0.313322642,0.838452534,0.808562992,0.823363789,-187,-87,-274,-187,-87,-274,18,29,47,18,29,47,-281,-169,-450,-281,-169,-450
0160_taby,2001,60229,288793,195504,231423,373475,212648,290729,29692,30537,0.341711957,0.301900366,0.321510054,0.838208154,0.811366385,0.824670825,-60,-26,-86,-247,-113,-360,39,55,94,57,84,141,-134,-115,-249,-415,-284,-699
0160_taby,2002,60198,296425,202398,239315,374412,219535,294645,29647,30551,0.347801719,0.311263869,0.329238405,0.831913333,0.806915629,0.819291581,-148,-47,-195,-395,-160,-555,28,42,70,85,126,211,-214,-68,-282,-629,-352,-981
0160_taby,2003,60168,301589,208008,244293,375384,226630,298649,29627,30541,0.353778059,0.316285575,0.334666295,0.817425242,0.802105499,0.809670928,-202,-90,-292,-597,-250,-847,-3,-21,-24,82,105,187,-266,-169,-435,-895,-521,-1416
0160_taby,2004,60422,307009,213586,249121,382662,233912,305776,29712,30710,0.358569793,0.325059462,0.341460377,0.821926526,0.804667681,0.813185244,-92,-15,-107,-689,-265,-954,44,71,115,126,176,302,-85,-2,-87,-980,-523,-1503
0160_taby,2005,60594,314877,219044,255767,398048,242463,317552,29829,30765,0.362499198,0.339892117,0.350938783,0.820565222,0.806645498,0.813503251,-63,-27,-90,-752,-292,-1044,10,67,77,136,243,379,-93,-49,-142,-1073,-572,-1645
0160_taby,2006,61006,324845,227387,265715,412984,251953,329623,30018,30988,0.364694534,0.352040191,0.358214106,0.833265055,0.816919764,0.824960415,36,55,91,-716,-237,-953,44,131,175,180,374,554,24,41,65,-1049,-531,-1580
0160_taby,2007,61633,339449,236301,277797,436480,265618,348103,30346,31287,0.36915346,0.365564142,0.367321829,0.84836402,0.823727268,0.835872236,82,57,139,-634,-180,-814,91,128,219,271,502,773,113,126,239,-936,-405,-1341
0160_taby,2008,62266,353592,246550,290326,455473,277620,363308,30612,31654,0.372812399,0.377446123,0.375177821,0.85162351,0.823439099,0.83730537,93,53,146,-541,-127,-668,89,114,203,360,616,976,75,140,215,-861,-265,-1126
0160_taby,2009,63014,358911,253430,297238,448580,283688,363371,31086,31928,0.375056601,0.391077095,0.383222328,0.832768097,0.810318319,0.821394571,72,24,96,-469,-103,-572,95,121,216,455,737,1192,148,15,163,-713,-250,-963
0160_taby,2010,63789,361403,256054,299928,455274,288915,369238,31441,32348,0.379223301,0.398316183,0.388947118,0.839492522,0.819716714,0.829472052,30,85,115,-439,-18,-457,93,90,183,548,827,1375,35,114,149,-678,-136,-814
0160_taby,2011,64558,369697,263636,306720,463939,298296,378528,31884,32674,0.385116399,0.410216429,0.397875713,0.843688761,0.824094479,0.833794619,48,97,145,-391,79,-312,92,122,214,640,949,1589,129,160,289,-549,24,-525
0160_taby,2012,65364,378305,272527,316335,469259,308705,386463,32304,33060,0.388223233,0.421160792,0.404926575,0.844920091,0.834210526,0.83951385,136,172,308,-255,251,-4,102,147,249,742,1096,1838,166,167,333,-383,191,-192
0160_taby,2013,66292,385699,279794,324554,476755,318797,395431,32780,33512,0.389900139,0.432088075,0.411222257,0.849918434,0.833036311,0.841435088,169,133,302,-86,384,298,125,183,308,867,1279,2146,266,287,553,-117,478,361
0160_taby,2014,67334,391320,286014,331043,485146,327582,404097,33288,34046,0.394574753,0.443268236,0.419194094,0.843491222,0.833615742,0.838528935,121,201,322,35,585,620,167,189,356,1034,1468,2502,227,347,574,110,825,935
0114_upplands_vasby,2000,37576,228025,174591,196879,253133,175400,213485,18658,18918,0.137094526,0.152995392,0.14507844,0.821523841,0.779770267,0.800556086,48,72,120,48,72,120,20,13,33,20,13,33,26,59,85,26,59,85
0114_upplands_vasby,2001,37524,237543,182445,205625,263753,185234,223664,18620,18904,0.138881106,0.160484692,0.149735105,0.820271067,0.790349418,0.805221976,-111,-105,-216,-63,-33,-96,-11,-14,-25,9,-1,8,-179,-188,-367,-153,-129,-282
0114_upplands_vasby,2002,37444,244254,188775,212482,269020,192332,229871,18570,18874,0.142148606,0.164767991,0.153516734,0.813817628,0.789103101,0.801398425,-79,-96,-175,-142,-129,-271,14,-9,5,23,-10,13,-180,-157,-337,-333,-286,-619
0114_upplands_vasby,2003,37397,249028,194136,217412,272043,199144,234808,18550,18847,0.144406716,0.169382624,0.156974837,0.800873961,0.770648406,0.785659574,-114,-148,-262,-256,-277,-533,-21,-24,-45,2,-34,-32,-217,-216,-433,-550,-502,-1052
0114_upplands_vasby,2004,37517,252281,196212,219652,274568,202604,237786,18586,18931,0.146796816,0.173986486,0.160458318,0.798466971,0.764250468,0.781254012,-51,-87,-138,-307,-364,-671,-17,-50,-67,-15,-84,-99,-59,-68,-127,-609,-570,-1179
0114_upplands_vasby,2005,37624,255941,198749,222945,281940,206920,243587,18624,19000,0.149465853,0.183143637,0.166421975,0.790629322,0.764037262,0.777257295,-48,-47,-95,-355,-411,-766,0,10,10,-15,-74,-89,-118,-100,-218,-727,-670,-1397
0114_upplands_vasby,2006,37848,262854,203756,229105,288900,211908,249604,18776,19072,0.15129504,0.189130229,0.170284681,0.797723745,0.771232289,0.784451233,4,-78,-74,-351,-489,-840,-6,-35,-41,-21,-109,-130,-37,-119,-156,-764,-789,-1553
0114_upplands_vasby,2007,38055,273721,211081,237901,299825,219537,259002,18970,19085,0.153897465,0.197318008,0.175551734,0.818822518,0.779156543,0.799084589,-15,-105,-120,-366,-594,-960,38,15,53,17,-94,-77,1,-142,-141,-763,-931,-1694
0114_upplands_vasby,2008,38248,284700,219154,247208,312189,228675,269639,19058,19190,0.15407593,0.203009681,0.178607467,0.81697085,0.778422877,0.797714385,-68,-6,-74,-434,-600,-1034,-17,-14,-31,0,-108,-108,-74,-74,-148,-837,-1005,-1842
0114_upplands_vasby,2009,38641,286293,223094,250920,310700,234378,271819,19267,19374,0.154374094,0.21277826,0.183621272,0.792879418,0.760062457,0.776482316,-47,-56,-103,-481,-656,-1137,-12,9,-3,-12,-99,-111,-102,-72,-174,-939,-1077,-2016
0114_upplands_vasby,2010,39289,287952,222028,251579,312978,235549,273547,19570,19719,0.159326923,0.218114073,0.188814875,0.806142527,0.766023166,0.786112063,81,19,100,-400,-637,-1037,65,27,92,53,-72,-19,37,41,78,-902,-1036,-1938
0114_upplands_vasby,2011,40194,295944,225000,257418,321287,240000,279982,20023,20171,0.163105882,0.229793233,0.196473078,0.812473978,0.773900614,0.793280897,116,67,183,-284,-570,-854,51,73,124,104,1,105,125,172,297,-777,-864,-1641
0114_upplands_vasby,2012,40723,302632,231977,263614,328922,246665,286993,20251,20472,0.166495375,0.236231479,0.201408976,0.81659497,0.776042532,0.796360773,32,-9,23,-252,-579,-831,20,23,43,124,24,148,-8,-45,-53,-785,-909,-1694
0114_upplands_vasby,2013,41449,306782,236131,267678,331518,252084,291098,20677,20772,0.169485294,0.243435651,0.206351401,0.814513505,0.775565611,0.795148689,82,26,108,-170,-553,-723,29,17,46,153,41,194,132,31,163,-653,-878,-1531
0114_upplands_vasby,2014,41816,311556,239959,272692,337404,257900,297065,20872,20944,0.173501864,0.251246077,0.212083734,0.811491855,0.777286136,0.7945672,50,-4,46,-120,-557,-677,37,-1,36,190,40,230,6,-44,-38,-647,-922,-1569
0139_upplands_bro,2000,20878,225730,169294,193168,243786,170280,206527,10501,10377,0.122347707,0.129180105,0.125777588,0.826160728,0.777881041,0.802071257,23,7,30,23,7,30,15,-12,3,15,-12,3,30,-52,-22,30,-52,-22
0139_upplands_bro,2001,21076,234552,175180,201586,253925,178726,215814,10606,10470,0.128496355,0.139131898,0.133834333,0.8238619,0.783195339,0.803565963,41,13,54,64,20,84,26,18,44,41,6,47,0,-26,-26,30,-78,-48
0139_upplands_bro,2002,21162,241876,182534,207995,259419,185415,221939,10608,10554,0.133626522,0.144118627,0.138912204,0.822865854,0.781074091,0.801949288,-13,26,13,51,46,97,13,5,18,54,11,65,-83,-1,-84,-53,-79,-132
0139_upplands_bro,2003,21252,244123,188341,212547,262593,193002,227342,10651,10601,0.133378356,0.148741037,0.141107383,0.802924155,0.768880109,0.785882711,13,-18,-5,64,28,92,-19,-9,-28,35,2,37,-17,-67,-84,-70,-146,-216
0139_upplands_bro,2004,21348,251031,190528,216759,268908,195858,231812,10647,10701,0.133456749,0.154471545,0.144038767,0.806830309,0.761643836,0.784218143,-11,-8,-19,53,20,73,-10,-1,-11,25,1,26,-44,-7,-51,-114,-153,-267
0139_upplands_bro,2005,21327,256485,193386,221122,273927,199358,235845,10593,10734,0.133617021,0.164556962,0.149254988,0.786961224,0.746230008,0.76645191,-70,-44,-114,-17,-24,-41,-9,0,-9,16,1,17,-127,-46,-173,-241,-199,-440
0139_upplands_bro,2006,21638,262155,196868,225654,281045,204038,241686,10707,10931,0.138513514,0.174653007,0.156782492,0.80054853,0.756862157,0.778533636,24,32,56,7,8,15,26,39,65,42,40,82,-5,60,55,-246,-139,-385
0139_upplands_bro,2007,22221,272916,204594,234617,292373,212808,251986,11053,11168,0.144594151,0.185895353,0.165359477,0.815500889,0.764383967,0.789917833,130,30,160,137,38,175,53,35,88,95,75,170,204,82,286,-42,-57,-99
0139_upplands_bro,2008,22682,284280,213204,244569,303216,221023,261449,11297,11385,0.147217235,0.192289234,0.169978995,0.818141852,0.760477299,0.789208528,43,17,60,180,55,235,5,32,37,100,107,207,95,69,164,53,12,65
