basomrade,year,higher_education_min_3_years_percent_of_population_aged_25_64,gender
4111110_norra_runby,2000,0.1598,male
4111110_norra_runby,2001,0.16065,male
4111110_norra_runby,2002,0.16377,male
4111110_norra_runby,2003,0.16604000000000002,male
4111110_norra_runby,2004,0.17413,male
4111110_norra_runby,2005,0.16816,male
4111110_norra_runby,2006,0.17949,male
4111110_norra_runby,2007,0.19401,male
4111110_norra_runby,2008,0.19195,male
4111110_norra_runby,2009,0.19355,male
4111110_norra_runby,2010,0.20655,male
4111110_norra_runby,2011,0.19296,male
4111110_norra_runby,2012,0.19495,male
4111110_norra_runby,2013,0.19955,male
4111110_norra_runby,2014,0.21725,male
4111120_sodra_runby,2000,0.125,male
4111120_sodra_runby,2001,0.12037,male
4111120_sodra_runby,2002,0.1215,male
4111120_sodra_runby,2003,0.12037,male
4111120_sodra_runby,2004,0.10092000000000001,male
4111120_sodra_runby,2005,0.10890999999999999,male
4111120_sodra_runby,2006,0.09804,male
4111120_sodra_runby,2007,0.1068,male
4111120_sodra_runby,2008,0.13592,male
4111120_sodra_runby,2009,0.14706,male
4111120_sodra_runby,2010,0.13725,male
4111120_sodra_runby,2011,0.12380999999999999,male
4111120_sodra_runby,2012,0.08653999999999999,male
4111120_sodra_runby,2013,0.13,male
4111120_sodra_runby,2014,0.14562999999999998,male
4111130_runby_lovsta,2000,0.15759,male
4111130_runby_lovsta,2001,0.14327,male
4111130_runby_lovsta,2002,0.14451,male
4111130_runby_lovsta,2003,0.14804,male
4111130_runby_lovsta,2004,0.16510999999999998,male
4111130_runby_lovsta,2005,0.16614,male
4111130_runby_lovsta,2006,0.14148,male
4111130_runby_lovsta,2007,0.15872999999999998,male
4111130_runby_lovsta,2008,0.15646,male
4111130_runby_lovsta,2009,0.16722,male
4111130_runby_lovsta,2010,0.18212,male
4111130_runby_lovsta,2011,0.18447,male
4111130_runby_lovsta,2012,0.21356,male
4111130_runby_lovsta,2013,0.23729,male
4111130_runby_lovsta,2014,0.22368000000000002,male
4111140_prastgardsmarken,2000,0.17712999999999998,male
4111140_prastgardsmarken,2001,0.16985999999999998,male
4111140_prastgardsmarken,2002,0.17523,male
4111140_prastgardsmarken,2003,0.19093,male
4111140_prastgardsmarken,2004,0.1692,male
4111140_prastgardsmarken,2005,0.16591,male
4111140_prastgardsmarken,2006,0.1659,male
4111140_prastgardsmarken,2007,0.16859000000000002,male
4111140_prastgardsmarken,2008,0.16317,male
4111140_prastgardsmarken,2009,0.15935,male
4111140_prastgardsmarken,2010,0.15925,male
4111140_prastgardsmarken,2011,0.14815,male
4111140_prastgardsmarken,2012,0.14806,male
4111140_prastgardsmarken,2013,0.13882,male
4111140_prastgardsmarken,2014,0.14558,male
4111900_eds_glesbygd,2000,0.18841,male
4111900_eds_glesbygd,2001,0.18978,male
4111900_eds_glesbygd,2002,0.18705,male
4111900_eds_glesbygd,2003,0.19230999999999998,male
4111900_eds_glesbygd,2004,0.18462,male
4111900_eds_glesbygd,2005,0.17188,male
4111900_eds_glesbygd,2006,0.19512000000000002,male
4111900_eds_glesbygd,2007,0.1746,male
4111900_eds_glesbygd,2008,0.1626,male
4111900_eds_glesbygd,2009,0.13846,male
4111900_eds_glesbygd,2010,0.14844000000000002,male
4111900_eds_glesbygd,2011,0.13534000000000002,male
4111900_eds_glesbygd,2012,0.13178,male
4111900_eds_glesbygd,2013,0.14615,male
4111900_eds_glesbygd,2014,0.16794,male
4122100_lowenstromska_sjukhuset,2000,0.0582,male
4122100_lowenstromska_sjukhuset,2001,0.058820000000000004,male
4122100_lowenstromska_sjukhuset,2002,0.06736,male
4122100_lowenstromska_sjukhuset,2003,0.08867,male
4122100_lowenstromska_sjukhuset,2004,0.07216,male
4122100_lowenstromska_sjukhuset,2005,0.08939,male
4122100_lowenstromska_sjukhuset,2006,0.09392,male
4122100_lowenstromska_sjukhuset,2007,0.08511,male
4122100_lowenstromska_sjukhuset,2008,0.09268,male
4122100_lowenstromska_sjukhuset,2009,0.075,male
4122100_lowenstromska_sjukhuset,2010,0.08628999999999999,male
4122100_lowenstromska_sjukhuset,2011,0.09756000000000001,male
4122100_lowenstromska_sjukhuset,2012,0.13366,male
4122100_lowenstromska_sjukhuset,2013,0.12745,male
4122100_lowenstromska_sjukhuset,2014,0.15068,male
4122210_norra_vilunda,2000,0.18893,male
4122210_norra_vilunda,2001,0.18212,male
4122210_norra_vilunda,2002,0.19257,male
4122210_norra_vilunda,2003,0.20979,male
4122210_norra_vilunda,2004,0.22143000000000002,male
4122210_norra_vilunda,2005,0.22662,male
4122210_norra_vilunda,2006,0.24381999999999998,male
4122210_norra_vilunda,2007,0.24295999999999998,male
4122210_norra_vilunda,2008,0.25468,male
4122210_norra_vilunda,2009,0.23985,male
4122210_norra_vilunda,2010,0.22963000000000003,male
4122210_norra_vilunda,2011,0.23358,male
4122210_norra_vilunda,2012,0.23485,male
4122210_norra_vilunda,2013,0.23194,male
4122210_norra_vilunda,2014,0.23016,male
4122230_apoteksskogen,2000,0.10048,male
4122230_apoteksskogen,2001,0.11483,male
4122230_apoteksskogen,2002,0.09823,male
4122230_apoteksskogen,2003,0.10769000000000001,male
4122230_apoteksskogen,2004,0.10732,male
4122230_apoteksskogen,2005,0.09983,male
4122230_apoteksskogen,2006,0.10265,male
4122230_apoteksskogen,2007,0.11058,male
4122230_apoteksskogen,2008,0.12215,male
4122230_apoteksskogen,2009,0.12580999999999998,male
4122230_apoteksskogen,2010,0.13269,male
4122230_apoteksskogen,2011,0.13383,male
4122230_apoteksskogen,2012,0.12824000000000002,male
4122230_apoteksskogen,2013,0.13246,male
4122230_apoteksskogen,2014,0.14789000000000002,male
4122240_vasbyskogen,2000,0.1183,male
4122240_vasbyskogen,2001,0.12719,male
4122240_vasbyskogen,2002,0.12278,male
4122240_vasbyskogen,2003,0.1068,male
4122240_vasbyskogen,2004,0.1113,male
4122240_vasbyskogen,2005,0.11775,male
4122240_vasbyskogen,2006,0.1119,male
4122240_vasbyskogen,2007,0.11215,male
4122240_vasbyskogen,2008,0.11132,male
4122240_vasbyskogen,2009,0.10727,male
4122240_vasbyskogen,2010,0.11713,male
4122240_vasbyskogen,2011,0.1136,male
4122240_vasbyskogen,2012,0.10287,male
4122240_vasbyskogen,2013,0.11519000000000001,male
4122240_vasbyskogen,2014,0.10604000000000001,male
4122310_korpkulla,2000,0.13155,male
4122310_korpkulla,2001,0.13482,male
4122310_korpkulla,2002,0.15565,male
4122310_korpkulla,2003,0.15192999999999998,male
4122310_korpkulla,2004,0.15622,male
4122310_korpkulla,2005,0.16354000000000002,male
4122310_korpkulla,2006,0.16888,male
4122310_korpkulla,2007,0.16398,male
4122310_korpkulla,2008,0.16449,male
4122310_korpkulla,2009,0.16021,male
4122310_korpkulla,2010,0.16062,male
4122310_korpkulla,2011,0.18164,male
4122310_korpkulla,2012,0.18499000000000002,male
4122310_korpkulla,2013,0.19322,male
4122310_korpkulla,2014,0.19403,male
4122340_vilunda,2000,0.11675999999999999,male
4122340_vilunda,2001,0.1172,male
4122340_vilunda,2002,0.11045,male
4122340_vilunda,2003,0.11800000000000001,male
4122340_vilunda,2004,0.11245,male
4122340_vilunda,2005,0.11423,male
4122340_vilunda,2006,0.10173,male
4122340_vilunda,2007,0.09895,male
4122340_vilunda,2008,0.10457999999999999,male
4122340_vilunda,2009,0.10250999999999999,male
4122340_vilunda,2010,0.09955,male
4122340_vilunda,2011,0.11422,male
4122340_vilunda,2012,0.11416,male
4122340_vilunda,2013,0.11416,male
4122340_vilunda,2014,0.10096000000000001,male
4122420_norra_smedby,2000,0.08507,male
4122420_norra_smedby,2001,0.09074,male
4122420_norra_smedby,2002,0.09439,male
4122420_norra_smedby,2003,0.09791,male
4122420_norra_smedby,2004,0.08968,male
4122420_norra_smedby,2005,0.09677000000000001,male
4122420_norra_smedby,2006,0.1003,male
4122420_norra_smedby,2007,0.10338,male
4122420_norra_smedby,2008,0.09358999999999999,male
4122420_norra_smedby,2009,0.09387999999999999,male
4122420_norra_smedby,2010,0.1031,male
4122420_norra_smedby,2011,0.10184,male
4122420_norra_smedby,2012,0.11352999999999999,male
4122420_norra_smedby,2013,0.11894,male
4122420_norra_smedby,2014,0.125,male
4122430_sodra_smedby,2000,0.0404,male
4122430_sodra_smedby,2001,0.04301,male
4122430_sodra_smedby,2002,0.06,male
4122430_sodra_smedby,2003,0.06283,male
4122430_sodra_smedby,2004,0.09744,male
4122430_sodra_smedby,2005,0.07447000000000001,male
4122430_sodra_smedby,2006,0.09948,male
4122430_sodra_smedby,2007,0.09744,male
4122430_sodra_smedby,2008,0.095,male
4122430_sodra_smedby,2009,0.06897,male
4122430_sodra_smedby,2010,0.08901,male
4122430_sodra_smedby,2011,0.09045,male
4122430_sodra_smedby,2012,0.07895,male
4122430_sodra_smedby,2013,0.09523999999999999,male
4122430_sodra_smedby,2014,0.125,male
4122520_skalby,2000,0.17264000000000002,male
4122520_skalby,2001,0.16667,male
4122520_skalby,2002,0.18056,male
4122520_skalby,2003,0.18275999999999998,male
4122520_skalby,2004,0.17438,male
4122520_skalby,2005,0.16729000000000002,male
4122520_skalby,2006,0.15037999999999999,male
4122520_skalby,2007,0.15564,male
4122520_skalby,2008,0.15041,male
4122520_skalby,2009,0.16049000000000002,male
4122520_skalby,2010,0.18077000000000001,male
4122520_skalby,2011,0.18288,male
4122520_skalby,2012,0.19291,male
4122520_skalby,2013,0.18431,male
4122520_skalby,2014,0.16667,male
4122530_carlslund,2000,0.09699999999999999,male
4122530_carlslund,2001,0.09523999999999999,male
4122530_carlslund,2002,0.08676,male
4122530_carlslund,2003,0.07901,male
4122530_carlslund,2004,0.07569,male
4122530_carlslund,2005,0.09112999999999999,male
4122530_carlslund,2006,0.12184,male
4122530_carlslund,2007,0.12308,male
4122530_carlslund,2008,0.12007999999999999,male
4122530_carlslund,2009,0.10991,male
4122530_carlslund,2010,0.13112000000000001,male
4122530_carlslund,2011,0.15019000000000002,male
4122530_carlslund,2012,0.14936,male
4122530_carlslund,2013,0.15424000000000002,male
4122530_carlslund,2014,0.16639,male
4122540_brunnby,2000,0.16226,male
4122540_brunnby,2001,0.15498,male
4122540_brunnby,2002,0.17054,male
4122540_brunnby,2003,0.1753,male
4122540_brunnby,2004,0.18462,male
4122540_brunnby,2005,0.19216,male
4122540_brunnby,2006,0.19767,male
4122540_brunnby,2007,0.19530999999999998,male
4122540_brunnby,2008,0.17600000000000002,male
4122540_brunnby,2009,0.16,male
4122540_brunnby,2010,0.16667,male
4122540_brunnby,2011,0.16802999999999998,male
4122540_brunnby,2012,0.17131,male
4122540_brunnby,2013,0.16538,male
4122540_brunnby,2014,0.17054,male
4122600_vastra_odenslunda,2000,0.13774,male
4122600_vastra_odenslunda,2001,0.1456,male
4122600_vastra_odenslunda,2002,0.14489000000000002,male
4122600_vastra_odenslunda,2003,0.13913,male
4122600_vastra_odenslunda,2004,0.14595999999999998,male
4122600_vastra_odenslunda,2005,0.15291,male
4122600_vastra_odenslunda,2006,0.14286,male
4122600_vastra_odenslunda,2007,0.13393,male
4122600_vastra_odenslunda,2008,0.12963,male
4122600_vastra_odenslunda,2009,0.14240999999999998,male
4122600_vastra_odenslunda,2010,0.13530999999999999,male
4122600_vastra_odenslunda,2011,0.12583,male
4122600_vastra_odenslunda,2012,0.13419,male
4122600_vastra_odenslunda,2013,0.13029000000000002,male
4122600_vastra_odenslunda,2014,0.12308,male
4133110_sanda,2000,0.0,male
4133110_sanda,2001,0.33333,male
4133110_sanda,2002,0.5,male
4133110_sanda,2003,0.23076999999999998,male
4133110_sanda,2004,0.0,male
4133110_sanda,2005,0.25,male
4133110_sanda,2006,0.21429,male
4133110_sanda,2007,0.0,male
4133110_sanda,2008,0.41026,male
4133110_sanda,2009,0.40776999999999997,male
4133110_sanda,2010,0.38793,male
4133110_sanda,2011,0.40909,male
4133110_sanda,2012,0.375,male
4133110_sanda,2013,0.36111,male
4133110_sanda,2014,0.33846,male
4133120_ostra_odenslunda,2000,0.10722000000000001,male
4133120_ostra_odenslunda,2001,0.11699999999999999,male
4133120_ostra_odenslunda,2002,0.1153,male
4133120_ostra_odenslunda,2003,0.11842000000000001,male
4133120_ostra_odenslunda,2004,0.14839000000000002,male
4133120_ostra_odenslunda,2005,0.1473,male
4133120_ostra_odenslunda,2006,0.15083,male
4133120_ostra_odenslunda,2007,0.15758,male
4133120_ostra_odenslunda,2008,0.15779,male
4133120_ostra_odenslunda,2009,0.16176,male
4133120_ostra_odenslunda,2010,0.15947999999999998,male
4133120_ostra_odenslunda,2011,0.18511,male
4133120_ostra_odenslunda,2012,0.1971,male
4133120_ostra_odenslunda,2013,0.20085,male
4133120_ostra_odenslunda,2014,0.18644000000000002,male
4133200_frestaby,2000,0.1528,male
4133200_frestaby,2001,0.15842,male
4133200_frestaby,2002,0.16211,male
4133200_frestaby,2003,0.15507,male
4133200_frestaby,2004,0.15182,male
4133200_frestaby,2005,0.16424,male
4133200_frestaby,2006,0.15844,male
4133200_frestaby,2007,0.16024000000000002,male
4133200_frestaby,2008,0.17562,male
4133200_frestaby,2009,0.17474,male
4133200_frestaby,2010,0.17167000000000002,male
4133200_frestaby,2011,0.1674,male
4133200_frestaby,2012,0.17149,male
4133200_frestaby,2013,0.17226,male
4133200_frestaby,2014,0.17307999999999998,male
4133310_vastra_bollstanas,2000,0.16344,male
4133310_vastra_bollstanas,2001,0.16199000000000002,male
4133310_vastra_bollstanas,2002,0.1587,male
4133310_vastra_bollstanas,2003,0.17188,male
4133310_vastra_bollstanas,2004,0.19266,male
4133310_vastra_bollstanas,2005,0.19355,male
4133310_vastra_bollstanas,2006,0.19093,male
4133310_vastra_bollstanas,2007,0.18527000000000002,male
4133310_vastra_bollstanas,2008,0.17476,male
4133310_vastra_bollstanas,2009,0.17574,male
4133310_vastra_bollstanas,2010,0.17513,male
4133310_vastra_bollstanas,2011,0.17765999999999998,male
4133310_vastra_bollstanas,2012,0.19084,male
4133310_vastra_bollstanas,2013,0.18509,male
4133310_vastra_bollstanas,2014,0.18898,male
4133330_ostra_bollstanas,2000,0.1938,male
4133330_ostra_bollstanas,2001,0.19038,male
4133330_ostra_bollstanas,2002,0.19885,male
4133330_ostra_bollstanas,2003,0.20192000000000002,male
4133330_ostra_bollstanas,2004,0.20914000000000002,male
4133330_ostra_bollstanas,2005,0.20676999999999998,male
4133330_ostra_bollstanas,2006,0.20246,male
4133330_ostra_bollstanas,2007,0.20536999999999997,male
4133330_ostra_bollstanas,2008,0.2028,male
4133330_ostra_bollstanas,2009,0.20060999999999998,male
4133330_ostra_bollstanas,2010,0.20489000000000002,male
4133330_ostra_bollstanas,2011,0.20661,male
4133330_ostra_bollstanas,2012,0.21151999999999999,male
4133330_ostra_bollstanas,2013,0.20763,male
4133330_ostra_bollstanas,2014,0.21303000000000002,male
4133350_sodra_bollstanas,2000,0.1648,male
4133350_sodra_bollstanas,2001,0.17196,male
4133350_sodra_bollstanas,2002,0.18617,male
4133350_sodra_bollstanas,2003,0.18617,male
4133350_sodra_bollstanas,2004,0.17922000000000002,male
4133350_sodra_bollstanas,2005,0.1825,male
4133350_sodra_bollstanas,2006,0.19059,male
4133350_sodra_bollstanas,2007,0.2029,male
4133350_sodra_bollstanas,2008,0.20144,male
4133350_sodra_bollstanas,2009,0.20731999999999998,male
4133350_sodra_bollstanas,2010,0.2267,male
4133350_sodra_bollstanas,2011,0.24,male
4133350_sodra_bollstanas,2012,0.24359,male
4133350_sodra_bollstanas,2013,0.2399,male
4133350_sodra_bollstanas,2014,0.25255,male
4133910_fresta_norra_glesbygd,2000,0.15179,male
4133910_fresta_norra_glesbygd,2001,0.15652,male
4133910_fresta_norra_glesbygd,2002,0.13846,male
4133910_fresta_norra_glesbygd,2003,0.15172,male
4133910_fresta_norra_glesbygd,2004,0.14085,male
4133910_fresta_norra_glesbygd,2005,0.15541,male
4133910_fresta_norra_glesbygd,2006,0.17647000000000002,male
4133910_fresta_norra_glesbygd,2007,0.18367,male
4133910_fresta_norra_glesbygd,2008,0.1871,male
4133910_fresta_norra_glesbygd,2009,0.18621,male
4133910_fresta_norra_glesbygd,2010,0.18621,male
4133910_fresta_norra_glesbygd,2011,0.18667,male
4133910_fresta_norra_glesbygd,2012,0.18,male
4133910_fresta_norra_glesbygd,2013,0.17307999999999998,male
4133910_fresta_norra_glesbygd,2014,0.1761,male
4133920_fresta_sodra_glesbygd,2000,0.14634,male
4133920_fresta_sodra_glesbygd,2001,0.13333,male
4133920_fresta_sodra_glesbygd,2002,0.12821,male
4133920_fresta_sodra_glesbygd,2003,0.125,male
4133920_fresta_sodra_glesbygd,2004,0.15,male
4133920_fresta_sodra_glesbygd,2005,0.14286,male
4133920_fresta_sodra_glesbygd,2006,0.09523999999999999,male
4133920_fresta_sodra_glesbygd,2007,0.19512000000000002,male
4133920_fresta_sodra_glesbygd,2008,0.16667,male
4133920_fresta_sodra_glesbygd,2009,0.2,male
4133920_fresta_sodra_glesbygd,2010,0.12821,male
4133920_fresta_sodra_glesbygd,2011,0.09756000000000001,male
4133920_fresta_sodra_glesbygd,2012,0.06383,male
4133920_fresta_sodra_glesbygd,2013,0.08,male
4133920_fresta_sodra_glesbygd,2014,0.1,male
4210110_centrala_vallentuna,2000,0.08713,male
4210110_centrala_vallentuna,2001,0.09429,male
4210110_centrala_vallentuna,2002,0.1094,male
4210110_centrala_vallentuna,2003,0.11824000000000001,male
4210110_centrala_vallentuna,2004,0.10693,male
4210110_centrala_vallentuna,2005,0.10461,male
4210110_centrala_vallentuna,2006,0.10417,male
4210110_centrala_vallentuna,2007,0.10161,male
4210110_centrala_vallentuna,2008,0.10357999999999999,male
4210110_centrala_vallentuna,2009,0.09834,male
4210110_centrala_vallentuna,2010,0.10115,male
4210110_centrala_vallentuna,2011,0.11377999999999999,male
4210110_centrala_vallentuna,2012,0.10224,male
4210110_centrala_vallentuna,2013,0.11110999999999999,male
4210110_centrala_vallentuna,2014,0.12329000000000001,male
4210210_norra_vallentuna_tatort,2000,0.14841,male
4210210_norra_vallentuna_tatort,2001,0.1609,male
4210210_norra_vallentuna_tatort,2002,0.15937,male
4210210_norra_vallentuna_tatort,2003,0.14875,male
4210210_norra_vallentuna_tatort,2004,0.14862,male
4210210_norra_vallentuna_tatort,2005,0.16667,male
4210210_norra_vallentuna_tatort,2006,0.16221,male
4210210_norra_vallentuna_tatort,2007,0.17240999999999998,male
4210210_norra_vallentuna_tatort,2008,0.16507,male
4210210_norra_vallentuna_tatort,2009,0.17682,male
4210210_norra_vallentuna_tatort,2010,0.15962,male
4210210_norra_vallentuna_tatort,2011,0.16216,male
4210210_norra_vallentuna_tatort,2012,0.1611,male
4210210_norra_vallentuna_tatort,2013,0.16179000000000002,male
4210210_norra_vallentuna_tatort,2014,0.16822,male
4210220_nv_a_vallentuna_tatort,2000,0.18644000000000002,male
4210220_nv_a_vallentuna_tatort,2001,0.19047999999999998,male
4210220_nv_a_vallentuna_tatort,2002,0.19430999999999998,male
4210220_nv_a_vallentuna_tatort,2003,0.2,male
4210220_nv_a_vallentuna_tatort,2004,0.19715,male
4210220_nv_a_vallentuna_tatort,2005,0.19194,male
4210220_nv_a_vallentuna_tatort,2006,0.18245,male
4210220_nv_a_vallentuna_tatort,2007,0.2166,male
4210220_nv_a_vallentuna_tatort,2008,0.20992,male
4210220_nv_a_vallentuna_tatort,2009,0.23321,male
4210220_nv_a_vallentuna_tatort,2010,0.25133,male
4210220_nv_a_vallentuna_tatort,2011,0.26943,male
4210220_nv_a_vallentuna_tatort,2012,0.27,male
4210220_nv_a_vallentuna_tatort,2013,0.27592,male
4210220_nv_a_vallentuna_tatort,2014,0.28099,male
4210320_ostra_ormsta,2000,0.14315999999999998,male
4210320_ostra_ormsta,2001,0.1596,male
4210320_ostra_ormsta,2002,0.15507,male
4210320_ostra_ormsta,2003,0.17215,male
4210320_ostra_ormsta,2004,0.18519000000000002,male
4210320_ostra_ormsta,2005,0.18548,male
4210320_ostra_ormsta,2006,0.18711,male
4210320_ostra_ormsta,2007,0.18841,male
4210320_ostra_ormsta,2008,0.19672,male
4210320_ostra_ormsta,2009,0.20123,male
4210320_ostra_ormsta,2010,0.19792,male
4210320_ostra_ormsta,2011,0.20978000000000002,male
4210320_ostra_ormsta,2012,0.21041999999999997,male
4210320_ostra_ormsta,2013,0.21359,male
4210320_ostra_ormsta,2014,0.21611,male
4210330_vastra_ormsta,2000,0.20833000000000002,male
4210330_vastra_ormsta,2001,0.20413,male
4210330_vastra_ormsta,2002,0.20595,male
4210330_vastra_ormsta,2003,0.2028,male
4210330_vastra_ormsta,2004,0.20519,male
4210330_vastra_ormsta,2005,0.2109,male
4210330_vastra_ormsta,2006,0.22061999999999998,male
4210330_vastra_ormsta,2007,0.21781999999999999,male
4210330_vastra_ormsta,2008,0.225,male
4210330_vastra_ormsta,2009,0.23724,male
4210330_vastra_ormsta,2010,0.23820999999999998,male
4210330_vastra_ormsta,2011,0.24129,male
4210330_vastra_ormsta,2012,0.23678000000000002,male
4210330_vastra_ormsta,2013,0.23601,male
4210330_vastra_ormsta,2014,0.23697,male
4210340_aby_bostadsomr,2000,0.09278,male
4210340_aby_bostadsomr,2001,0.09906000000000001,male
4210340_aby_bostadsomr,2002,0.10329,male
4210340_aby_bostadsomr,2003,0.1133,male
4210340_aby_bostadsomr,2004,0.11058,male
4210340_aby_bostadsomr,2005,0.11707000000000001,male
4210340_aby_bostadsomr,2006,0.10525999999999999,male
4210340_aby_bostadsomr,2007,0.1215,male
4210340_aby_bostadsomr,2008,0.12329000000000001,male
4210340_aby_bostadsomr,2009,0.11707000000000001,male
4210340_aby_bostadsomr,2010,0.17982,male
4210340_aby_bostadsomr,2011,0.19685,male
4210340_aby_bostadsomr,2012,0.20623000000000002,male
4210340_aby_bostadsomr,2013,0.21285,male
4210340_aby_bostadsomr,2014,0.19752999999999998,male
4210410_vastra_ballsta,2000,0.23788,male
4210410_vastra_ballsta,2001,0.24241999999999997,male
4210410_vastra_ballsta,2002,0.25522,male
4210410_vastra_ballsta,2003,0.2482,male
4210410_vastra_ballsta,2004,0.24305,male
4210410_vastra_ballsta,2005,0.2627,male
4210410_vastra_ballsta,2006,0.27883,male
4210410_vastra_ballsta,2007,0.28115999999999997,male
4210410_vastra_ballsta,2008,0.27074000000000004,male
4210410_vastra_ballsta,2009,0.28549,male
4210410_vastra_ballsta,2010,0.29619,male
4210410_vastra_ballsta,2011,0.30661,male
4210410_vastra_ballsta,2012,0.32022,male
4210410_vastra_ballsta,2013,0.33468000000000003,male
4210410_vastra_ballsta,2014,0.33376999999999996,male
4210420_kragstalund,2000,0.16222999999999999,male
4210420_kragstalund,2001,0.15904000000000001,male
4210420_kragstalund,2002,0.16509000000000001,male
4210420_kragstalund,2003,0.17949,male
4210420_kragstalund,2004,0.20345,male
4210420_kragstalund,2005,0.21681,male
4210420_kragstalund,2006,0.2292,male
4210420_kragstalund,2007,0.23831,male
4210420_kragstalund,2008,0.25117,male
4210420_kragstalund,2009,0.26164,male
4210420_kragstalund,2010,0.26849,male
4210420_kragstalund,2011,0.26783,male
4210420_kragstalund,2012,0.2783,male
4210420_kragstalund,2013,0.28056,male
4210420_kragstalund,2014,0.29112,male
4210430_ballstaberg,2000,0.19672,male
4210430_ballstaberg,2001,0.19608,male
4210430_ballstaberg,2002,0.24713000000000002,male
4210430_ballstaberg,2003,0.255,male
4210430_ballstaberg,2004,0.29921,male
4210430_ballstaberg,2005,0.28896,male
4210430_ballstaberg,2006,0.29446,male
4210430_ballstaberg,2007,0.30919,male
4210430_ballstaberg,2008,0.33753,male
4210430_ballstaberg,2009,0.34562,male
4210430_ballstaberg,2010,0.3385,male
4210430_ballstaberg,2011,0.34221,male
4210430_ballstaberg,2012,0.35246,male
4210430_ballstaberg,2013,0.35307,male
4210430_ballstaberg,2014,0.36289,male
4210440_okand,2000,0.2422,male
4210440_okand,2001,0.23935,male
4210440_okand,2002,0.24588000000000002,male
4210440_okand,2003,0.24365,male
4210440_okand,2004,0.24251,male
4210440_okand,2005,0.23459000000000002,male
4210440_okand,2006,0.24658000000000002,male
4210440_okand,2007,0.24961,male
4210440_okand,2008,0.25038,male
4210440_okand,2009,0.24018,male
4210510_vallentuna_glesbygd_v,2000,0.07602,male
4210510_vallentuna_glesbygd_v,2001,0.060770000000000005,male
4210510_vallentuna_glesbygd_v,2002,0.07263,male
4210510_vallentuna_glesbygd_v,2003,0.07778,male
4210510_vallentuna_glesbygd_v,2004,0.08995,male
4210510_vallentuna_glesbygd_v,2005,0.08556,male
4210510_vallentuna_glesbygd_v,2006,0.07143,male
4210510_vallentuna_glesbygd_v,2007,0.04865,male
4210510_vallentuna_glesbygd_v,2008,0.06348999999999999,male
4210510_vallentuna_glesbygd_v,2009,0.08466,male
4210510_vallentuna_glesbygd_v,2010,0.07345,male
4210510_vallentuna_glesbygd_v,2011,0.08649,male
4210510_vallentuna_glesbygd_v,2012,0.09452999999999999,male
4210510_vallentuna_glesbygd_v,2013,0.07921,male
4210510_vallentuna_glesbygd_v,2014,0.07071000000000001,male
4210530_vallentuna_glesbygd_no,2000,0.15789,male
4210530_vallentuna_glesbygd_no,2001,0.15842,male
4210530_vallentuna_glesbygd_no,2002,0.13860999999999998,male
4210530_vallentuna_glesbygd_no,2003,0.14432999999999999,male
4210530_vallentuna_glesbygd_no,2004,0.14140999999999998,male
4210530_vallentuna_glesbygd_no,2005,0.13,male
4210530_vallentuna_glesbygd_no,2006,0.13725,male
4210530_vallentuna_glesbygd_no,2007,0.16364,male
4210530_vallentuna_glesbygd_no,2008,0.16814,male
4210530_vallentuna_glesbygd_no,2009,0.19047999999999998,male
4210530_vallentuna_glesbygd_no,2010,0.16547,male
4210530_vallentuna_glesbygd_no,2011,0.16216,male
4210530_vallentuna_glesbygd_no,2012,0.1931,male
4210530_vallentuna_glesbygd_no,2013,0.19745,male
4210530_vallentuna_glesbygd_no,2014,0.19883,male
4210540_okand,2000,0.05455,male
4210540_okand,2001,0.0,male
4210540_okand,2002,0.048389999999999996,male
4210540_okand,2003,0.04688,male
4210540_okand,2004,0.058820000000000004,male
4210540_okand,2005,0.05455,male
4210540_okand,2006,0.09258999999999999,male
4210540_okand,2007,0.06383,male
4210540_okand,2008,0.05455,male
4210540_okand,2009,0.08333,male
4220000_markims_forsamling,2000,0.11765,male
4220000_markims_forsamling,2001,0.12222000000000001,male
4220000_markims_forsamling,2002,0.12644,male
4220000_markims_forsamling,2003,0.14118,male
4220000_markims_forsamling,2004,0.15116,male
4220000_markims_forsamling,2005,0.17582,male
4220000_markims_forsamling,2006,0.21839,male
4220000_markims_forsamling,2007,0.24138,male
4220000_markims_forsamling,2008,0.25882,male
4220000_markims_forsamling,2009,0.2561,male
4220000_markims_forsamling,2010,0.2561,male
4220000_markims_forsamling,2011,0.28235,male
4220000_markims_forsamling,2012,0.25581,male
4220000_markims_forsamling,2013,0.26744,male
4220000_markims_forsamling,2014,0.25843,male
4230100_lindholmen,2000,0.23153,male
4230100_lindholmen,2001,0.23005,male
4230100_lindholmen,2002,0.22326,male
4230100_lindholmen,2003,0.22935999999999998,male
4230100_lindholmen,2004,0.23256,male
4230100_lindholmen,2005,0.23744,male
4230100_lindholmen,2006,0.2287,male
4230100_lindholmen,2007,0.22018000000000001,male
4230100_lindholmen,2008,0.20981999999999998,male
4230100_lindholmen,2009,0.21198000000000003,male
4230100_lindholmen,2010,0.22830999999999999,male
4230100_lindholmen,2011,0.23611,male
4230100_lindholmen,2012,0.22374000000000002,male
4230100_lindholmen,2013,0.21719000000000002,male
4230100_lindholmen,2014,0.23181999999999997,male
4230500_okand,2000,0.06742000000000001,male
4230500_okand,2001,0.05435,male
4230500_okand,2002,0.06817999999999999,male
