basomrade,year,higher_education_min_3_years_percent_of_population_aged_25_64,gender
5630130_hemmestahojden,2002,0.029410000000000002,male
5630130_hemmestahojden,2003,0.03,male
5630130_hemmestahojden,2004,0.037739999999999996,male
5630130_hemmestahojden,2005,0.055560000000000005,male
5630130_hemmestahojden,2006,0.07857,male
5630130_hemmestahojden,2007,0.08497,male
5630130_hemmestahojden,2008,0.07332999999999999,male
5630130_hemmestahojden,2009,0.06579,male
5630130_hemmestahojden,2010,0.07382999999999999,male
5630130_hemmestahojden,2011,0.06757,male
5630130_hemmestahojden,2012,0.056960000000000004,male
5630130_hemmestahojden,2013,0.059879999999999996,male
5630130_hemmestahojden,2014,0.055560000000000005,male
5630200_angsvik,2000,0.19626,male
5630200_angsvik,2001,0.19230999999999998,male
5630200_angsvik,2002,0.22935999999999998,male
5630200_angsvik,2003,0.21429,male
5630200_angsvik,2004,0.21818,male
5630200_angsvik,2005,0.18919,male
5630200_angsvik,2006,0.18420999999999998,male
5630200_angsvik,2007,0.17431,male
5630200_angsvik,2008,0.16514,male
5630200_angsvik,2009,0.15094000000000002,male
5630200_angsvik,2010,0.14423,male
5630200_angsvik,2011,0.13725,male
5630200_angsvik,2012,0.125,male
5630200_angsvik,2013,0.17757,male
5630200_angsvik,2014,0.16667,male
5630300_skeppsdalsstrom,2000,0.19305,male
5630300_skeppsdalsstrom,2001,0.20072,male
5630300_skeppsdalsstrom,2002,0.23317,male
5630300_skeppsdalsstrom,2003,0.25,male
5630300_skeppsdalsstrom,2004,0.27182,male
5630300_skeppsdalsstrom,2005,0.27332,male
5630300_skeppsdalsstrom,2006,0.26571,male
5630300_skeppsdalsstrom,2007,0.26986,male
5630300_skeppsdalsstrom,2008,0.27123,male
5630300_skeppsdalsstrom,2009,0.26389,male
5630300_skeppsdalsstrom,2010,0.26169000000000003,male
5630300_skeppsdalsstrom,2011,0.25478,male
5630300_skeppsdalsstrom,2012,0.25443000000000005,male
5630300_skeppsdalsstrom,2013,0.25689,male
5630300_skeppsdalsstrom,2014,0.25556,male
5630400_kopparmora,2000,0.07921,male
5630400_kopparmora,2001,0.08867,male
5630400_kopparmora,2002,0.09596,male
5630400_kopparmora,2003,0.09406,male
5630400_kopparmora,2004,0.09452999999999999,male
5630400_kopparmora,2005,0.09137,male
5630400_kopparmora,2006,0.08901,male
5630400_kopparmora,2007,0.07576000000000001,male
5630400_kopparmora,2008,0.07071000000000001,male
5630400_kopparmora,2009,0.07103999999999999,male
5630400_kopparmora,2010,0.08649,male
5630400_kopparmora,2011,0.08696,male
5630400_kopparmora,2012,0.0838,male
5630400_kopparmora,2013,0.08,male
5630400_kopparmora,2014,0.08333,male
5630510_okand,2000,0.10224,male
5630510_okand,2001,0.11348,male
5630510_okand,2002,0.11872,male
5630510_okand,2003,0.11886,male
5630510_okand,2004,0.11578,male
5630510_okand,2005,0.125,male
5630510_okand,2006,0.13149,male
5630510_okand,2007,0.14365,male
5630510_okand,2008,0.13312000000000002,male
5630510_okand,2009,0.13058,male
5630520_okand,2000,0.11475,male
5630520_okand,2001,0.11857999999999999,male
5630520_okand,2002,0.12524000000000002,male
5630520_okand,2003,0.14829,male
5630520_okand,2004,0.14729,male
5630520_okand,2005,0.14943,male
5630520_okand,2006,0.16449,male
5630520_okand,2007,0.15799000000000002,male
5630520_okand,2008,0.14972,male
5630520_okand,2009,0.13662,male
5630600_varmdo_norra_skargard,2000,0.14667,male
5630600_varmdo_norra_skargard,2001,0.15385,male
5630600_varmdo_norra_skargard,2002,0.13158,male
5630600_varmdo_norra_skargard,2003,0.13415,male
5630600_varmdo_norra_skargard,2004,0.11905,male
5630600_varmdo_norra_skargard,2005,0.12195,male
5630600_varmdo_norra_skargard,2006,0.1358,male
5630600_varmdo_norra_skargard,2007,0.14815,male
5630600_varmdo_norra_skargard,2008,0.13514,male
5630600_varmdo_norra_skargard,2009,0.13158,male
5630600_varmdo_norra_skargard,2010,0.12162,male
5630600_varmdo_norra_skargard,2011,0.10605999999999999,male
5630600_varmdo_norra_skargard,2012,0.06452000000000001,male
5630600_varmdo_norra_skargard,2013,0.06667000000000001,male
5630600_varmdo_norra_skargard,2014,0.0,male
5640100_djurhamn,2000,0.10915,male
5640100_djurhamn,2001,0.10584,male
5640100_djurhamn,2002,0.10989000000000002,male
5640100_djurhamn,2003,0.11110999999999999,male
5640100_djurhamn,2004,0.11698,male
5640100_djurhamn,2005,0.12749000000000002,male
5640100_djurhamn,2006,0.125,male
5640100_djurhamn,2007,0.12941,male
5640100_djurhamn,2008,0.13305999999999998,male
5640100_djurhamn,2009,0.13008,male
5640100_djurhamn,2010,0.09417,male
5640100_djurhamn,2011,0.10232999999999999,male
5640100_djurhamn,2012,0.109,male
5640100_djurhamn,2013,0.11483,male
5640100_djurhamn,2014,0.10447999999999999,male
5640200_stavsnas,2000,0.12621,male
5640200_stavsnas,2001,0.12322000000000001,male
5640200_stavsnas,2002,0.13107,male
5640200_stavsnas,2003,0.11962,male
5640200_stavsnas,2004,0.12919,male
5640200_stavsnas,2005,0.14286,male
5640200_stavsnas,2006,0.13,male
5640200_stavsnas,2007,0.14778,male
5640200_stavsnas,2008,0.155,male
5640200_stavsnas,2009,0.15228,male
5640200_stavsnas,2010,0.16842000000000001,male
5640200_stavsnas,2011,0.15,male
5640200_stavsnas,2012,0.1547,male
5640200_stavsnas,2013,0.13143,male
5640200_stavsnas,2014,0.15135,male
5640510_stavsnas_glesbygd,2000,0.1383,male
5640510_stavsnas_glesbygd,2001,0.12565,male
5640510_stavsnas_glesbygd,2002,0.11110999999999999,male
5640510_stavsnas_glesbygd,2003,0.11429,male
5640510_stavsnas_glesbygd,2004,0.12207,male
5640510_stavsnas_glesbygd,2005,0.13514,male
5640510_stavsnas_glesbygd,2006,0.13477999999999998,male
5640510_stavsnas_glesbygd,2007,0.1453,male
5640510_stavsnas_glesbygd,2008,0.14043,male
5640510_stavsnas_glesbygd,2009,0.12017,male
5640510_stavsnas_glesbygd,2010,0.10917,male
5640510_stavsnas_glesbygd,2011,0.131,male
5640510_stavsnas_glesbygd,2012,0.13305,male
5640510_stavsnas_glesbygd,2013,0.14468,male
5640510_stavsnas_glesbygd,2014,0.13445,male
5640520_djuro_glesbygd,2000,0.07362,male
5640520_djuro_glesbygd,2001,0.07831,male
5640520_djuro_glesbygd,2002,0.07396,male
5640520_djuro_glesbygd,2003,0.08907999999999999,male
5640520_djuro_glesbygd,2004,0.09742,male
5640520_djuro_glesbygd,2005,0.09038,male
5640520_djuro_glesbygd,2006,0.08824,male
5640520_djuro_glesbygd,2007,0.09552000000000001,male
5640520_djuro_glesbygd,2008,0.10092000000000001,male
5640520_djuro_glesbygd,2009,0.09969,male
5640520_djuro_glesbygd,2010,0.09236,male
5640520_djuro_glesbygd,2011,0.08843999999999999,male
5640520_djuro_glesbygd,2012,0.09756000000000001,male
5640520_djuro_glesbygd,2013,0.09091,male
5640520_djuro_glesbygd,2014,0.07971,male
5640600_djuro_skargard,2000,0.14907,male
5640600_djuro_skargard,2001,0.18065,male
5640600_djuro_skargard,2002,0.18065,male
5640600_djuro_skargard,2003,0.18788,male
5640600_djuro_skargard,2004,0.18239,male
5640600_djuro_skargard,2005,0.18065,male
5640600_djuro_skargard,2006,0.14685,male
5640600_djuro_skargard,2007,0.13869,male
5640600_djuro_skargard,2008,0.14706,male
5640600_djuro_skargard,2009,0.1374,male
5640600_djuro_skargard,2010,0.15,male
5640600_djuro_skargard,2011,0.15966,male
5640600_djuro_skargard,2012,0.17857,male
5640600_djuro_skargard,2013,0.16949,male
5640600_djuro_skargard,2014,0.16379000000000002,male
5650000_moja_forsamling,2000,0.13333,male
5650000_moja_forsamling,2001,0.13462000000000002,male
5650000_moja_forsamling,2002,0.13084,male
5650000_moja_forsamling,2003,0.14151,male
5650000_moja_forsamling,2004,0.13333,male
5650000_moja_forsamling,2005,0.0989,male
5650000_moja_forsamling,2006,0.09412000000000001,male
5650000_moja_forsamling,2007,0.10588,male
5650000_moja_forsamling,2008,0.08974,male
5650000_moja_forsamling,2009,0.08219,male
5650000_moja_forsamling,2010,0.11110999999999999,male
5650000_moja_forsamling,2011,0.11110999999999999,male
5650000_moja_forsamling,2012,0.11594000000000002,male
5650000_moja_forsamling,2013,0.10294,male
5650000_moja_forsamling,2014,0.08065,male
5660000_namdo_forsamling,2000,0.09756000000000001,male
5660000_namdo_forsamling,2001,0.1,male
5660000_namdo_forsamling,2002,0.10811,male
5660000_namdo_forsamling,2003,0.1,male
5660000_namdo_forsamling,2004,0.13158,male
5660000_namdo_forsamling,2005,0.15385,male
5660000_namdo_forsamling,2006,0.11110999999999999,male
5660000_namdo_forsamling,2007,0.11110999999999999,male
5660000_namdo_forsamling,2008,0.09091,male
5660000_namdo_forsamling,2009,0.14286,male
5660000_namdo_forsamling,2010,0.13889,male
5660000_namdo_forsamling,2011,0.11429,male
5660000_namdo_forsamling,2012,0.14286,male
5660000_namdo_forsamling,2013,0.125,male
5660000_namdo_forsamling,2014,0.12,male
3311110_staket,2000,0.16021,male
3311110_staket,2001,0.16953,male
3311110_staket,2002,0.16346,male
3311110_staket,2003,0.15311,male
3311110_staket,2004,0.15850999999999998,male
3311110_staket,2005,0.16129000000000002,male
3311110_staket,2006,0.19332,male
3311110_staket,2007,0.21361999999999998,male
3311110_staket,2008,0.21219000000000002,male
3311110_staket,2009,0.21519000000000002,male
3311110_staket,2010,0.20601,male
3311110_staket,2011,0.21748,male
3311110_staket,2012,0.22718000000000002,male
3311110_staket,2013,0.22916999999999998,male
3311110_staket,2014,0.22574,male
3312220_vastra_kallhall,2000,0.13082,male
3312220_vastra_kallhall,2001,0.12914,male
3312220_vastra_kallhall,2002,0.13197,male
3312220_vastra_kallhall,2003,0.14540999999999998,male
3312220_vastra_kallhall,2004,0.14238,male
3312220_vastra_kallhall,2005,0.14895999999999998,male
3312220_vastra_kallhall,2006,0.14743,male
3312220_vastra_kallhall,2007,0.15771,male
3312220_vastra_kallhall,2008,0.15367,male
3312220_vastra_kallhall,2009,0.15420999999999999,male
3312220_vastra_kallhall,2010,0.15935,male
3312220_vastra_kallhall,2011,0.17634,male
3312220_vastra_kallhall,2012,0.17969000000000002,male
3312220_vastra_kallhall,2013,0.17081,male
3312220_vastra_kallhall,2014,0.18388,male
3312230_skogstorp,2000,0.14062,male
3312230_skogstorp,2001,0.14151,male
3312230_skogstorp,2002,0.15217,male
3312230_skogstorp,2003,0.14679,male
3312230_skogstorp,2004,0.16301,male
3312230_skogstorp,2005,0.17089000000000001,male
3312230_skogstorp,2006,0.16505,male
3312230_skogstorp,2007,0.17799,male
3312230_skogstorp,2008,0.18297,male
3312230_skogstorp,2009,0.2,male
3312230_skogstorp,2010,0.21538000000000002,male
3312230_skogstorp,2011,0.22812,male
3312230_skogstorp,2012,0.23476,male
3312230_skogstorp,2013,0.24036,male
3312230_skogstorp,2014,0.24484,male
3312240_norra_kallhall,2000,0.17052,male
3312240_norra_kallhall,2001,0.17827,male
3312240_norra_kallhall,2002,0.20344,male
3312240_norra_kallhall,2003,0.19075,male
3312240_norra_kallhall,2004,0.18047,male
3312240_norra_kallhall,2005,0.17933,male
3312240_norra_kallhall,2006,0.18575999999999998,male
3312240_norra_kallhall,2007,0.17417,male
3312240_norra_kallhall,2008,0.18123,male
3312240_norra_kallhall,2009,0.17762999999999998,male
3312240_norra_kallhall,2010,0.16129000000000002,male
3312240_norra_kallhall,2011,0.17378,male
3312240_norra_kallhall,2012,0.15152000000000002,male
3312240_norra_kallhall,2013,0.14286,male
3312240_norra_kallhall,2014,0.15254,male
3312250_bonas,2000,0.16667,male
3312250_bonas,2001,0.16129000000000002,male
3312250_bonas,2002,0.1938,male
3312250_bonas,2003,0.21805,male
3312250_bonas,2004,0.23664000000000002,male
3312250_bonas,2005,0.25,male
3312250_bonas,2006,0.24306,male
3312250_bonas,2007,0.21477,male
3312250_bonas,2008,0.23944000000000001,male
3312250_bonas,2009,0.23404,male
3312250_bonas,2010,0.24,male
3312250_bonas,2011,0.24831999999999999,male
3312250_bonas,2012,0.25175,male
3312250_bonas,2013,0.2349,male
3312250_bonas,2014,0.24341999999999997,male
3312260_termosvagen,2000,0.21036999999999997,male
3312260_termosvagen,2001,0.18592,male
3312260_termosvagen,2002,0.18082,male
3312260_termosvagen,2003,0.17962,male
3312260_termosvagen,2004,0.14167000000000002,male
3312260_termosvagen,2005,0.15508,male
3312260_termosvagen,2006,0.13613,male
3312260_termosvagen,2007,0.14065999999999998,male
3312260_termosvagen,2008,0.12755,male
3312260_termosvagen,2009,0.1443,male
3312260_termosvagen,2010,0.13648,male
3312260_termosvagen,2011,0.1461,male
3312260_termosvagen,2012,0.14781,male
3312260_termosvagen,2013,0.1452,male
3312260_termosvagen,2014,0.13508,male
3312270_ladersatra,2000,0.14286,male
3312270_ladersatra,2001,0.14803,male
3312270_ladersatra,2002,0.16904,male
3312270_ladersatra,2003,0.17599,male
3312270_ladersatra,2004,0.17521,male
3312270_ladersatra,2005,0.18531,male
3312270_ladersatra,2006,0.17577,male
3312270_ladersatra,2007,0.18453,male
3312270_ladersatra,2008,0.17037,male
3312270_ladersatra,2009,0.16247999999999999,male
3312270_ladersatra,2010,0.19165,male
3312270_ladersatra,2011,0.18879,male
3312270_ladersatra,2012,0.18785,male
3312270_ladersatra,2013,0.18282,male
3312270_ladersatra,2014,0.17944000000000002,male
3312300_molnsattra,2000,0.24341999999999997,male
3312300_molnsattra,2001,0.24359,male
3312300_molnsattra,2002,0.22148,male
3312300_molnsattra,2003,0.23239,male
3312300_molnsattra,2004,0.23129,male
3312300_molnsattra,2005,0.24658000000000002,male
3312300_molnsattra,2006,0.28025,male
3312300_molnsattra,2007,0.25,male
3312300_molnsattra,2008,0.24241999999999997,male
3312300_molnsattra,2009,0.2293,male
3312300_molnsattra,2010,0.22891999999999998,male
3312300_molnsattra,2011,0.21839,male
3312300_molnsattra,2012,0.22286,male
3312300_molnsattra,2013,0.24118,male
3312300_molnsattra,2014,0.25882,male
3324100_olovslund,2000,0.26456,male
3324100_olovslund,2001,0.26493,male
3324100_olovslund,2002,0.2706,male
3324100_olovslund,2003,0.26733,male
3324100_olovslund,2004,0.27375,male
3324100_olovslund,2005,0.27364,male
3324100_olovslund,2006,0.28626,male
3324100_olovslund,2007,0.29367,male
3324100_olovslund,2008,0.28333,male
3324100_olovslund,2009,0.29634,male
3324100_olovslund,2010,0.29494000000000004,male
3324100_olovslund,2011,0.31756,male
3324100_olovslund,2012,0.3208,male
3324100_olovslund,2013,0.3305,male
3324100_olovslund,2014,0.33492,male
3324200_berghem,2000,0.19287,male
3324200_berghem,2001,0.22359,male
3324200_berghem,2002,0.23129,male
3324200_berghem,2003,0.23438,male
3324200_berghem,2004,0.2412,male
3324200_berghem,2005,0.23768000000000003,male
3324200_berghem,2006,0.21731,male
3324200_berghem,2007,0.21724000000000002,male
3324200_berghem,2008,0.23459000000000002,male
3324200_berghem,2009,0.23818000000000003,male
3324200_berghem,2010,0.23459000000000002,male
3324200_berghem,2011,0.23701999999999998,male
3324200_berghem,2012,0.25174,male
3324200_berghem,2013,0.27362,male
3324200_berghem,2014,0.27915,male
3324310_sodra_nibble,2000,0.0912,male
3324310_sodra_nibble,2001,0.10323,male
3324310_sodra_nibble,2002,0.09966,male
3324310_sodra_nibble,2003,0.10535,male
3324310_sodra_nibble,2004,0.08981,male
3324310_sodra_nibble,2005,0.09573999999999999,male
3324310_sodra_nibble,2006,0.10247,male
3324310_sodra_nibble,2007,0.10758,male
3324310_sodra_nibble,2008,0.11785999999999999,male
3324310_sodra_nibble,2009,0.11248,male
3324310_sodra_nibble,2010,0.12789,male
3324310_sodra_nibble,2011,0.13273,male
3324310_sodra_nibble,2012,0.13382,male
3324310_sodra_nibble,2013,0.1533,male
3324310_sodra_nibble,2014,0.13571,male
3324320_norra_nibble,2000,0.24511999999999998,male
3324320_norra_nibble,2001,0.24348000000000003,male
3324320_norra_nibble,2002,0.26125,male
3324320_norra_nibble,2003,0.26876,male
3324320_norra_nibble,2004,0.2595,male
3324320_norra_nibble,2005,0.26645,male
3324320_norra_nibble,2006,0.26887,male
3324320_norra_nibble,2007,0.27646,male
3324320_norra_nibble,2008,0.27856,male
3324320_norra_nibble,2009,0.27287,male
3324320_norra_nibble,2010,0.27429000000000003,male
3324320_norra_nibble,2011,0.27864,male
3324320_norra_nibble,2012,0.29366,male
3324320_norra_nibble,2013,0.29864,male
3324320_norra_nibble,2014,0.29652,male
3324410_tallbohov,2000,0.12963,male
3324410_tallbohov,2001,0.13727,male
3324410_tallbohov,2002,0.14296,male
3324410_tallbohov,2003,0.14019,male
3324410_tallbohov,2004,0.14574,male
3324410_tallbohov,2005,0.14647000000000002,male
3324410_tallbohov,2006,0.14828,male
3324410_tallbohov,2007,0.14831,male
3324410_tallbohov,2008,0.15275999999999998,male
3324410_tallbohov,2009,0.15,male
3324410_tallbohov,2010,0.15565,male
3324410_tallbohov,2011,0.15874000000000002,male
3324410_tallbohov,2012,0.16021,male
3324410_tallbohov,2013,0.16229000000000002,male
3324410_tallbohov,2014,0.15657000000000001,male
3324420_hammaren,2000,0.13789,male
3324420_hammaren,2001,0.1525,male
3324420_hammaren,2002,0.15394000000000002,male
3324420_hammaren,2003,0.16413,male
3324420_hammaren,2004,0.17271,male
3324420_hammaren,2005,0.17497000000000001,male
3324420_hammaren,2006,0.17943,male
3324420_hammaren,2007,0.18325,male
3324420_hammaren,2008,0.18329,male
3324420_hammaren,2009,0.19421,male
3324420_hammaren,2010,0.17139000000000001,male
3324420_hammaren,2011,0.17464000000000002,male
3324420_hammaren,2012,0.16609000000000002,male
3324420_hammaren,2013,0.16232,male
3324420_hammaren,2014,0.14579,male
3324430_jakobsbergs_centrum,2000,0.15629,male
3324430_jakobsbergs_centrum,2001,0.16684000000000002,male
3324430_jakobsbergs_centrum,2002,0.17815,male
3324430_jakobsbergs_centrum,2003,0.18057,male
3324430_jakobsbergs_centrum,2004,0.1845,male
3324430_jakobsbergs_centrum,2005,0.18091,male
3324430_jakobsbergs_centrum,2006,0.18884,male
3324430_jakobsbergs_centrum,2007,0.17912,male
3324430_jakobsbergs_centrum,2008,0.18723,male
3324430_jakobsbergs_centrum,2009,0.18623,male
3324430_jakobsbergs_centrum,2010,0.18556,male
3324430_jakobsbergs_centrum,2011,0.19491,male
3324430_jakobsbergs_centrum,2012,0.20044,male
3324430_jakobsbergs_centrum,2013,0.19214,male
3324430_jakobsbergs_centrum,2014,0.19087,male
3324500_vibblaby,2000,0.16485,male
3324500_vibblaby,2001,0.20823000000000003,male
3324500_vibblaby,2002,0.213,male
3324500_vibblaby,2003,0.23144,male
3324500_vibblaby,2004,0.22439,male
3324500_vibblaby,2005,0.21857,male
3324500_vibblaby,2006,0.21402,male
3324500_vibblaby,2007,0.2254,male
3324500_vibblaby,2008,0.21100000000000002,male
3324500_vibblaby,2009,0.21208000000000002,male
3324500_vibblaby,2010,0.20936,male
3324500_vibblaby,2011,0.22805,male
3324500_vibblaby,2012,0.2339,male
3324500_vibblaby,2013,0.24103000000000002,male
3324500_vibblaby,2014,0.25094,male
3335100_norra_viksjo,2000,0.22339,male
3335100_norra_viksjo,2001,0.21189000000000002,male
3335100_norra_viksjo,2002,0.21279,male
3335100_norra_viksjo,2003,0.2126,male
3335100_norra_viksjo,2004,0.21739,male
3335100_norra_viksjo,2005,0.21950999999999998,male
3335100_norra_viksjo,2006,0.23056,male
3335100_norra_viksjo,2007,0.22363000000000002,male
3335100_norra_viksjo,2008,0.22778,male
3335100_norra_viksjo,2009,0.23479,male
3335100_norra_viksjo,2010,0.24613000000000002,male
3335100_norra_viksjo,2011,0.22663000000000003,male
3335100_norra_viksjo,2012,0.22616999999999998,male
3335100_norra_viksjo,2013,0.20890999999999998,male
3335100_norra_viksjo,2014,0.20085,male
3335210_ostra_viksjo,2000,0.3164,male
3335210_ostra_viksjo,2001,0.31795999999999996,male
3335210_ostra_viksjo,2002,0.31773,male
3335210_ostra_viksjo,2003,0.30101999999999995,male
3335210_ostra_viksjo,2004,0.30051,male
3335210_ostra_viksjo,2005,0.3039,male
3335210_ostra_viksjo,2006,0.29517,male
3335210_ostra_viksjo,2007,0.28718,male
3335210_ostra_viksjo,2008,0.26649,male
3335210_ostra_viksjo,2009,0.25926,male
3335210_ostra_viksjo,2010,0.26286,male
3335210_ostra_viksjo,2011,0.27011,male
3335210_ostra_viksjo,2012,0.28035,male
3335210_ostra_viksjo,2013,0.27095,male
3335210_ostra_viksjo,2014,0.27684000000000003,male
3335220_viksjo_centrum,2000,0.10169,male
3335220_viksjo_centrum,2001,0.11531,male
3335220_viksjo_centrum,2002,0.12059,male
3335220_viksjo_centrum,2003,0.13244,male
3335220_viksjo_centrum,2004,0.13121,male
3335220_viksjo_centrum,2005,0.13555999999999999,male
3335220_viksjo_centrum,2006,0.14199,male
3335220_viksjo_centrum,2007,0.13389,male
3335220_viksjo_centrum,2008,0.12917,male
3335220_viksjo_centrum,2009,0.12420999999999999,male
3335220_viksjo_centrum,2010,0.13577999999999998,male
3335220_viksjo_centrum,2011,0.14160999999999999,male
3335220_viksjo_centrum,2012,0.14255,male
3335220_viksjo_centrum,2013,0.14783,male
3335220_viksjo_centrum,2014,0.14348,male
3335310_ostra_lund,2000,0.22221999999999997,male
3335310_ostra_lund,2001,0.231,male
3335310_ostra_lund,2002,0.24316,male
3335310_ostra_lund,2003,0.23853000000000002,male
3335310_ostra_lund,2004,0.24450999999999998,male
3335310_ostra_lund,2005,0.24600999999999998,male
3335310_ostra_lund,2006,0.24749000000000002,male
3335310_ostra_lund,2007,0.24916999999999997,male
3335310_ostra_lund,2008,0.26056,male
3335310_ostra_lund,2009,0.26545,male
3335310_ostra_lund,2010,0.2594,male
3335310_ostra_lund,2011,0.24715,male
3335310_ostra_lund,2012,0.25101,male
3335310_ostra_lund,2013,0.24786,male
3335310_ostra_lund,2014,0.23181999999999997,male
3335320_vastra_lund,2000,0.18182,male
3335320_vastra_lund,2001,0.17764000000000002,male
3335320_vastra_lund,2002,0.17435,male
3335320_vastra_lund,2003,0.18269000000000002,male
3335320_vastra_lund,2004,0.18677,male
3335320_vastra_lund,2005,0.17444,male
3335320_vastra_lund,2006,0.1831,male
3335320_vastra_lund,2007,0.18634,male
3335320_vastra_lund,2008,0.16667,male
3335320_vastra_lund,2009,0.17204,male
3335320_vastra_lund,2010,0.16632,male
3335320_vastra_lund,2011,0.17269,male
3335320_vastra_lund,2012,0.166,male
3335320_vastra_lund,2013,0.17213,male
3335320_vastra_lund,2014,0.16805,male
3335410_ostra_sandvik,2000,0.18329,male
3335410_ostra_sandvik,2001,0.19124000000000002,male
3335410_ostra_sandvik,2002,0.1881,male
3335410_ostra_sandvik,2003,0.19524,male
3335410_ostra_sandvik,2004,0.19613,male
3335410_ostra_sandvik,2005,0.20438,male
3335410_ostra_sandvik,2006,0.20844000000000001,male
3335410_ostra_sandvik,2007,0.17468,male
3335410_ostra_sandvik,2008,0.17277,male
3335410_ostra_sandvik,2009,0.168,male
3335410_ostra_sandvik,2010,0.17355,male
3335410_ostra_sandvik,2011,0.18508,male
3335410_ostra_sandvik,2012,0.18592,male
3335410_ostra_sandvik,2013,0.20225,male
3335410_ostra_sandvik,2014,0.18911,male
3335420_sandvik,2000,0.25401,male
3335420_sandvik,2001,0.2611,male
3335420_sandvik,2002,0.26556,male
3335420_sandvik,2003,0.26897,male
3335420_sandvik,2004,0.27955,male
3335420_sandvik,2005,0.27762,male
3335420_sandvik,2006,0.27552,male
3335420_sandvik,2007,0.26149,male
3335420_sandvik,2008,0.25481,male
3335420_sandvik,2009,0.25891,male
3335420_sandvik,2010,0.24375,male
3335420_sandvik,2011,0.25273,male
3335420_sandvik,2012,0.26485,male
3335420_sandvik,2013,0.25287,male
3335420_sandvik,2014,0.24351,male
3335600_fjallen,2000,0.16667,male
3335600_fjallen,2001,0.17953,male
3335600_fjallen,2002,0.18132,male
3335600_fjallen,2003,0.17636,male
3335600_fjallen,2004,0.18773,male
3335600_fjallen,2005,0.19697,male
3335600_fjallen,2006,0.20385,male
3335600_fjallen,2007,0.2147,male
3335600_fjallen,2008,0.22376,male
3335600_fjallen,2009,0.2288,male
3335600_fjallen,2010,0.24802,male
3335600_fjallen,2011,0.23711,male
3335600_fjallen,2012,0.25156,male
3335600_fjallen,2013,0.25424,male
3335600_fjallen,2014,0.25166,male
3346110_skalby,2000,0.18137,male
3346110_skalby,2001,0.19222999999999998,male
3346110_skalby,2002,0.19842,male
3346110_skalby,2003,0.20157,male
3346110_skalby,2004,0.20217000000000002,male
3346110_skalby,2005,0.21306999999999998,male
3346110_skalby,2006,0.22077,male
3346110_skalby,2007,0.2229,male
3346110_skalby,2008,0.22665,male
3346110_skalby,2009,0.21852,male
3346110_skalby,2010,0.22651,male
3346110_skalby,2011,0.22464,male
3346110_skalby,2012,0.22153,male
3346110_skalby,2013,0.21069000000000002,male
3346110_skalby,2014,0.22061999999999998,male
3346120_ormbacka,2000,0.13158,male
3346120_ormbacka,2001,0.13815999999999998,male
3346120_ormbacka,2002,0.14013,male
3346120_ormbacka,2003,0.13125,male
3346120_ormbacka,2004,0.12963,male
3346120_ormbacka,2005,0.13415,male
3346120_ormbacka,2006,0.14583,male
3346120_ormbacka,2007,0.19313,male
3346120_ormbacka,2008,0.23904,male
3346120_ormbacka,2009,0.2646,male
3346120_ormbacka,2010,0.28947,male
3346120_ormbacka,2011,0.29299000000000003,male
3346120_ormbacka,2012,0.3053,male
3346120_ormbacka,2013,0.30744,male
3346120_ormbacka,2014,0.30671,male
3346200_skalby_gard,2000,0.15078,male
3346200_skalby_gard,2001,0.16309,male
3346200_skalby_gard,2002,0.17865,male
3346200_skalby_gard,2003,0.18337,male
3346200_skalby_gard,2004,0.19415,male
3346200_skalby_gard,2005,0.19342,male
3346200_skalby_gard,2006,0.19918,male
3346200_skalby_gard,2007,0.19473,male
3346200_skalby_gard,2008,0.214,male
3346200_skalby_gard,2009,0.21806999999999999,male
3346200_skalby_gard,2010,0.23165999999999998,male
3346200_skalby_gard,2011,0.23464000000000002,male
3346200_skalby_gard,2012,0.2329,male
3346200_skalby_gard,2013,0.23443000000000003,male
3346200_skalby_gard,2014,0.25044,male
3347300_jarfalla_kyrka,2000,0.31325,male
3347300_jarfalla_kyrka,2001,0.29762,male
3347300_jarfalla_kyrka,2002,0.31706999999999996,male
3347300_jarfalla_kyrka,2003,0.33333,male
3347300_jarfalla_kyrka,2004,0.31034,male
3347300_jarfalla_kyrka,2005,0.31706999999999996,male
3347300_jarfalla_kyrka,2006,0.32927,male
3347300_jarfalla_kyrka,2007,0.30328,male
3347300_jarfalla_kyrka,2008,0.32231,male
3347300_jarfalla_kyrka,2009,0.30630999999999997,male
3347300_jarfalla_kyrka,2010,0.32479,male
3347300_jarfalla_kyrka,2011,0.32759,male
3347300_jarfalla_kyrka,2012,0.34234000000000003,male
3347300_jarfalla_kyrka,2013,0.35965,male
3347300_jarfalla_kyrka,2014,0.37037,male
3347400_barkarby,2000,0.17439000000000002,male
3347400_barkarby,2001,0.17817,male
3347400_barkarby,2002,0.18404,male
3347400_barkarby,2003,0.18736,male
3347400_barkarby,2004,0.19773,male
3347400_barkarby,2005,0.18664,male
3347400_barkarby,2006,0.1758,male
3347400_barkarby,2007,0.19643,male
3347400_barkarby,2008,0.18652,male
3347400_barkarby,2009,0.17234000000000002,male
3347400_barkarby,2010,0.17026,male
3347400_barkarby,2011,0.17708,male
3347400_barkarby,2012,0.17745,male
3347400_barkarby,2013,0.1688,male
3347400_barkarby,2014,0.16849,male
3347500_barsbro,2000,0.30622,male
3347500_barsbro,2001,0.30985999999999997,male
3347500_barsbro,2002,0.30751,male
3347500_barsbro,2003,0.31481,male
