gender,municipality,year,median_income_aged_lt_20,mean_income_aged_lt_20,population_20xx_12_31,higher_education_min_3_years_percent_of_population_aged_25_64,employment_rate_aged_20_64,immigration_surplus_employed_aged_20_64,cumulative_immigration_surplus_employed_aged_20_64,immigration_surplus_min_3_years_of_higher_education_aged_25_64,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64,immigration_surplus,cumulative_immigration_surplus
female,0180_stockholm,2006,202877,223252,402197,0.36096055,0.7521186609999999,1524,4789,589,1851,1020,-1953
female,0180_stockholm,2007,211707,233384,407365,0.37236701299999997,0.76192146,1675,6464,516,2367,829,-1124
female,0180_stockholm,2008,222447,244030,414531,0.381449749,0.761511266,2185,8649,814,3181,1661,537
female,0180_stockholm,2009,228130,248611,423690,0.389366526,0.7448239000000001,2374,11023,672,3853,2425,2962
female,0180_stockholm,2010,230079,253059,432371,0.39850694799999997,0.76054765,2781,13804,910,4763,2696,5658
female,0180_stockholm,2011,236298,261205,440350,0.40697805600000003,0.7635797559999999,2223,16027,474,5237,1884,7542
female,0180_stockholm,2012,246145,270635,448361,0.41448474799999996,0.7699161259999999,2324,18351,422,5659,1735,9277
female,0180_stockholm,2013,253584,278811,456183,0.42284854899999996,0.771372308,2229,20580,632,6291,1614,10891
female,0180_stockholm,2014,259068,286706,462729,0.429806714,0.7759152979999999,1603,22183,29,6320,251,11142
female,0183_sundbyberg,2000,170251,176184,17391,0.220234486,0.7741818509999999,216,216,70,70,213,213
female,0183_sundbyberg,2001,180524,187236,17430,0.23260934800000002,0.788793493,25,241,-52,18,-91,122
female,0183_sundbyberg,2002,185755,192658,17312,0.24269122899999998,0.774485002,-119,122,-59,-41,-185,-63
female,0183_sundbyberg,2003,190110,198537,17255,0.24710619,0.757548364,-77,45,-89,-130,-138,-201
female,0183_sundbyberg,2004,193379,201678,17287,0.254468769,0.755499459,-41,4,-70,-200,-105,-306
female,0183_sundbyberg,2005,195320,205286,17298,0.262165145,0.7510810809999999,-77,-73,-96,-296,-165,-471
female,0183_sundbyberg,2006,201676,211374,17528,0.271720698,0.757643284,-13,-86,-36,-332,-43,-514
female,0183_sundbyberg,2007,210595,220905,17755,0.28289538,0.7703424720000001,22,-64,-1,-333,-11,-525
female,0183_sundbyberg,2008,219582,230425,18159,0.29180233699999997,0.77075302,77,13,8,-325,81,-444
female,0183_sundbyberg,2009,223959,233793,18986,0.299779776,0.7456369270000001,224,237,80,-245,413,-31
female,0183_sundbyberg,2010,224680,236946,19423,0.306435688,0.7558748809999999,63,300,-2,-247,66,35
female,0183_sundbyberg,2011,228666,243100,19846,0.31739054,0.7588304090000001,33,333,10,-237,-18,17
female,0183_sundbyberg,2012,239154,252643,20559,0.33168274600000003,0.766797524,252,585,123,-114,303,320
female,0183_sundbyberg,2013,245667,258884,21444,0.334859385,0.763866763,318,903,80,-34,389,709
female,0183_sundbyberg,2014,251878,267991,22071,0.34297812299999997,0.7704630090000001,241,1144,93,59,163,872
female,0181_sodertalje,2000,151255,154278,38973,0.141588603,0.704374973,41,41,23,23,63,63
female,0181_sodertalje,2001,158728,162988,39385,0.151694874,0.719149301,18,59,33,56,-69,-6
female,0181_sodertalje,2002,165731,169037,39850,0.161233438,0.718699601,-43,16,27,83,-59,-65
female,0181_sodertalje,2003,171379,175998,40050,0.165835589,0.712939379,-128,-112,-35,48,-236,-301
female,0181_sodertalje,2004,174253,181244,40246,0.17171428600000002,0.7079799859999999,-189,-301,-56,-8,-144,-445
female,0181_sodertalje,2005,177351,184644,40247,0.180701086,0.7041450340000001,-170,-471,-61,-69,-329,-774
female,0181_sodertalje,2006,179290,188232,40835,0.18440051,0.702772052,-183,-654,-80,-149,-296,-1070
female,0181_sodertalje,2007,183048,192519,41600,0.189622335,0.695784746,-183,-837,-72,-221,-183,-1253
female,0181_sodertalje,2008,188317,197961,42151,0.19192012600000002,0.696993187,-199,-1036,-106,-327,-318,-1571
female,0181_sodertalje,2009,189141,197935,42383,0.19870789100000003,0.665116279,-397,-1433,-93,-420,-615,-2186
female,0181_sodertalje,2010,186036,199671,42799,0.200784314,0.671823741,-306,-1739,-121,-541,-382,-2568
female,0181_sodertalje,2011,189287,203761,43535,0.20846237899999998,0.6780546140000001,-147,-1886,-24,-565,-245,-2813
female,0181_sodertalje,2012,195288,210153,44336,0.209938055,0.6841446240000001,-112,-1998,-57,-622,-176,-2989
female,0181_sodertalje,2013,198842,214788,45050,0.21356484899999997,0.6798983559999999,-220,-2218,-77,-699,-373,-3362
female,0181_sodertalje,2014,198926,216425,45609,0.217833788,0.67651851,-207,-2425,-60,-759,-441,-3803
female,0138_tyreso,2000,179079,183519,19661,0.162990418,0.796631368,60,60,30,30,27,27
female,0138_tyreso,2001,187310,193917,19885,0.175121425,0.796496181,35,95,82,112,19,46
female,0138_tyreso,2002,195144,201605,20049,0.182398418,0.801553495,-39,56,5,117,-65,-19
female,0138_tyreso,2003,199990,208061,20218,0.18576684899999998,0.788633514,14,70,-21,96,18,-1
female,0138_tyreso,2004,204726,212835,20439,0.19316853899999997,0.789649975,38,108,20,116,35,34
female,0138_tyreso,2005,208285,218256,20667,0.206031944,0.7884822840000001,75,183,60,176,83,117
female,0138_tyreso,2006,215986,227377,20889,0.216780086,0.794890935,-16,167,41,217,52,169
female,0138_tyreso,2007,223668,235914,21140,0.22730130199999998,0.807882586,57,224,70,287,30,199
female,0138_tyreso,2008,232880,246200,21270,0.233821403,0.8127427490000001,-47,177,10,297,-100,99
female,0138_tyreso,2009,238692,251438,21372,0.242673993,0.794876074,-93,84,35,332,-167,-68
female,0138_tyreso,2010,240848,254183,21530,0.250600628,0.808038692,-45,39,32,364,-50,-118
female,0138_tyreso,2011,246611,261756,21727,0.261340493,0.813514188,-29,10,49,413,18,-100
female,0138_tyreso,2012,254119,270029,21942,0.270846741,0.8217878940000001,44,54,75,488,50,-50
female,0138_tyreso,2013,261944,279315,22193,0.28256331100000004,0.8211898940000001,52,106,86,574,78,28
female,0138_tyreso,2014,265600,285847,22739,0.29239766100000003,0.825707715,171,277,123,697,316,344
female,0160_taby,2000,186710,201895,30487,0.29276885399999997,0.808562992,-87,-87,29,29,-169,-169
female,0160_taby,2001,195504,212648,30537,0.30190036600000003,0.811366385,-26,-113,55,84,-115,-284
female,0160_taby,2002,202398,219535,30551,0.31126386899999997,0.806915629,-47,-160,42,126,-68,-352
female,0160_taby,2003,208008,226630,30541,0.316285575,0.802105499,-90,-250,-21,105,-169,-521
female,0160_taby,2004,213586,233912,30710,0.32505946199999997,0.804667681,-15,-265,71,176,-2,-523
female,0160_taby,2005,219044,242463,30765,0.33989211700000005,0.806645498,-27,-292,67,243,-49,-572
female,0160_taby,2006,227387,251953,30988,0.352040191,0.8169197640000001,55,-237,131,374,41,-531
female,0160_taby,2007,236301,265618,31287,0.36556414200000004,0.823727268,57,-180,128,502,126,-405
female,0160_taby,2008,246550,277620,31654,0.37744612299999997,0.823439099,53,-127,114,616,140,-265
female,0160_taby,2009,253430,283688,31928,0.391077095,0.8103183190000001,24,-103,121,737,15,-250
female,0160_taby,2010,256054,288915,32348,0.398316183,0.819716714,85,-18,90,827,114,-136
female,0160_taby,2011,263636,298296,32674,0.410216429,0.8240944790000001,97,79,122,949,160,24
female,0160_taby,2012,272527,308705,33060,0.421160792,0.8342105259999999,172,251,147,1096,167,191
female,0160_taby,2013,279794,318797,33512,0.432088075,0.833036311,133,384,183,1279,287,478
female,0160_taby,2014,286014,327582,34046,0.44326823600000004,0.833615742,201,585,189,1468,347,825
female,0114_upplands_vasby,2000,174591,175400,18918,0.15299539199999998,0.7797702670000001,72,72,13,13,59,59
female,0114_upplands_vasby,2001,182445,185234,18904,0.16048469199999998,0.7903494179999999,-105,-33,-14,-1,-188,-129
female,0114_upplands_vasby,2002,188775,192332,18874,0.164767991,0.7891031009999999,-96,-129,-9,-10,-157,-286
female,0114_upplands_vasby,2003,194136,199144,18847,0.16938262399999998,0.770648406,-148,-277,-24,-34,-216,-502
female,0114_upplands_vasby,2004,196212,202604,18931,0.17398648600000002,0.764250468,-87,-364,-50,-84,-68,-570
female,0114_upplands_vasby,2005,198749,206920,19000,0.183143637,0.764037262,-47,-411,10,-74,-100,-670
female,0114_upplands_vasby,2006,203756,211908,19072,0.18913022899999998,0.7712322890000001,-78,-489,-35,-109,-119,-789
female,0114_upplands_vasby,2007,211081,219537,19085,0.19731800800000002,0.7791565429999999,-105,-594,15,-94,-142,-931
female,0114_upplands_vasby,2008,219154,228675,19190,0.20300968100000003,0.778422877,-6,-600,-14,-108,-74,-1005
female,0114_upplands_vasby,2009,223094,234378,19374,0.21277826,0.7600624570000001,-56,-656,9,-99,-72,-1077
female,0114_upplands_vasby,2010,222028,235549,19719,0.21811407300000002,0.766023166,19,-637,27,-72,41,-1036
female,0114_upplands_vasby,2011,225000,240000,20171,0.229793233,0.7739006140000001,67,-570,73,1,172,-864
female,0114_upplands_vasby,2012,231977,246665,20472,0.236231479,0.7760425320000001,-9,-579,23,24,-45,-909
female,0114_upplands_vasby,2013,236131,252084,20772,0.243435651,0.775565611,26,-553,17,41,31,-878
female,0114_upplands_vasby,2014,239959,257900,20944,0.251246077,0.777286136,-4,-557,-1,40,-44,-922
female,0139_upplands_bro,2000,169294,170280,10377,0.129180105,0.777881041,7,7,-12,-12,-52,-52
female,0139_upplands_bro,2001,175180,178726,10470,0.139131898,0.783195339,13,20,18,6,-26,-78
female,0139_upplands_bro,2002,182534,185415,10554,0.144118627,0.7810740909999999,26,46,5,11,-1,-79
female,0139_upplands_bro,2003,188341,193002,10601,0.148741037,0.768880109,-18,28,-9,2,-67,-146
female,0139_upplands_bro,2004,190528,195858,10701,0.154471545,0.761643836,-8,20,-1,1,-7,-153
female,0139_upplands_bro,2005,193386,199358,10734,0.164556962,0.746230008,-44,-24,0,1,-46,-199
female,0139_upplands_bro,2006,196868,204038,10931,0.174653007,0.756862157,32,8,39,40,60,-139
female,0139_upplands_bro,2007,204594,212808,11168,0.185895353,0.764383967,30,38,35,75,82,-57
female,0139_upplands_bro,2008,213204,221023,11385,0.19228923399999998,0.760477299,17,55,32,107,69,12
female,0139_upplands_bro,2009,215094,223027,11619,0.20117591,0.736925061,7,62,34,141,74,86
female,0139_upplands_bro,2010,217982,225867,11840,0.21158094,0.7485803520000001,50,112,48,189,67,153
female,0139_upplands_bro,2011,218900,229644,11962,0.21985143,0.747913425,12,124,11,200,-28,125
female,0139_upplands_bro,2012,225777,236148,12125,0.22580133300000002,0.7506336240000001,15,139,20,220,4,129
female,0139_upplands_bro,2013,231254,243220,12332,0.234146341,0.74968483,24,163,11,231,37,166
female,0139_upplands_bro,2014,234102,248048,12612,0.23846392100000002,0.76,76,239,26,257,90,256
female,0115_vallentuna,2000,169428,173878,12628,0.168322534,0.811130296,126,126,45,45,184,184
female,0115_vallentuna,2001,179226,185101,12874,0.17580232899999998,0.824046152,86,212,25,70,108,292
female,0115_vallentuna,2002,185623,191966,12996,0.185984208,0.8266406759999999,39,251,28,98,3,295
female,0115_vallentuna,2003,191699,199849,13201,0.194691495,0.812074502,64,315,58,156,90,385
female,0115_vallentuna,2004,197669,205074,13466,0.205107197,0.819254186,90,405,46,202,140,525
female,0115_vallentuna,2005,203436,211838,13756,0.22056451600000002,0.819950125,109,514,51,253,156,681
female,0115_vallentuna,2006,208145,218239,13969,0.23065635,0.830757819,19,533,33,286,74,755
female,0115_vallentuna,2007,218660,229195,14173,0.243371587,0.8399608470000001,100,633,89,375,113,868
female,0115_vallentuna,2008,229293,240246,14494,0.249705073,0.8410491959999999,70,703,54,429,166,1034
female,0115_vallentuna,2009,238056,247313,14698,0.260676505,0.831651045,57,760,59,488,57,1091
female,0115_vallentuna,2010,239976,251031,15073,0.27094359100000004,0.842543705,141,901,88,576,258,1349
female,0115_vallentuna,2011,247000,259174,15353,0.28678526,0.8440631120000001,94,995,110,686,126,1475
female,0115_vallentuna,2012,253994,268131,15594,0.296016137,0.8531086309999999,30,1025,84,770,57,1532
female,0115_vallentuna,2013,262098,276245,15801,0.304451113,0.852529359,22,1047,68,838,96,1628
female,0115_vallentuna,2014,269267,284447,16005,0.31069166800000003,0.853926291,38,1085,42,880,64,1692
female,0187_vaxholm,2000,171084,181064,4702,0.214258337,0.803495007,99,99,39,39,158,158
female,0187_vaxholm,2001,182628,193447,4794,0.224228743,0.811181435,14,113,18,57,28,186
female,0187_vaxholm,2002,188061,199642,4868,0.23774145600000002,0.81533101,17,130,21,78,30,216
female,0187_vaxholm,2003,196573,209456,4917,0.242468773,0.8096385540000001,35,165,13,91,9,225
female,0187_vaxholm,2004,204752,218598,5000,0.254446461,0.8226466579999999,35,200,29,120,32,257
female,0187_vaxholm,2005,210768,228638,5115,0.273568125,0.832553476,66,266,52,172,76,333
female,0187_vaxholm,2006,217076,235733,5304,0.287972509,0.832525057,74,340,48,220,138,471
female,0187_vaxholm,2007,227727,249398,5366,0.30436288100000003,0.847402597,5,345,30,250,18,489
female,0187_vaxholm,2008,239024,258266,5420,0.31341719100000004,0.8466841759999999,-1,344,26,276,9,498
female,0187_vaxholm,2009,247106,268689,5564,0.323242867,0.822502425,39,383,30,306,76,574
female,0187_vaxholm,2010,248982,273887,5543,0.335929204,0.8457236840000001,-12,371,5,311,-72,502
female,0187_vaxholm,2011,255655,280883,5627,0.347610619,0.841658505,27,398,20,331,46,548
female,0187_vaxholm,2012,265263,293272,5602,0.357271095,0.84486717,-5,393,20,351,-49,499
female,0187_vaxholm,2013,272141,301541,5628,0.368932039,0.845343863,-5,388,20,371,-2,497
female,0187_vaxholm,2014,276226,309671,5703,0.38417266200000005,0.850672793,28,416,32,403,39,536
female,0120_varmdo,2000,174708,181119,15431,0.160013765,0.8084377340000001,264,264,104,104,345,345
female,0120_varmdo,2001,182489,191537,15850,0.169398907,0.8080366440000001,176,440,81,185,240,585
female,0120_varmdo,2002,191442,198711,16141,0.17723327100000003,0.815919884,109,549,57,242,97,682
female,0120_varmdo,2003,196275,207071,16405,0.181302498,0.8110074820000001,62,611,47,289,67,749
female,0120_varmdo,2004,203532,214024,16858,0.19402666699999999,0.8179350559999999,192,803,113,402,257,1006
female,0120_varmdo,2005,208423,220877,17300,0.21066306399999998,0.816250246,210,1013,130,532,261,1267
female,0120_varmdo,2006,215244,228201,17732,0.21683543,0.823450005,175,1188,45,577,200,1467
female,0120_varmdo,2007,223573,238439,18199,0.23018981600000002,0.833003673,173,1361,107,684,220,1687
female,0120_varmdo,2008,235220,249383,18473,0.24157584199999999,0.834859813,78,1439,87,771,77,1764
female,0120_varmdo,2009,241966,256065,18658,0.247612345,0.81728349,-8,1431,20,791,-29,1735
female,0120_varmdo,2010,244235,260150,18919,0.254242394,0.829326923,101,1532,56,847,66,1801
female,0120_varmdo,2011,249677,267918,19311,0.268821482,0.829088594,133,1665,133,980,180,1981
female,0120_varmdo,2012,257451,276236,19492,0.279088285,0.83839754,60,1725,53,1033,46,2027
female,0120_varmdo,2013,264844,284783,19682,0.281957126,0.841520679,51,1776,34,1067,18,2045
female,0120_varmdo,2014,269613,292853,20028,0.291108285,0.842203465,116,1892,98,1165,174,2219
female,0117_osteraker,2000,172563,176239,17096,0.170080695,0.811659193,107,107,46,46,129,129
female,0117_osteraker,2001,180602,187041,17482,0.17964011300000002,0.815022947,182,289,84,130,210,339
female,0117_osteraker,2002,188202,194340,17768,0.18654860199999998,0.8104581209999999,101,390,45,175,104,443
female,0117_osteraker,2003,193804,201666,18002,0.193341237,0.807166605,54,444,67,242,19,462
female,0117_osteraker,2004,199751,207652,18308,0.204552144,0.813511029,68,512,82,324,117,579
female,0117_osteraker,2005,204373,214166,18590,0.218088207,0.817304189,93,605,87,411,127,706
female,0117_osteraker,2006,209688,222244,18904,0.22589078199999998,0.825388227,123,728,48,459,113,819
female,0117_osteraker,2007,217885,231869,19191,0.23078416100000002,0.826968114,-9,719,11,470,57,876
female,0117_osteraker,2008,227368,241448,19373,0.239372075,0.82856117,37,756,61,531,26,902
female,0117_osteraker,2009,233480,247768,19581,0.247938751,0.817484663,7,763,48,579,-14,888
female,0117_osteraker,2010,236937,251835,19714,0.25715131199999997,0.8306553529999999,-9,754,54,633,-32,856
female,0117_osteraker,2011,241010,259217,19846,0.269036037,0.834990958,19,773,57,690,-15,841
female,0117_osteraker,2012,248515,266035,20034,0.277645424,0.835642317,11,784,48,738,2,843
female,0117_osteraker,2013,255420,275629,20106,0.284918978,0.8332883729999999,-11,773,55,793,-10,833
female,0117_osteraker,2014,258797,280819,20475,0.291490823,0.831401009,71,844,70,863,170,1003
