gender,municipality,year,median_income_aged_lt_20,mean_income_aged_lt_20,population_20xx_12_31,higher_education_min_3_years_percent_of_population_aged_25_64,employment_rate_aged_20_64,immigration_surplus_employed_aged_20_64,cumulative_immigration_surplus_employed_aged_20_64,immigration_surplus_min_3_years_of_higher_education_aged_25_64,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64,immigration_surplus,cumulative_immigration_surplus
male,0115_vallentuna,2014,349412,386712,15964,0.218920258,0.870016565,20,1218,44,718,3,1589
male,0187_vaxholm,2000,238676,285398,4584,0.246422893,0.836637298,104,104,45,45,155,155
male,0187_vaxholm,2001,252515,302416,4676,0.249030256,0.8392792790000001,28,132,10,55,54,209
male,0187_vaxholm,2002,260834,311287,4763,0.27212988,0.833036033,5,137,28,83,21,230
male,0187_vaxholm,2003,263228,312798,4808,0.266641308,0.81287584,29,166,4,87,8,238
male,0187_vaxholm,2004,269735,324567,4904,0.27032136100000004,0.81779958,28,194,20,107,36,274
male,0187_vaxholm,2005,281179,341023,5008,0.279165114,0.821391485,58,252,43,150,74,348
male,0187_vaxholm,2006,294790,352910,5136,0.284977909,0.834871795,56,308,24,174,74,422
male,0187_vaxholm,2007,307518,379359,5234,0.289541284,0.833559322,24,332,24,198,42,464
male,0187_vaxholm,2008,314992,380903,5327,0.288897005,0.832212508,32,364,13,211,36,500
male,0187_vaxholm,2009,328478,391497,5437,0.302197802,0.82982983,44,408,40,251,64,564
male,0187_vaxholm,2010,335112,401298,5422,0.30734463300000003,0.828659371,-32,376,5,256,-49,515
male,0187_vaxholm,2011,344240,416580,5514,0.313271028,0.8460242590000001,50,426,32,288,53,568
male,0187_vaxholm,2012,354857,429354,5524,0.313017306,0.84659474,9,435,3,291,-12,556
male,0187_vaxholm,2013,364489,427946,5560,0.306384586,0.8419278729999999,3,438,-3,288,0,556
male,0187_vaxholm,2014,368808,447276,5626,0.305040771,0.8375415279999999,21,459,23,311,22,578
male,0120_varmdo,2000,226415,261618,15829,0.135546487,0.836112827,265,265,78,78,275,275
male,0120_varmdo,2001,237600,275375,16246,0.141652249,0.840683795,207,472,77,155,263,538
male,0120_varmdo,2002,246410,281523,16523,0.146445296,0.841563375,116,588,53,208,100,638
male,0120_varmdo,2003,253105,286423,16729,0.150498833,0.834063309,75,663,38,246,48,686
male,0120_varmdo,2004,260673,295511,17171,0.155618095,0.840673322,200,863,78,324,305,991
male,0120_varmdo,2005,267931,305336,17633,0.163924374,0.831193715,238,1101,108,432,326,1317
male,0120_varmdo,2006,276536,316133,18071,0.166043456,0.8452651520000001,132,1233,41,473,246,1563
male,0120_varmdo,2007,289051,331316,18671,0.17279666899999999,0.852049747,226,1459,97,570,304,1867
male,0120_varmdo,2008,299708,342851,18903,0.172762415,0.854107519,34,1493,30,600,13,1880
male,0120_varmdo,2009,305081,345062,19098,0.17169905300000002,0.840738709,15,1508,7,607,-11,1869
male,0120_varmdo,2010,310162,349589,19382,0.174642821,0.847804436,82,1590,44,651,122,1991
male,0120_varmdo,2011,319983,363751,19583,0.181527708,0.8531058140000001,54,1644,79,730,62,2053
male,0120_varmdo,2012,326277,368999,19895,0.184642964,0.849620705,61,1705,57,787,108,2161
male,0120_varmdo,2013,332380,374253,20102,0.18740704,0.8479111109999999,-1,1704,37,824,27,2188
male,0120_varmdo,2014,337950,385017,20513,0.191179328,0.84603313,169,1873,83,907,184,2372
male,0117_osteraker,2000,235673,277185,17331,0.159214161,0.846702987,129,129,67,67,121,121
male,0117_osteraker,2001,247126,288544,17626,0.161673034,0.841165587,128,257,55,122,136,257
male,0117_osteraker,2002,256572,296180,17865,0.165108415,0.842381303,113,370,38,160,80,337
male,0117_osteraker,2003,259948,297952,18181,0.166436464,0.8309293409999999,103,473,26,186,117,454
male,0117_osteraker,2004,264316,302574,18559,0.17063142399999998,0.8334386570000001,146,619,49,235,178,632
male,0117_osteraker,2005,272806,316537,18746,0.17760655399999997,0.829554692,55,674,75,310,40,672
male,0117_osteraker,2006,280415,326809,18975,0.181738538,0.8403557629999999,105,779,68,378,81,753
male,0117_osteraker,2007,290947,338770,19095,0.18255139199999998,0.855620767,-1,778,4,382,-56,697
male,0117_osteraker,2008,302251,352976,19347,0.181818182,0.8544947359999999,46,824,15,397,79,776
male,0117_osteraker,2009,307222,352598,19592,0.183250743,0.83794502,47,871,34,431,16,792
male,0117_osteraker,2010,314032,357243,19807,0.185928144,0.845090648,25,896,14,445,1,793
male,0117_osteraker,2011,319819,368216,19946,0.187975952,0.85104851,-8,888,6,451,-48,745
male,0117_osteraker,2012,326692,376706,20235,0.192246362,0.852165389,64,952,50,501,63,808
male,0117_osteraker,2013,332547,383355,20389,0.195414847,0.847814546,-15,937,28,529,-26,782
male,0117_osteraker,2014,337539,390358,20705,0.19600743699999998,0.850517706,105,1042,36,565,138,920
female,0127_botkyrka,2000,150381,151312,36629,0.123705149,0.677952546,-4,-4,41,41,-57,-57
female,0127_botkyrka,2001,157371,159377,37086,0.13115321800000002,0.689229422,18,14,11,52,-115,-172
female,0127_botkyrka,2002,163667,165378,37605,0.138430054,0.6902329209999999,-46,-32,33,85,-83,-255
female,0127_botkyrka,2003,168334,170986,37740,0.14104750300000002,0.6730360009999999,-250,-282,-41,44,-533,-788
female,0127_botkyrka,2004,171853,176038,37917,0.14857448199999998,0.671895991,-112,-394,-9,35,-307,-1095
female,0127_botkyrka,2005,175017,178877,38287,0.159510385,0.666781768,-189,-583,24,59,-282,-1377
female,0127_botkyrka,2006,177069,183111,38682,0.164732292,0.670174988,-178,-761,-55,4,-482,-1859
female,0127_botkyrka,2007,180508,187830,39336,0.17229154800000002,0.674393122,-85,-846,1,5,-299,-2158
female,0127_botkyrka,2008,186514,195061,39757,0.181166258,0.676171678,-180,-1026,-19,-14,-448,-2606
female,0127_botkyrka,2009,188520,197658,40244,0.185164293,0.657783718,-203,-1229,-64,-78,-390,-2996
female,0127_botkyrka,2010,188468,199787,40853,0.192793045,0.671886003,-129,-1358,17,-61,-273,-3269
female,0127_botkyrka,2011,189302,202854,41736,0.20096573899999998,0.677233663,-24,-1382,15,-46,-128,-3397
female,0127_botkyrka,2012,195523,208780,42534,0.206148282,0.683175412,-82,-1464,22,-24,-179,-3576
female,0127_botkyrka,2013,200077,214760,43085,0.21264059999999999,0.6799795790000001,-209,-1673,-29,-53,-416,-3992
female,0127_botkyrka,2014,203174,218905,43746,0.220233908,0.691288391,-138,-1811,3,-50,-272,-4264
female,0162_danderyd,2000,185352,215797,15357,0.43144849,0.7628038709999999,-10,-10,23,23,-41,-41
female,0162_danderyd,2001,194328,228944,15325,0.44289621,0.7661887690000001,-63,-73,-12,11,-76,-117
female,0162_danderyd,2002,199825,238370,15321,0.44705268600000003,0.7557692309999999,-23,-96,-1,10,-43,-160
female,0162_danderyd,2003,206493,244673,15476,0.45395336700000005,0.7446094870000001,21,-75,24,34,78,-82
female,0162_danderyd,2004,212309,254580,15574,0.45990566,0.7567990370000001,23,-52,3,37,56,-26
female,0162_danderyd,2005,219090,266333,15598,0.47435560200000004,0.757477086,-3,-55,27,64,7,-19
female,0162_danderyd,2006,229088,280808,15738,0.487562189,0.770130183,39,-16,94,158,96,77
female,0162_danderyd,2007,237876,299828,15911,0.49901639299999995,0.78422637,43,27,48,206,70,147
female,0162_danderyd,2008,246876,311833,15964,0.50709455,0.784481718,7,34,13,219,-18,129
female,0162_danderyd,2009,257835,319055,16139,0.516069303,0.771233205,58,92,74,293,96,225
female,0162_danderyd,2010,256960,326518,16180,0.526210484,0.781585616,14,106,55,348,0,225
female,0162_danderyd,2011,261000,335229,16447,0.540998808,0.778573988,43,149,116,464,161,386
female,0162_danderyd,2012,271140,347189,16516,0.54868316,0.7886972040000001,39,188,38,502,56,442
female,0162_danderyd,2013,280201,361674,16622,0.550591327,0.7821248679999999,45,233,20,522,20,462
female,0162_danderyd,2014,285060,375034,16567,0.560718057,0.782368173,-57,176,18,540,-66,396
female,0125_ekero,2000,179759,189630,11188,0.21279310899999998,0.821991888,79,79,48,48,97,97
female,0125_ekero,2001,189238,200248,11409,0.217741935,0.823485748,49,128,37,85,78,175
female,0125_ekero,2002,196351,207896,11533,0.229996862,0.818222222,50,178,59,144,37,212
female,0125_ekero,2003,202016,216024,11707,0.236366469,0.814699793,55,233,40,184,56,268
female,0125_ekero,2004,211805,225382,11861,0.24694603399999998,0.82597212,52,285,38,222,21,289
female,0125_ekero,2005,216536,231121,12034,0.26393367100000004,0.8227074240000001,39,324,56,278,65,354
female,0125_ekero,2006,221913,238610,12160,0.27820922800000003,0.8319907940000001,59,383,75,353,36,390
female,0125_ekero,2007,231183,250459,12373,0.288560998,0.835852824,36,419,64,417,81,471
female,0125_ekero,2008,242012,261928,12420,0.300784253,0.842869465,-16,403,55,472,-67,404
female,0125_ekero,2009,248085,268836,12592,0.31351517,0.825850729,50,453,81,553,35,439
female,0125_ekero,2010,251368,273443,12730,0.319601838,0.8356940509999999,-24,429,37,590,-45,394
female,0125_ekero,2011,258667,281443,12907,0.331154022,0.835866685,73,502,64,654,93,487
female,0125_ekero,2012,264271,289868,13074,0.342033384,0.839917127,-19,483,50,704,39,526
female,0125_ekero,2013,270564,297499,13125,0.346851654,0.8471205629999999,-11,472,29,733,-53,473
female,0125_ekero,2014,277045,307724,13267,0.35641333700000005,0.847930045,22,494,79,812,40,513
female,0136_haninge,2000,166129,166640,34892,0.112225064,0.7588900120000001,201,201,64,64,176,176
female,0136_haninge,2001,174096,175529,35277,0.11880385199999999,0.7673817409999999,102,303,32,96,95,271
female,0136_haninge,2002,180911,182496,35535,0.126417662,0.764586436,42,345,34,130,-44,227
female,0136_haninge,2003,184365,187757,35721,0.129800191,0.747118123,-123,222,-18,112,-178,49
female,0136_haninge,2004,189556,192356,35724,0.136759889,0.7449512140000001,-187,35,-28,84,-317,-268
female,0136_haninge,2005,192581,197073,36012,0.14376066699999998,0.740527295,-108,-73,-44,40,-118,-386
female,0136_haninge,2006,197287,202314,36460,0.147722713,0.7436396559999999,-115,-188,-61,-21,-110,-496
female,0136_haninge,2007,202858,209199,36801,0.155101632,0.750901713,-82,-270,-8,-29,-184,-680
female,0136_haninge,2008,210632,216445,37347,0.162164866,0.7495986440000001,19,-251,7,-22,-41,-721
female,0136_haninge,2009,214660,220306,37983,0.166907983,0.73476258,4,-247,-43,-65,-4,-725
female,0136_haninge,2010,215792,222710,38400,0.172434487,0.747533909,-74,-321,-8,-73,-124,-849
female,0136_haninge,2011,218868,227220,38944,0.180826807,0.750761598,20,-301,42,-31,56,-793
female,0136_haninge,2012,225240,233882,39460,0.18763221300000002,0.7567462709999999,-9,-310,13,-18,-104,-897
female,0136_haninge,2013,230541,239350,40116,0.19551875300000002,0.7542745059999999,-8,-318,15,-3,53,-844
female,0136_haninge,2014,234721,245489,40788,0.204909387,0.7597312620000001,47,-271,67,64,31,-813
female,0126_huddinge,2000,169320,173252,42666,0.171793898,0.7634219859999999,286,286,136,136,332,332
female,0126_huddinge,2001,177772,183657,43186,0.180135873,0.76889694,99,385,64,200,53,385
female,0126_huddinge,2002,183224,189342,43560,0.186741247,0.764538156,-161,224,-50,150,-245,140
female,0126_huddinge,2003,188962,195956,43823,0.19339876600000003,0.751154843,-175,49,-60,90,-367,-227
female,0126_huddinge,2004,193644,201084,44134,0.20486597899999998,0.75410266,-40,9,48,138,-141,-368
female,0126_huddinge,2005,197178,205429,44673,0.216558946,0.7494248609999999,-35,-26,-18,120,-96,-464
female,0126_huddinge,2006,201998,211074,45355,0.223406843,0.7536487629999999,-171,-197,-21,99,-190,-654
female,0126_huddinge,2007,209865,219249,46001,0.236305092,0.7596027940000001,-37,-234,99,198,-69,-723
female,0126_huddinge,2008,216411,226953,47175,0.247312681,0.751882905,129,-105,99,297,236,-487
female,0126_huddinge,2009,220973,230994,47925,0.256864899,0.732818533,-183,-288,61,358,-222,-709
female,0126_huddinge,2010,221356,233548,48605,0.267989593,0.746181491,-15,-303,75,433,-111,-820
female,0126_huddinge,2011,227142,241014,49261,0.28004461,0.7505136990000001,-95,-398,75,508,-173,-993
female,0126_huddinge,2012,234834,248760,50161,0.291080526,0.7580083209999999,-15,-413,98,606,-17,-1010
female,0126_huddinge,2013,240199,256249,50924,0.29950672100000003,0.7561489109999999,-104,-517,-5,601,-110,-1120
female,0126_huddinge,2014,243319,261572,51761,0.30756122,0.7615691179999999,-5,-522,110,711,23,-1097
female,0123_jarfalla,2000,174964,178945,30548,0.17888184199999999,0.778647348,28,28,58,58,-24,-24
female,0123_jarfalla,2001,183043,188174,30861,0.186582809,0.781822958,94,122,45,103,74,50
female,0123_jarfalla,2002,189833,194878,30964,0.19886231699999998,0.781271396,4,126,66,169,-101,-51
female,0123_jarfalla,2003,194444,201147,31095,0.203919739,0.768986504,-39,87,-6,163,-130,-181
female,0123_jarfalla,2004,198634,206148,31079,0.213373183,0.767042118,-114,-27,-8,155,-207,-388
female,0123_jarfalla,2005,201583,211466,31155,0.221556182,0.761671687,-83,-110,-34,121,-71,-459
female,0123_jarfalla,2006,206191,217368,31389,0.227701746,0.7643761790000001,-89,-199,1,122,-129,-588
female,0123_jarfalla,2007,212759,224571,31862,0.240101343,0.772354675,49,-150,43,165,58,-530
female,0123_jarfalla,2008,221038,233700,32361,0.250029312,0.766824493,24,-126,55,220,126,-404
female,0123_jarfalla,2009,224621,235984,32886,0.255408724,0.748069804,-8,-134,10,230,15,-389
female,0123_jarfalla,2010,224292,237273,33235,0.264432357,0.758604332,-86,-220,26,256,-39,-428
female,0123_jarfalla,2011,227220,243020,33756,0.276102088,0.760427475,92,-128,78,334,80,-348
female,0123_jarfalla,2012,233489,249702,34180,0.280856714,0.7616518870000001,-16,-144,33,367,-18,-366
female,0123_jarfalla,2013,237648,255066,34653,0.28861602,0.762590663,15,-129,26,393,4,-362
female,0123_jarfalla,2014,238524,258864,35330,0.29844285800000003,0.762605042,137,8,149,542,238,-124
female,0186_lidingo,2000,179256,202558,21259,0.333915923,0.7733031290000001,-7,-7,3,3,9,9
female,0186_lidingo,2001,187451,213996,21440,0.342440801,0.7771580790000001,34,27,46,49,85,94
female,0186_lidingo,2002,195283,221900,21556,0.353005069,0.775432497,67,94,40,89,75,169
female,0186_lidingo,2003,200942,228835,21527,0.358452878,0.762325853,-85,9,8,97,-132,37
female,0186_lidingo,2004,206809,237739,21600,0.366252156,0.769147248,20,29,-3,94,-8,29
female,0186_lidingo,2005,211645,246420,21877,0.381201988,0.777537617,100,129,73,167,185,214
female,0186_lidingo,2006,219690,256678,22041,0.391394365,0.791221532,57,186,75,242,106,320
female,0186_lidingo,2007,229436,269144,22288,0.40155928,0.791913215,72,258,56,298,102,422
female,0186_lidingo,2008,239733,280032,22463,0.41196489299999994,0.795233025,66,324,67,365,101,523
female,0186_lidingo,2009,247362,285712,22558,0.42008804200000005,0.776502419,-33,291,21,386,-69,454
female,0186_lidingo,2010,246515,291804,22844,0.42960903899999997,0.79000245,73,364,55,441,122,576
female,0186_lidingo,2011,250636,300600,22805,0.442550104,0.792232371,-69,295,-7,434,-140,436
female,0186_lidingo,2012,260685,310748,22952,0.45179412799999996,0.7966988070000001,41,336,81,515,91,527
female,0186_lidingo,2013,267356,318724,23310,0.459403997,0.79317817,79,415,64,579,168,695
female,0186_lidingo,2014,270612,330050,23414,0.468132654,0.7939238059999999,1,416,33,612,1,696
female,0182_nacka,2000,178020,189975,38313,0.262913717,0.783589923,263,263,211,211,298,298
female,0182_nacka,2001,187198,201615,38671,0.274299991,0.793466032,201,464,145,356,27,325
female,0182_nacka,2002,195492,210136,39067,0.285581048,0.7913110609999999,157,621,149,505,67,392
female,0182_nacka,2003,202000,218131,39504,0.293279022,0.78518487,172,793,120,625,95,487
female,0182_nacka,2004,208417,225866,40090,0.304333956,0.7904524940000001,214,1007,181,806,245,732
female,0182_nacka,2005,213572,234716,40854,0.320069902,0.789016741,294,1301,214,1020,365,1097
female,0182_nacka,2006,220400,243632,41900,0.332470382,0.7995623279999999,426,1727,304,1324,603,1700
female,0182_nacka,2007,230520,255857,42877,0.34454325700000005,0.8057831520000001,297,2024,244,1568,450,2150
female,0182_nacka,2008,241007,266172,43535,0.354914832,0.805587252,160,2184,164,1732,126,2276
female,0182_nacka,2009,246530,271942,44691,0.36518037799999997,0.7913358509999999,407,2591,285,2017,611,2887
female,0182_nacka,2010,250000,277218,45719,0.37581822,0.803500398,276,2867,195,2212,435,3322
female,0182_nacka,2011,256793,286817,46432,0.38594384200000004,0.808014107,195,3062,157,2369,161,3483
female,0182_nacka,2012,267882,297779,47069,0.393763865,0.814480478,123,3185,139,2508,129,3612
female,0182_nacka,2013,274366,306468,47776,0.402121779,0.813842482,202,3387,179,2687,233,3845
female,0182_nacka,2014,281334,315928,48622,0.41028521,0.8165616170000001,309,3696,234,2921,403,4248
female,0188_norrtalje,2000,144048,147048,26225,0.11625282199999999,0.756418241,105,105,7,7,258,258
female,0188_norrtalje,2001,150379,154548,26588,0.12397305900000001,0.7687185759999999,152,257,65,72,321,579
female,0188_norrtalje,2002,157970,162503,26773,0.13081009300000002,0.770850257,111,368,31,103,168,747
female,0188_norrtalje,2003,163798,171245,26879,0.136473696,0.759760366,110,478,30,133,132,879
female,0188_norrtalje,2004,167048,175444,27118,0.14358526300000002,0.7643681999999999,105,583,40,173,197,1076
female,0188_norrtalje,2005,171420,180310,27226,0.15235136900000001,0.7620026529999999,98,681,21,194,117,1193
female,0188_norrtalje,2006,176484,185852,27397,0.15816730199999998,0.7673270590000001,70,751,10,204,138,1331
female,0188_norrtalje,2007,180867,192904,27613,0.165239911,0.77628474,31,782,41,245,159,1490
female,0188_norrtalje,2008,188276,199953,27815,0.171020349,0.7710938009999999,49,831,49,294,182,1672
female,0188_norrtalje,2009,193871,205304,28045,0.175559756,0.754069425,75,906,23,317,173,1845
female,0188_norrtalje,2010,194793,208440,28049,0.180870587,0.772611005,-3,903,38,355,-37,1808
female,0188_norrtalje,2011,198217,213596,28088,0.186981635,0.7838194540000001,-8,895,15,370,30,1838
female,0188_norrtalje,2012,205043,221078,28278,0.19166604899999998,0.790818337,62,957,29,399,167,2005
female,0188_norrtalje,2013,210396,227185,28333,0.194963868,0.785004279,15,972,19,418,80,2085
female,0188_norrtalje,2014,212671,231868,28617,0.198666667,0.788518252,91,1063,32,450,185,2270
female,0140_nykvarn,2000,179079,178587,3954,0.10337178300000001,0.826963461,20,20,7,7,34,34
female,0140_nykvarn,2001,189360,190056,3953,0.11479028699999999,0.842436975,9,29,18,25,-23,11
female,0140_nykvarn,2002,193805,195719,4035,0.124783362,0.833881579,28,57,22,47,44,55
female,0140_nykvarn,2003,200677,203059,4058,0.13269731099999998,0.832236842,1,58,14,61,9,64
female,0140_nykvarn,2004,206209,210485,4098,0.14155844199999998,0.833059885,19,77,15,76,4,68
female,0140_nykvarn,2005,211307,216574,4109,0.152705061,0.8360181740000001,5,82,9,85,-21,47
female,0140_nykvarn,2006,220184,227274,4217,0.161359725,0.846996753,51,133,24,109,68,115
female,0140_nykvarn,2007,226508,234207,4395,0.17070116899999999,0.843392505,84,217,28,137,156,271
female,0140_nykvarn,2008,237780,244915,4439,0.184660275,0.843614931,27,244,31,168,22,293
female,0140_nykvarn,2009,243313,247984,4535,0.19612690600000002,0.8337864079999999,46,290,16,184,36,329
female,0140_nykvarn,2010,247129,253896,4576,0.209784411,0.855486862,42,332,17,201,2,331
female,0140_nykvarn,2011,254522,261239,4581,0.221235195,0.863422292,-9,323,10,211,-27,304
female,0140_nykvarn,2012,265266,273389,4636,0.231804796,0.869716945,28,351,21,232,26,330
female,0140_nykvarn,2013,271859,281200,4660,0.240372408,0.8569206840000001,-2,349,7,239,4,334
female,0140_nykvarn,2014,277191,284473,4800,0.244746601,0.8675422140000001,68,417,21,260,108,442
female,0192_nynashamn,2000,159108,160700,11926,0.10866834199999999,0.769719734,117,117,25,25,230,230
female,0192_nynashamn,2001,165220,167256,12113,0.117511166,0.768544734,77,194,28,53,134,364
female,0192_nynashamn,2002,172746,175172,12215,0.124449172,0.768528916,54,248,4,57,48,412
female,0192_nynashamn,2003,176099,181434,12249,0.12663225,0.752077757,-15,233,-9,48,-48,364
female,0192_nynashamn,2004,182229,187938,12274,0.133272478,0.7634637190000001,-19,214,1,49,-41,323
female,0192_nynashamn,2005,183402,191879,12296,0.142179369,0.744007942,-62,152,-2,47,-55,268
female,0192_nynashamn,2006,186680,195930,12458,0.147744475,0.741429971,41,193,11,58,68,336
female,0192_nynashamn,2007,191238,201411,12593,0.156047598,0.752255378,45,238,19,77,76,412
female,0192_nynashamn,2008,198030,207482,12658,0.161666667,0.746907575,-35,203,9,86,-30,382
female,0192_nynashamn,2009,204275,212212,12787,0.165137615,0.722923312,-2,201,-3,83,-4,378
female,0192_nynashamn,2010,203612,215256,12895,0.17004297100000001,0.737016575,-12,189,-1,82,11,389
female,0192_nynashamn,2011,205266,220125,12972,0.172685185,0.743219055,-5,184,-18,64,-9,380
female,0192_nynashamn,2012,212887,226734,13104,0.18111693899999998,0.7523822490000001,51,235,31,95,66,446
female,0192_nynashamn,2013,216919,232735,13227,0.186970584,0.754178557,2,237,14,109,29,475
female,0192_nynashamn,2014,218620,238190,13362,0.193785397,0.764801517,40,277,29,138,64,539
female,0128_salem,2000,177322,180272,7002,0.18139414399999998,0.805621725,45,45,20,20,66,66
female,0128_salem,2001,186612,191904,7030,0.18348387100000002,0.819164265,-32,13,-14,6,-27,39
female,0128_salem,2002,195054,200402,7030,0.189258972,0.824242424,-12,1,3,9,-57,-18
female,0128_salem,2003,202180,209454,7152,0.19524179,0.8230899009999999,35,36,27,36,59,41
female,0128_salem,2004,207942,215787,7180,0.196614583,0.827611395,-9,27,-9,27,-13,28
female,0128_salem,2005,210796,221206,7292,0.21761793100000001,0.8278787879999999,39,66,46,73,34,62
female,0128_salem,2006,215509,226459,7476,0.23164426100000002,0.83029722,50,116,39,112,83,145
female,0128_salem,2007,224827,235441,7646,0.24642492300000002,0.835056391,50,166,48,160,103,248
female,0128_salem,2008,235377,245717,7716,0.253673627,0.825178147,-37,129,11,171,-34,214
female,0128_salem,2009,241111,251612,7771,0.261935821,0.812737643,-3,126,2,173,-15,199
female,0128_salem,2010,242014,255664,7788,0.269432773,0.8222275109999999,-39,87,11,184,-44,155
female,0128_salem,2011,246751,259048,7965,0.27792140600000004,0.8223714679999999,68,155,29,213,86,241
female,0128_salem,2012,252825,268153,8054,0.286446323,0.8224770640000001,-7,148,23,236,0,241
female,0128_salem,2013,258934,277295,8105,0.299200413,0.8289017340000001,-19,129,14,250,-8,233
female,0128_salem,2014,264791,278980,8152,0.303871625,0.813272311,-43,86,21,271,-28,205
female,0191_sigtuna,2000,167041,168026,17556,0.133910387,0.7676459720000001,-13,-13,17,17,-63,-63
female,0191_sigtuna,2001,174401,176540,17821,0.140338505,0.769265888,77,64,19,36,88,25
female,0191_sigtuna,2002,179761,181208,17938,0.142914735,0.762631339,-3,61,-24,12,-59,-34
female,0191_sigtuna,2003,183226,186832,18058,0.148099739,0.74375342,-5,56,15,27,-15,-49
female,0191_sigtuna,2004,185644,190619,18212,0.154295498,0.738666423,-39,17,1,28,-7,-56
female,0191_sigtuna,2005,189512,195978,18431,0.165562249,0.739486619,37,54,34,62,43,-13
female,0191_sigtuna,2006,194351,201250,18562,0.171597633,0.746575964,-14,40,13,75,-40,-53
female,0191_sigtuna,2007,199360,208140,18958,0.176634491,0.757335236,107,147,19,94,157,104
female,0191_sigtuna,2008,206423,216207,19233,0.18592666,0.7537603959999999,-43,104,16,110,-5,99
female,0191_sigtuna,2009,209259,218857,19633,0.193301998,0.728230582,-26,78,10,120,91,190
female,0191_sigtuna,2010,209851,220490,20014,0.20274714600000002,0.7378932029999999,0,78,30,150,82,272
female,0191_sigtuna,2011,212893,225189,20657,0.21076779,0.738309278,114,192,54,204,222,494
female,0191_sigtuna,2012,219902,232815,21097,0.217423268,0.74733441,0,192,25,229,36,530
female,0191_sigtuna,2013,223020,236998,21585,0.220933369,0.743856333,33,225,-1,228,35,565
female,0191_sigtuna,2014,227436,241929,21929,0.227228381,0.7509375,-116,109,-3,225,-107,458
female,0163_sollentuna,2000,180929,191665,29448,0.265621141,0.7958432440000001,118,118,109,109,50,50
female,0163_sollentuna,2001,190858,203852,29526,0.275962013,0.803400397,-17,101,49,158,-180,-130
female,0163_sollentuna,2002,196959,210712,29587,0.281707543,0.797466917,-93,8,-25,133,-186,-316
female,0163_sollentuna,2003,203404,218893,29778,0.289556474,0.78817706,-14,-6,73,206,-87,-403
female,0163_sollentuna,2004,208333,225390,29761,0.300981123,0.7881657479999999,-128,-134,30,236,-270,-673
female,0163_sollentuna,2005,212295,234470,30007,0.318955873,0.787630402,24,-110,94,330,26,-647
female,0163_sollentuna,2006,219873,243887,30592,0.331167637,0.7947430759999999,127,17,162,492,236,-411
female,0163_sollentuna,2007,227906,255300,30981,0.343128834,0.804624212,27,44,97,589,37,-374
female,0163_sollentuna,2008,239143,267350,31242,0.35573730200000003,0.803797113,-39,5,105,694,-65,-439
female,0163_sollentuna,2009,245147,272595,31830,0.36444552799999996,0.7836924609999999,100,105,117,811,166,-273
female,0163_sollentuna,2010,246368,277660,32471,0.37551020399999996,0.797062823,159,264,176,987,266,-7
female,0163_sollentuna,2011,251933,286393,33114,0.38651140799999995,0.794688185,124,388,133,1120,154,147
female,0163_sollentuna,2012,260252,294385,33524,0.395155628,0.80137457,23,411,86,1206,-1,146
female,0163_sollentuna,2013,268665,302583,34248,0.403476565,0.797034818,193,604,180,1386,319,465
female,0163_sollentuna,2014,271729,309753,34814,0.411595186,0.795108585,33,637,90,1476,76,541
female,0184_solna,2000,167042,175791,29427,0.269330055,0.748886567,224,224,129,129,268,268
female,0184_solna,2001,176112,185804,29548,0.282657589,0.7561479870000001,66,290,-40,89,1,269
female,0184_solna,2002,184404,193029,29867,0.302236803,0.7524683409999999,177,467,85,174,169,438
female,0184_solna,2003,190281,200250,29906,0.311691395,0.74396161,87,554,-68,106,89,527
female,0184_solna,2004,193285,203754,30488,0.32612852800000003,0.738668188,223,777,40,146,366,893
female,0184_solna,2005,196901,208719,31127,0.34478679700000003,0.733524788,272,1049,89,235,416,1309
female,0184_solna,2006,204204,217684,31632,0.35552227200000003,0.7528229000000001,275,1324,3,238,332,1641
female,0184_solna,2007,213643,227403,32406,0.37017884100000004,0.7640503409999999,288,1612,44,282,373,2014
female,0184_solna,2008,224012,238748,33239,0.385317731,0.763786162,322,1934,81,363,356,2370
female,0184_solna,2009,231077,243464,33978,0.397008174,0.7461566620000001,147,2081,-21,342,154,2524
female,0184_solna,2010,232855,247310,34505,0.406343568,0.76040774,110,2191,-38,304,63,2587
female,0184_solna,2011,237018,253031,35323,0.419700959,0.758844574,160,2351,12,316,206,2793
female,0184_solna,2012,245776,262123,36004,0.43081944899999997,0.7656596390000001,142,2493,-49,267,134,2927
female,0184_solna,2013,254688,270383,36670,0.443764638,0.7691193390000001,298,2791,60,327,210,3137
female,0184_solna,2014,261419,277549,37310,0.452298474,0.771596941,246,3037,-2,325,143,3280
female,0180_stockholm,2000,165132,178076,389472,0.289109077,0.741143707,1468,1468,679,679,600,600
female,0180_stockholm,2001,173625,188909,391024,0.302686226,0.7472061659999999,825,2293,276,955,-509,91
female,0180_stockholm,2002,180000,195727,391958,0.314767909,0.741509612,16,2309,68,1023,-1220,-1129
female,0180_stockholm,2003,186176,202669,393332,0.324666742,0.7309428029999999,271,2580,140,1163,-869,-1998
female,0180_stockholm,2004,190767,208095,394562,0.336828233,0.7376938690000001,113,2693,4,1167,-1003,-3001
female,0180_stockholm,2005,195327,214570,397134,0.350102277,0.7375685609999999,572,3265,95,1262,28,-2973
