basomrade,year,cumulative_immigration_surplus,gender
3413110_torsviksplatan,2001,-33,both
3413110_torsviksplatan,2002,-44,both
3413110_torsviksplatan,2003,-41,both
3413110_torsviksplatan,2004,-37,both
3413110_torsviksplatan,2005,-36,both
3413110_torsviksplatan,2006,-50,both
3413110_torsviksplatan,2007,-62,both
3413110_torsviksplatan,2008,-48,both
3413110_torsviksplatan,2009,-37,both
3413110_torsviksplatan,2010,-27,both
3413110_torsviksplatan,2011,-58,both
3413110_torsviksplatan,2012,-45,both
3413110_torsviksplatan,2013,-33,both
3413110_torsviksplatan,2014,-37,both
3413120_lidingo_centrum,2000,0,both
3413120_lidingo_centrum,2001,0,both
3413120_lidingo_centrum,2002,8,both
3413120_lidingo_centrum,2003,7,both
3413120_lidingo_centrum,2004,-6,both
3413120_lidingo_centrum,2005,-22,both
3413120_lidingo_centrum,2006,-20,both
3413120_lidingo_centrum,2007,-20,both
3413120_lidingo_centrum,2008,-37,both
3413120_lidingo_centrum,2009,-40,both
3413120_lidingo_centrum,2010,-39,both
3413120_lidingo_centrum,2011,-23,both
3413120_lidingo_centrum,2012,-31,both
3413120_lidingo_centrum,2013,-41,both
3413120_lidingo_centrum,2014,-47,both
3413130_stureplatan,2000,-2,both
3413130_stureplatan,2001,13,both
3413130_stureplatan,2002,11,both
3413130_stureplatan,2003,5,both
3413130_stureplatan,2004,23,both
3413130_stureplatan,2005,28,both
3413130_stureplatan,2006,52,both
3413130_stureplatan,2007,59,both
3413130_stureplatan,2008,81,both
3413130_stureplatan,2009,77,both
3413130_stureplatan,2010,91,both
3413130_stureplatan,2011,101,both
3413130_stureplatan,2012,108,both
3413130_stureplatan,2013,96,both
3413130_stureplatan,2014,118,both
3413140_herserud,2000,-77,both
3413140_herserud,2001,-71,both
3413140_herserud,2002,15,both
3413140_herserud,2003,-18,both
3413140_herserud,2004,-26,both
3413140_herserud,2005,-37,both
3413140_herserud,2006,-32,both
3413140_herserud,2007,-44,both
3413140_herserud,2008,-28,both
3413140_herserud,2009,-41,both
3413140_herserud,2010,-68,both
3413140_herserud,2011,-94,both
3413140_herserud,2012,-98,both
3413140_herserud,2013,-118,both
3413140_herserud,2014,-77,both
3413150_torsviks_torg,2000,20,both
3413150_torsviks_torg,2001,61,both
3413150_torsviks_torg,2002,71,both
3413150_torsviks_torg,2003,83,both
3413150_torsviks_torg,2004,109,both
3413150_torsviks_torg,2005,219,both
3413150_torsviks_torg,2006,209,both
3413150_torsviks_torg,2007,230,both
3413150_torsviks_torg,2008,272,both
3413150_torsviks_torg,2009,287,both
3413150_torsviks_torg,2010,311,both
3413150_torsviks_torg,2011,341,both
3413150_torsviks_torg,2012,389,both
3413150_torsviks_torg,2013,402,both
3413150_torsviks_torg,2014,427,both
3413210_bredablick,2000,-4,both
3413210_bredablick,2001,11,both
3413210_bredablick,2002,6,both
3413210_bredablick,2003,7,both
3413210_bredablick,2004,-3,both
3413210_bredablick,2005,0,both
3413210_bredablick,2006,-13,both
3413210_bredablick,2007,-11,both
3413210_bredablick,2008,-34,both
3413210_bredablick,2009,-32,both
3413210_bredablick,2010,-45,both
3413210_bredablick,2011,-57,both
3413210_bredablick,2012,-15,both
3413210_bredablick,2013,-34,both
3413210_bredablick,2014,-23,both
3413220_norra_hersby,2000,-1,both
3413220_norra_hersby,2001,-4,both
3413220_norra_hersby,2002,-9,both
3413220_norra_hersby,2003,6,both
3413220_norra_hersby,2004,-22,both
3413220_norra_hersby,2005,-33,both
3413220_norra_hersby,2006,-37,both
3413220_norra_hersby,2007,-11,both
3413220_norra_hersby,2008,-39,both
3413220_norra_hersby,2009,-37,both
3413220_norra_hersby,2010,-38,both
3413220_norra_hersby,2011,-43,both
3413220_norra_hersby,2012,-16,both
3413220_norra_hersby,2013,-5,both
3413220_norra_hersby,2014,-31,both
3413230_sodra_hersby,2000,-18,both
3413230_sodra_hersby,2001,-35,both
3413230_sodra_hersby,2002,-51,both
3413230_sodra_hersby,2003,-72,both
3413230_sodra_hersby,2004,-57,both
3413230_sodra_hersby,2005,-85,both
3413230_sodra_hersby,2006,-124,both
3413230_sodra_hersby,2007,-118,both
3413230_sodra_hersby,2008,-114,both
3413230_sodra_hersby,2009,-112,both
3413230_sodra_hersby,2010,-88,both
3413230_sodra_hersby,2011,-76,both
3413230_sodra_hersby,2012,-100,both
3413230_sodra_hersby,2013,-92,both
3413230_sodra_hersby,2014,-89,both
3413240_hersbyholm,2000,34,both
3413240_hersbyholm,2001,40,both
3413240_hersbyholm,2002,28,both
3413240_hersbyholm,2003,18,both
3413240_hersbyholm,2004,51,both
3413240_hersbyholm,2005,102,both
3413240_hersbyholm,2006,103,both
3413240_hersbyholm,2007,87,both
3413240_hersbyholm,2008,88,both
3413240_hersbyholm,2009,86,both
3413240_hersbyholm,2010,107,both
3413240_hersbyholm,2011,108,both
3413240_hersbyholm,2012,117,both
3413240_hersbyholm,2013,122,both
3413240_hersbyholm,2014,139,both
3413300_stockby,2000,-13,both
3413300_stockby,2001,-30,both
3413300_stockby,2002,-42,both
3413300_stockby,2003,-65,both
3413300_stockby,2004,-71,both
3413300_stockby,2005,-72,both
3413300_stockby,2006,-66,both
3413300_stockby,2007,-72,both
3413300_stockby,2008,-75,both
3413300_stockby,2009,-81,both
3413300_stockby,2010,-86,both
3413300_stockby,2011,-87,both
3413300_stockby,2012,-82,both
3413300_stockby,2013,-82,both
3413300_stockby,2014,-83,both
3413410_baggeby,2000,48,both
3413410_baggeby,2001,19,both
3413410_baggeby,2002,2,both
3413410_baggeby,2003,31,both
3413410_baggeby,2004,46,both
3413410_baggeby,2005,59,both
3413410_baggeby,2006,79,both
3413410_baggeby,2007,81,both
3413410_baggeby,2008,81,both
3413410_baggeby,2009,108,both
3413410_baggeby,2010,89,both
3413410_baggeby,2011,148,both
3413410_baggeby,2012,112,both
3413410_baggeby,2013,203,both
3413410_baggeby,2014,224,both
3413420_bodal,2000,-6,both
3413420_bodal,2001,-2,both
3413420_bodal,2002,2,both
3413420_bodal,2003,6,both
3413420_bodal,2004,-12,both
3413420_bodal,2005,-7,both
3413420_bodal,2006,-17,both
3413420_bodal,2007,18,both
3413420_bodal,2008,149,both
3413420_bodal,2009,144,both
3413420_bodal,2010,192,both
3413420_bodal,2011,161,both
3413420_bodal,2012,179,both
3413420_bodal,2013,168,both
3413420_bodal,2014,128,both
3413500_larsberg,2000,8,both
3413500_larsberg,2001,-14,both
3413500_larsberg,2002,-22,both
3413500_larsberg,2003,-45,both
3413500_larsberg,2004,-142,both
3413500_larsberg,2005,-135,both
3413500_larsberg,2006,-123,both
3413500_larsberg,2007,-135,both
3413500_larsberg,2008,30,both
3413500_larsberg,2009,54,both
3413500_larsberg,2010,24,both
3413500_larsberg,2011,-2,both
3413500_larsberg,2012,37,both
3413500_larsberg,2013,152,both
3413500_larsberg,2014,183,both
3413600_mosstorp,2000,1,both
3413600_mosstorp,2001,-5,both
3413600_mosstorp,2002,-3,both
3413600_mosstorp,2003,-21,both
3413600_mosstorp,2004,-37,both
3413600_mosstorp,2005,5,both
3413600_mosstorp,2006,-6,both
3413600_mosstorp,2007,-23,both
3413600_mosstorp,2008,-55,both
3413600_mosstorp,2009,-51,both
3413600_mosstorp,2010,-57,both
3413600_mosstorp,2011,-61,both
3413600_mosstorp,2012,-68,both
3413600_mosstorp,2013,-87,both
3413600_mosstorp,2014,-96,both
3413710_centrala_gangsatra,2000,30,both
3413710_centrala_gangsatra,2001,-11,both
3413710_centrala_gangsatra,2002,43,both
3413710_centrala_gangsatra,2003,26,both
3413710_centrala_gangsatra,2004,57,both
3413710_centrala_gangsatra,2005,41,both
3413710_centrala_gangsatra,2006,52,both
3413710_centrala_gangsatra,2007,78,both
3413710_centrala_gangsatra,2008,56,both
3413710_centrala_gangsatra,2009,83,both
3413710_centrala_gangsatra,2010,125,both
3413710_centrala_gangsatra,2011,114,both
3413710_centrala_gangsatra,2012,119,both
3413710_centrala_gangsatra,2013,101,both
3413710_centrala_gangsatra,2014,91,both
3413720_norra_gangsatra,2000,-31,both
3413720_norra_gangsatra,2001,-27,both
3413720_norra_gangsatra,2002,-28,both
3413720_norra_gangsatra,2003,-48,both
3413720_norra_gangsatra,2004,-67,both
3413720_norra_gangsatra,2005,-87,both
3413720_norra_gangsatra,2006,-102,both
3413720_norra_gangsatra,2007,-126,both
3413720_norra_gangsatra,2008,-124,both
3413720_norra_gangsatra,2009,-123,both
3413720_norra_gangsatra,2010,-128,both
3413720_norra_gangsatra,2011,-137,both
3413720_norra_gangsatra,2012,-138,both
3413720_norra_gangsatra,2013,-142,both
3413720_norra_gangsatra,2014,-159,both
3413810_bergsatra,2000,-24,both
3413810_bergsatra,2001,-8,both
3413810_bergsatra,2002,35,both
3413810_bergsatra,2003,88,both
3413810_bergsatra,2004,184,both
3413810_bergsatra,2005,215,both
3413810_bergsatra,2006,223,both
3413810_bergsatra,2007,193,both
3413810_bergsatra,2008,198,both
3413810_bergsatra,2009,190,both
3413810_bergsatra,2010,192,both
3413810_bergsatra,2011,139,both
3413810_bergsatra,2012,191,both
3413810_bergsatra,2013,190,both
3413810_bergsatra,2014,182,both
3413820_centrala_skarsatra,2000,-10,both
3413820_centrala_skarsatra,2001,-16,both
3413820_centrala_skarsatra,2002,-5,both
3413820_centrala_skarsatra,2003,3,both
3413820_centrala_skarsatra,2004,-22,both
3413820_centrala_skarsatra,2005,-16,both
3413820_centrala_skarsatra,2006,-4,both
3413820_centrala_skarsatra,2007,-38,both
3413820_centrala_skarsatra,2008,-24,both
3413820_centrala_skarsatra,2009,-14,both
3413820_centrala_skarsatra,2010,16,both
3413820_centrala_skarsatra,2011,6,both
3413820_centrala_skarsatra,2012,11,both
3413820_centrala_skarsatra,2013,12,both
3413820_centrala_skarsatra,2014,-7,both
3413830_kottla_molna_kappsta,2000,-3,both
3413830_kottla_molna_kappsta,2001,2,both
3413830_kottla_molna_kappsta,2002,-39,both
3413830_kottla_molna_kappsta,2003,-81,both
3413830_kottla_molna_kappsta,2004,-111,both
3413830_kottla_molna_kappsta,2005,-134,both
3413830_kottla_molna_kappsta,2006,-117,both
3413830_kottla_molna_kappsta,2007,-120,both
3413830_kottla_molna_kappsta,2008,-166,both
3413830_kottla_molna_kappsta,2009,-191,both
3413830_kottla_molna_kappsta,2010,-156,both
3413830_kottla_molna_kappsta,2011,-152,both
3413830_kottla_molna_kappsta,2012,-152,both
3413830_kottla_molna_kappsta,2013,-191,both
3413830_kottla_molna_kappsta,2014,-206,both
3414210_centrala_kappala,2000,-47,both
3414210_centrala_kappala,2001,-84,both
3414210_centrala_kappala,2002,-115,both
3414210_centrala_kappala,2003,-155,both
3414210_centrala_kappala,2004,-177,both
3414210_centrala_kappala,2005,-260,both
3414210_centrala_kappala,2006,-282,both
3414210_centrala_kappala,2007,-326,both
3414210_centrala_kappala,2008,-354,both
3414210_centrala_kappala,2009,-364,both
3414210_centrala_kappala,2010,-386,both
3414210_centrala_kappala,2011,-404,both
3414210_centrala_kappala,2012,-495,both
3414210_centrala_kappala,2013,-505,both
3414210_centrala_kappala,2014,-546,both
3414240_killinge,2000,-5,both
3414240_killinge,2001,-6,both
3414240_killinge,2002,-14,both
3414240_killinge,2003,-22,both
3414240_killinge,2004,-9,both
3414240_killinge,2005,-4,both
3414240_killinge,2006,-3,both
3414240_killinge,2007,-23,both
3414240_killinge,2008,-26,both
3414240_killinge,2009,-19,both
3414240_killinge,2010,-43,both
3414240_killinge,2011,-48,both
3414240_killinge,2012,-51,both
3414240_killinge,2013,-56,both
3414240_killinge,2014,-74,both
3414250_ostra_kappala,2000,4,both
3414250_ostra_kappala,2001,4,both
3414250_ostra_kappala,2002,-2,both
3414250_ostra_kappala,2003,-13,both
3414250_ostra_kappala,2004,-25,both
3414250_ostra_kappala,2005,-41,both
3414250_ostra_kappala,2006,-20,both
3414250_ostra_kappala,2007,-1,both
3414250_ostra_kappala,2008,-22,both
3414250_ostra_kappala,2009,-45,both
3414250_ostra_kappala,2010,-35,both
3414250_ostra_kappala,2011,-43,both
3414250_ostra_kappala,2012,-25,both
3414250_ostra_kappala,2013,-38,both
3414250_ostra_kappala,2014,-23,both
3414310_brevik,2000,5,both
3414310_brevik,2001,5,both
3414310_brevik,2002,-10,both
3414310_brevik,2003,-23,both
3414310_brevik,2004,-43,both
3414310_brevik,2005,-35,both
3414310_brevik,2006,-30,both
3414310_brevik,2007,-48,both
3414310_brevik,2008,-13,both
3414310_brevik,2009,-38,both
3414310_brevik,2010,-45,both
3414310_brevik,2011,-38,both
3414310_brevik,2012,-41,both
3414310_brevik,2013,-31,both
3414310_brevik,2014,-47,both
3414320_hogberga,2000,0,both
3414320_hogberga,2001,-3,both
3414320_hogberga,2002,3,both
3414320_hogberga,2003,6,both
3414320_hogberga,2004,-3,both
3414320_hogberga,2005,-7,both
3414320_hogberga,2006,19,both
3414320_hogberga,2007,9,both
3414320_hogberga,2008,-15,both
3414320_hogberga,2009,-22,both
3414320_hogberga,2010,-26,both
3414320_hogberga,2011,-53,both
3414320_hogberga,2012,-37,both
3414320_hogberga,2013,27,both
3414320_hogberga,2014,28,both
3510110_gamla_marsta,2000,-18,both
3510110_gamla_marsta,2001,-37,both
3510110_gamla_marsta,2002,-86,both
3510110_gamla_marsta,2003,-95,both
3510110_gamla_marsta,2004,-26,both
3510110_gamla_marsta,2005,-69,both
3510110_gamla_marsta,2006,-93,both
3510110_gamla_marsta,2007,-56,both
3510110_gamla_marsta,2008,-56,both
3510110_gamla_marsta,2009,-107,both
3510110_gamla_marsta,2010,-121,both
3510110_gamla_marsta,2011,12,both
3510110_gamla_marsta,2012,0,both
3510110_gamla_marsta,2013,46,both
3510110_gamla_marsta,2014,41,both
3510120_marsta_kyrka,2000,-2,both
3510120_marsta_kyrka,2001,3,both
3510120_marsta_kyrka,2002,73,both
3510120_marsta_kyrka,2003,82,both
3510120_marsta_kyrka,2004,72,both
3510120_marsta_kyrka,2005,102,both
3510120_marsta_kyrka,2006,115,both
3510120_marsta_kyrka,2007,118,both
3510120_marsta_kyrka,2008,118,both
3510120_marsta_kyrka,2009,128,both
3510120_marsta_kyrka,2010,113,both
3510120_marsta_kyrka,2011,117,both
3510120_marsta_kyrka,2012,139,both
3510120_marsta_kyrka,2013,139,both
3510120_marsta_kyrka,2014,143,both
3510130_tingvalla,2000,-25,both
3510130_tingvalla,2001,-14,both
3510130_tingvalla,2002,-64,both
3510130_tingvalla,2003,-90,both
3510130_tingvalla,2004,-65,both
3510130_tingvalla,2005,-78,both
3510130_tingvalla,2006,-105,both
3510130_tingvalla,2007,-156,both
3510130_tingvalla,2008,-196,both
3510130_tingvalla,2009,-222,both
3510130_tingvalla,2010,-235,both
3510130_tingvalla,2011,-233,both
3510130_tingvalla,2012,-223,both
3510130_tingvalla,2013,-244,both
3510130_tingvalla,2014,-248,both
3510140_ekillatorp,2000,17,both
3510140_ekillatorp,2001,41,both
3510140_ekillatorp,2002,51,both
3510140_ekillatorp,2003,85,both
3510140_ekillatorp,2004,101,both
3510140_ekillatorp,2005,120,both
3510140_ekillatorp,2006,157,both
3510140_ekillatorp,2007,194,both
3510140_ekillatorp,2008,276,both
3510140_ekillatorp,2009,379,both
3510140_ekillatorp,2010,373,both
3510140_ekillatorp,2011,377,both
3510140_ekillatorp,2012,416,both
3510140_ekillatorp,2013,434,both
3510140_ekillatorp,2014,440,both
3510150_sodra_ekilla,2000,-27,both
3510150_sodra_ekilla,2001,13,both
3510150_sodra_ekilla,2002,51,both
3510150_sodra_ekilla,2003,39,both
3510150_sodra_ekilla,2004,4,both
3510150_sodra_ekilla,2005,-34,both
3510150_sodra_ekilla,2006,-67,both
3510150_sodra_ekilla,2007,-104,both
3510150_sodra_ekilla,2008,-137,both
3510150_sodra_ekilla,2009,-134,both
3510150_sodra_ekilla,2010,-159,both
3510150_sodra_ekilla,2011,-154,both
3510150_sodra_ekilla,2012,-162,both
3510150_sodra_ekilla,2013,-203,both
3510150_sodra_ekilla,2014,-269,both
3510160_marsta_centrum,2000,8,both
3510160_marsta_centrum,2001,1,both
3510160_marsta_centrum,2002,18,both
3510160_marsta_centrum,2003,0,both
3510160_marsta_centrum,2004,-27,both
3510160_marsta_centrum,2005,-72,both
3510160_marsta_centrum,2006,-82,both
3510160_marsta_centrum,2007,-80,both
3510160_marsta_centrum,2008,-113,both
3510160_marsta_centrum,2009,-160,both
3510160_marsta_centrum,2010,-188,both
3510160_marsta_centrum,2011,-127,both
3510160_marsta_centrum,2012,-136,both
3510160_marsta_centrum,2013,-142,both
3510160_marsta_centrum,2014,-185,both
3510210_ostra_norrbacka,2000,-20,both
3510210_ostra_norrbacka,2001,-67,both
3510210_ostra_norrbacka,2002,-100,both
3510210_ostra_norrbacka,2003,-119,both
3510210_ostra_norrbacka,2004,-114,both
3510210_ostra_norrbacka,2005,-180,both
3510210_ostra_norrbacka,2006,-201,both
3510210_ostra_norrbacka,2007,-225,both
3510210_ostra_norrbacka,2008,-297,both
3510210_ostra_norrbacka,2009,-267,both
3510210_ostra_norrbacka,2010,-278,both
3510210_ostra_norrbacka,2011,-341,both
3510210_ostra_norrbacka,2012,-371,both
3510210_ostra_norrbacka,2013,-388,both
3510210_ostra_norrbacka,2014,-398,both
3510220_vastra_norrbacka,2000,-31,both
3510220_vastra_norrbacka,2001,-28,both
3510220_vastra_norrbacka,2002,-37,both
3510220_vastra_norrbacka,2003,-39,both
3510220_vastra_norrbacka,2004,-49,both
3510220_vastra_norrbacka,2005,-69,both
3510220_vastra_norrbacka,2006,-65,both
3510220_vastra_norrbacka,2007,-68,both
3510220_vastra_norrbacka,2008,-62,both
3510220_vastra_norrbacka,2009,-82,both
3510220_vastra_norrbacka,2010,-93,both
3510220_vastra_norrbacka,2011,-71,both
3510220_vastra_norrbacka,2012,-78,both
3510220_vastra_norrbacka,2013,-85,both
3510220_vastra_norrbacka,2014,-106,both
3510260_norra_ekilla,2000,5,both
3510260_norra_ekilla,2001,-8,both
3510260_norra_ekilla,2002,-9,both
3510260_norra_ekilla,2003,3,both
3510260_norra_ekilla,2004,-9,both
3510260_norra_ekilla,2005,1,both
3510260_norra_ekilla,2006,4,both
3510260_norra_ekilla,2007,-8,both
3510260_norra_ekilla,2008,3,both
3510260_norra_ekilla,2009,-19,both
3510260_norra_ekilla,2010,-33,both
3510260_norra_ekilla,2011,-21,both
3510260_norra_ekilla,2012,-28,both
3510260_norra_ekilla,2013,-40,both
3510260_norra_ekilla,2014,-33,both
3510270_ostra_arenberga,2000,-11,both
3510270_ostra_arenberga,2001,-9,both
3510270_ostra_arenberga,2002,1,both
3510270_ostra_arenberga,2003,-6,both
3510270_ostra_arenberga,2004,4,both
3510270_ostra_arenberga,2005,11,both
3510270_ostra_arenberga,2006,12,both
3510270_ostra_arenberga,2007,25,both
3510270_ostra_arenberga,2008,25,both
3510270_ostra_arenberga,2009,33,both
3510270_ostra_arenberga,2010,27,both
3510270_ostra_arenberga,2011,27,both
3510270_ostra_arenberga,2012,26,both
3510270_ostra_arenberga,2013,22,both
3510270_ostra_arenberga,2014,26,both
3510280_satuna,2000,-32,both
3510280_satuna,2001,-50,both
3510280_satuna,2002,-71,both
3510280_satuna,2003,-83,both
3510280_satuna,2004,-83,both
3510280_satuna,2005,-78,both
3510280_satuna,2006,-104,both
3510280_satuna,2007,-115,both
3510280_satuna,2008,-135,both
3510280_satuna,2009,-138,both
3510280_satuna,2010,-48,both
3510280_satuna,2011,61,both
3510280_satuna,2012,74,both
3510280_satuna,2013,165,both
3510280_satuna,2014,113,both
3510450_okand,2000,7,both
3510450_okand,2001,-32,both
3510450_okand,2002,-31,both
3510450_okand,2003,-34,both
3510450_okand,2004,-32,both
3510450_okand,2005,-25,both
3510450_okand,2006,-22,both
3510450_okand,2007,-25,both
3510450_okand,2008,-20,both
3510450_okand,2009,-14,both
3510451_marsta_vastra_glesbygd,2010,-8,both
3510451_marsta_vastra_glesbygd,2011,-12,both
3510451_marsta_vastra_glesbygd,2012,-26,both
3510451_marsta_vastra_glesbygd,2013,-19,both
3510451_marsta_vastra_glesbygd,2014,-12,both
3522020_ostra_sigtuna,2000,12,both
3522020_ostra_sigtuna,2001,227,both
3522020_ostra_sigtuna,2002,273,both
3522020_ostra_sigtuna,2003,339,both
3522020_ostra_sigtuna,2004,332,both
3522020_ostra_sigtuna,2005,530,both
3522020_ostra_sigtuna,2006,588,both
3522020_ostra_sigtuna,2007,598,both
3522020_ostra_sigtuna,2008,581,both
3522020_ostra_sigtuna,2009,579,both
3522020_ostra_sigtuna,2010,601,both
3522020_ostra_sigtuna,2011,584,both
3522020_ostra_sigtuna,2012,621,both
3522020_ostra_sigtuna,2013,670,both
3522020_ostra_sigtuna,2014,695,both
3522030_gamla_sigtuna,2000,4,both
3522030_gamla_sigtuna,2001,15,both
3522030_gamla_sigtuna,2002,13,both
3522030_gamla_sigtuna,2003,6,both
3522030_gamla_sigtuna,2004,91,both
3522030_gamla_sigtuna,2005,97,both
3522030_gamla_sigtuna,2006,144,both
3522030_gamla_sigtuna,2007,167,both
3522030_gamla_sigtuna,2008,151,both
3522030_gamla_sigtuna,2009,187,both
3522030_gamla_sigtuna,2010,196,both
3522030_gamla_sigtuna,2011,177,both
3522030_gamla_sigtuna,2012,187,both
3522030_gamla_sigtuna,2013,166,both
3522030_gamla_sigtuna,2014,195,both
3522040_brannbo,2000,15,both
3522040_brannbo,2001,8,both
3522040_brannbo,2002,6,both
3522040_brannbo,2003,-25,both
3522040_brannbo,2004,-28,both
3522040_brannbo,2005,-49,both
3522040_brannbo,2006,-47,both
3522040_brannbo,2007,-36,both
3522040_brannbo,2008,-77,both
3522040_brannbo,2009,-80,both
3522040_brannbo,2010,-29,both
3522040_brannbo,2011,11,both
3522040_brannbo,2012,35,both
3522040_brannbo,2013,61,both
3522040_brannbo,2014,25,both
3522050_prastangen_och_hallsbo,2000,-7,both
3522050_prastangen_och_hallsbo,2001,-28,both
3522050_prastangen_och_hallsbo,2002,-38,both
3522050_prastangen_och_hallsbo,2003,-61,both
3522050_prastangen_och_hallsbo,2004,-53,both
3522050_prastangen_och_hallsbo,2005,-36,both
3522050_prastangen_och_hallsbo,2006,-16,both
3522050_prastangen_och_hallsbo,2007,-35,both
3522050_prastangen_och_hallsbo,2008,-43,both
3522050_prastangen_och_hallsbo,2009,5,both
3522050_prastangen_och_hallsbo,2010,-14,both
3522050_prastangen_och_hallsbo,2011,-2,both
3522050_prastangen_och_hallsbo,2012,-23,both
3522050_prastangen_och_hallsbo,2013,-29,both
3522050_prastangen_och_hallsbo,2014,-42,both
3522060_sjudargarden,2000,-5,both
3522060_sjudargarden,2001,-17,both
3522060_sjudargarden,2002,-29,both
3522060_sjudargarden,2003,29,both
3522060_sjudargarden,2004,109,both
3522060_sjudargarden,2005,176,both
3522060_sjudargarden,2006,193,both
3522060_sjudargarden,2007,228,both
3522060_sjudargarden,2008,352,both
3522060_sjudargarden,2009,348,both
3522060_sjudargarden,2010,405,both
3522060_sjudargarden,2011,481,both
3522060_sjudargarden,2012,454,both
3522060_sjudargarden,2013,469,both
3522060_sjudargarden,2014,443,both
3532010_munkholmen,2000,46,both
3532010_munkholmen,2001,12,both
3532010_munkholmen,2002,-7,both
3532010_munkholmen,2003,-25,both
3532010_munkholmen,2004,18,both
3532010_munkholmen,2005,-12,both
3532010_munkholmen,2006,-10,both
3532010_munkholmen,2007,161,both
3532010_munkholmen,2008,148,both
3532010_munkholmen,2009,157,both
3532010_munkholmen,2010,133,both
3532010_munkholmen,2011,142,both
3532010_munkholmen,2012,140,both
3532010_munkholmen,2013,163,both
3532010_munkholmen,2014,137,both
3534030_okand,2000,-3,both
3534030_okand,2001,43,both
3534030_okand,2002,111,both
3534030_okand,2003,123,both
3534030_okand,2004,109,both
3534030_okand,2005,173,both
3534030_okand,2006,239,both
3534030_okand,2007,331,both
3534030_okand,2008,432,both
3534030_okand,2009,489,both
3534031_sankt_olofs_glesbygd,2010,-39,both
3534031_sankt_olofs_glesbygd,2011,-40,both
3534031_sankt_olofs_glesbygd,2012,-55,both
3534031_sankt_olofs_glesbygd,2013,-120,both
3534031_sankt_olofs_glesbygd,2014,-133,both
3534032_pilsbo,2010,16,both
3534032_pilsbo,2011,39,both
3534032_pilsbo,2012,39,both
3534032_pilsbo,2013,64,both
3534032_pilsbo,2014,65,both
3541000_sankt_pers_forsaml,2000,2,both
3541000_sankt_pers_forsaml,2001,6,both
3541000_sankt_pers_forsaml,2002,25,both
3541000_sankt_pers_forsaml,2003,27,both
3541000_sankt_pers_forsaml,2004,23,both
3541000_sankt_pers_forsaml,2005,26,both
3541000_sankt_pers_forsaml,2006,29,both
3541000_sankt_pers_forsaml,2007,31,both
3541000_sankt_pers_forsaml,2008,30,both
3541000_sankt_pers_forsaml,2009,13,both
3541000_sankt_pers_forsaml,2010,37,both
3541000_sankt_pers_forsaml,2011,64,both
3541000_sankt_pers_forsaml,2012,97,both
3541000_sankt_pers_forsaml,2013,104,both
3541000_sankt_pers_forsaml,2014,113,both
3542000_haga_forsamling,2000,20,both
3542000_haga_forsamling,2001,31,both
3542000_haga_forsamling,2002,31,both
3542000_haga_forsamling,2003,38,both
3542000_haga_forsamling,2004,31,both
3542000_haga_forsamling,2005,11,both
3542000_haga_forsamling,2006,-10,both
3542000_haga_forsamling,2007,1,both
3542000_haga_forsamling,2008,1,both
3542000_haga_forsamling,2009,-7,both
3542000_haga_forsamling,2010,-19,both
3542000_haga_forsamling,2011,-46,both
3542000_haga_forsamling,2012,-31,both
3542000_haga_forsamling,2013,-25,both
3542000_haga_forsamling,2014,-8,both
3551110_norra_valsta,2000,-43,both
3551110_norra_valsta,2001,-45,both
3551110_norra_valsta,2002,-124,both
3551110_norra_valsta,2003,-157,both
3551110_norra_valsta,2004,-207,both
3551110_norra_valsta,2005,-251,both
3551110_norra_valsta,2006,-318,both
3551110_norra_valsta,2007,-383,both
3551110_norra_valsta,2008,-430,both
3551110_norra_valsta,2009,-471,both
3551110_norra_valsta,2010,-502,both
3551110_norra_valsta,2011,-564,both
3551110_norra_valsta,2012,-619,both
3551110_norra_valsta,2013,-668,both
3551110_norra_valsta,2014,-778,both
3551120_valsta_centrum,2000,-22,both
3551120_valsta_centrum,2001,-50,both
3551120_valsta_centrum,2002,-114,both
3551120_valsta_centrum,2003,-137,both
3551120_valsta_centrum,2004,-258,both
3551120_valsta_centrum,2005,-293,both
3551120_valsta_centrum,2006,-367,both
3551120_valsta_centrum,2007,-311,both
3551120_valsta_centrum,2008,-355,both
3551120_valsta_centrum,2009,-476,both
3551120_valsta_centrum,2010,-441,both
3551120_valsta_centrum,2011,-528,both
3551120_valsta_centrum,2012,-540,both
3551120_valsta_centrum,2013,-656,both
3551120_valsta_centrum,2014,-773,both
3551130_sodra_valsta,2000,4,both
3551130_sodra_valsta,2001,13,both
3551130_sodra_valsta,2002,23,both
3551130_sodra_valsta,2003,41,both
3551130_sodra_valsta,2004,29,both
3551130_sodra_valsta,2005,22,both
3551130_sodra_valsta,2006,19,both
3551130_sodra_valsta,2007,0,both
3551130_sodra_valsta,2008,-3,both
3551130_sodra_valsta,2009,196,both
3551130_sodra_valsta,2010,226,both
3551130_sodra_valsta,2011,180,both
3551130_sodra_valsta,2012,200,both
3551130_sodra_valsta,2013,181,both
3551130_sodra_valsta,2014,146,both
3551140_ostra_steninge,2000,-22,both
3551140_ostra_steninge,2001,-73,both
3551140_ostra_steninge,2002,-52,both
3551140_ostra_steninge,2003,-27,both
3551140_ostra_steninge,2004,-67,both
3551140_ostra_steninge,2005,-104,both
3551140_ostra_steninge,2006,-133,both
3551140_ostra_steninge,2007,-144,both
3551140_ostra_steninge,2008,-181,both
3551140_ostra_steninge,2009,-215,both
