basomrade,year,cumulative_immigration_surplus,gender
2170430_vastra_varberg,2005,-10,male
2170430_vastra_varberg,2006,-11,male
2170430_vastra_varberg,2007,-5,male
2170430_vastra_varberg,2008,-25,male
2170430_vastra_varberg,2009,-28,male
2170430_vastra_varberg,2010,-22,male
2170430_vastra_varberg,2011,11,male
2170430_vastra_varberg,2012,12,male
2170430_vastra_varberg,2013,17,male
2170430_vastra_varberg,2014,7,male
2210120_norra_abrahamsberg,2000,-7,male
2210120_norra_abrahamsberg,2001,11,male
2210120_norra_abrahamsberg,2002,11,male
2210120_norra_abrahamsberg,2003,7,male
2210120_norra_abrahamsberg,2004,-10,male
2210120_norra_abrahamsberg,2005,-3,male
2210120_norra_abrahamsberg,2006,10,male
2210120_norra_abrahamsberg,2007,-12,male
2210120_norra_abrahamsberg,2008,-9,male
2210120_norra_abrahamsberg,2009,-17,male
2210120_norra_abrahamsberg,2010,25,male
2210120_norra_abrahamsberg,2011,50,male
2210120_norra_abrahamsberg,2012,62,male
2210120_norra_abrahamsberg,2013,55,male
2210120_norra_abrahamsberg,2014,55,male
2210130_sodra_abrahamsberg,2000,1,male
2210130_sodra_abrahamsberg,2001,-36,male
2210130_sodra_abrahamsberg,2002,-20,male
2210130_sodra_abrahamsberg,2003,-37,male
2210130_sodra_abrahamsberg,2004,-61,male
2210130_sodra_abrahamsberg,2005,-56,male
2210130_sodra_abrahamsberg,2006,-81,male
2210130_sodra_abrahamsberg,2007,-73,male
2210130_sodra_abrahamsberg,2008,-36,male
2210130_sodra_abrahamsberg,2009,-38,male
2210130_sodra_abrahamsberg,2010,-36,male
2210130_sodra_abrahamsberg,2011,-47,male
2210130_sodra_abrahamsberg,2012,-42,male
2210130_sodra_abrahamsberg,2013,-37,male
2210130_sodra_abrahamsberg,2014,-37,male
2210200_beckomberga,2000,11,male
2210200_beckomberga,2001,15,male
2210200_beckomberga,2002,-25,male
2210200_beckomberga,2003,-14,male
2210200_beckomberga,2004,7,male
2210200_beckomberga,2005,17,male
2210200_beckomberga,2006,23,male
2210200_beckomberga,2007,77,male
2210200_beckomberga,2008,168,male
2210200_beckomberga,2009,236,male
2210200_beckomberga,2010,381,male
2210200_beckomberga,2011,446,male
2210200_beckomberga,2012,412,male
2210200_beckomberga,2013,424,male
2210200_beckomberga,2014,685,male
2210300_blackeberg,2000,83,male
2210300_blackeberg,2001,93,male
2210300_blackeberg,2002,158,male
2210300_blackeberg,2003,82,male
2210300_blackeberg,2004,77,male
2210300_blackeberg,2005,97,male
2210300_blackeberg,2006,247,male
2210300_blackeberg,2007,347,male
2210300_blackeberg,2008,386,male
2210300_blackeberg,2009,330,male
2210300_blackeberg,2010,378,male
2210300_blackeberg,2011,312,male
2210300_blackeberg,2012,592,male
2210300_blackeberg,2013,773,male
2210300_blackeberg,2014,784,male
2210400_bromma_kyrka,2000,-9,male
2210400_bromma_kyrka,2001,27,male
2210400_bromma_kyrka,2002,17,male
2210400_bromma_kyrka,2003,5,male
2210400_bromma_kyrka,2004,12,male
2210400_bromma_kyrka,2005,15,male
2210400_bromma_kyrka,2006,14,male
2210400_bromma_kyrka,2007,18,male
2210400_bromma_kyrka,2008,3,male
2210400_bromma_kyrka,2009,27,male
2210400_bromma_kyrka,2010,26,male
2210400_bromma_kyrka,2011,26,male
2210400_bromma_kyrka,2012,32,male
2210400_bromma_kyrka,2013,29,male
2210400_bromma_kyrka,2014,44,male
2210500_ballsta,2000,-4,male
2210500_ballsta,2001,20,male
2210500_ballsta,2002,21,male
2210500_ballsta,2003,3,male
2210500_ballsta,2004,-11,male
2210500_ballsta,2005,-37,male
2210500_ballsta,2006,-41,male
2210500_ballsta,2007,-44,male
2210500_ballsta,2008,-61,male
2210500_ballsta,2009,-79,male
2210500_ballsta,2010,-75,male
2210500_ballsta,2011,-86,male
2210500_ballsta,2012,-80,male
2210500_ballsta,2013,-100,male
2210500_ballsta,2014,-116,male
2210600_eneby,2000,-5,male
2210600_eneby,2001,-8,male
2210600_eneby,2002,-10,male
2210600_eneby,2003,-8,male
2210600_eneby,2004,-1,male
2210600_eneby,2005,-6,male
2210600_eneby,2006,-7,male
2210600_eneby,2007,-26,male
2210600_eneby,2008,-12,male
2210600_eneby,2009,-13,male
2210600_eneby,2010,-11,male
2210600_eneby,2011,-10,male
2210600_eneby,2012,-15,male
2210600_eneby,2013,-13,male
2210600_eneby,2014,-8,male
2210700_mariehall,2000,-21,male
2210700_mariehall,2001,-22,male
2210700_mariehall,2002,-24,male
2210700_mariehall,2003,-27,male
2210700_mariehall,2004,66,male
2210700_mariehall,2005,144,male
2210700_mariehall,2006,188,male
2210700_mariehall,2007,208,male
2210700_mariehall,2008,285,male
2210700_mariehall,2009,290,male
2210700_mariehall,2010,274,male
2210700_mariehall,2011,664,male
2210700_mariehall,2012,1336,male
2210700_mariehall,2013,1679,male
2210700_mariehall,2014,2238,male
2210830_runstensplan,2000,-14,male
2210830_runstensplan,2001,-26,male
2210830_runstensplan,2002,-34,male
2210830_runstensplan,2003,-50,male
2210830_runstensplan,2004,-56,male
2210830_runstensplan,2005,-100,male
2210830_runstensplan,2006,-104,male
2210830_runstensplan,2007,-46,male
2210830_runstensplan,2008,-37,male
2210830_runstensplan,2009,41,male
2210830_runstensplan,2010,31,male
2210830_runstensplan,2011,17,male
2210830_runstensplan,2012,27,male
2210830_runstensplan,2013,28,male
2210830_runstensplan,2014,7,male
2210840_angbylunden,2000,14,male
2210840_angbylunden,2001,8,male
2210840_angbylunden,2002,6,male
2210840_angbylunden,2003,-17,male
2210840_angbylunden,2004,-33,male
2210840_angbylunden,2005,-17,male
2210840_angbylunden,2006,-19,male
2210840_angbylunden,2007,-17,male
2210840_angbylunden,2008,-31,male
2210840_angbylunden,2009,-28,male
2210840_angbylunden,2010,-18,male
2210840_angbylunden,2011,-11,male
2210840_angbylunden,2012,-16,male
2210840_angbylunden,2013,-13,male
2210840_angbylunden,2014,-17,male
2210850_attehagen,2000,9,male
2210850_attehagen,2001,11,male
2210850_attehagen,2002,9,male
2210850_attehagen,2003,16,male
2210850_attehagen,2004,9,male
2210850_attehagen,2005,9,male
2210850_attehagen,2006,7,male
2210850_attehagen,2007,7,male
2210850_attehagen,2008,-6,male
2210850_attehagen,2009,-3,male
2210850_attehagen,2010,-19,male
2210850_attehagen,2011,-16,male
2210850_attehagen,2012,-24,male
2210850_attehagen,2013,-17,male
2210850_attehagen,2014,-16,male
2210860_akeshovsbadet,2000,0,male
2210860_akeshovsbadet,2001,-6,male
2210860_akeshovsbadet,2002,-7,male
2210860_akeshovsbadet,2003,-12,male
2210860_akeshovsbadet,2004,-11,male
2210860_akeshovsbadet,2005,-11,male
2210860_akeshovsbadet,2006,-6,male
2210860_akeshovsbadet,2007,-9,male
2210860_akeshovsbadet,2008,59,male
2210860_akeshovsbadet,2009,64,male
2210860_akeshovsbadet,2010,62,male
2210860_akeshovsbadet,2011,48,male
2210860_akeshovsbadet,2012,53,male
2210860_akeshovsbadet,2013,52,male
2210860_akeshovsbadet,2014,51,male
2210920_sodra_riksby,2000,29,male
2210920_sodra_riksby,2001,48,male
2210920_sodra_riksby,2002,48,male
2210920_sodra_riksby,2003,50,male
2210920_sodra_riksby,2004,18,male
2210920_sodra_riksby,2005,18,male
2210920_sodra_riksby,2006,-33,male
2210920_sodra_riksby,2007,-14,male
2210920_sodra_riksby,2008,-28,male
2210920_sodra_riksby,2009,-44,male
2210920_sodra_riksby,2010,-37,male
2210920_sodra_riksby,2011,7,male
2210920_sodra_riksby,2012,-54,male
2210920_sodra_riksby,2013,-62,male
2210920_sodra_riksby,2014,-93,male
2211121_farjestadsvagen_v,2000,-4,male
2211121_farjestadsvagen_v,2001,4,male
2211121_farjestadsvagen_v,2002,16,male
2211121_farjestadsvagen_v,2003,19,male
2211121_farjestadsvagen_v,2004,18,male
2211121_farjestadsvagen_v,2005,11,male
2211121_farjestadsvagen_v,2006,14,male
2211121_farjestadsvagen_v,2007,15,male
2211121_farjestadsvagen_v,2008,-3,male
2211121_farjestadsvagen_v,2009,-11,male
2211121_farjestadsvagen_v,2010,-15,male
2211121_farjestadsvagen_v,2011,-21,male
2211121_farjestadsvagen_v,2012,-38,male
2211121_farjestadsvagen_v,2013,-42,male
2211121_farjestadsvagen_v,2014,-40,male
2211130_angbyhojden,2000,-1,male
2211130_angbyhojden,2001,-5,male
2211130_angbyhojden,2002,-26,male
2211130_angbyhojden,2003,-20,male
2211130_angbyhojden,2004,-29,male
2211130_angbyhojden,2005,-34,male
2211130_angbyhojden,2006,-24,male
2211130_angbyhojden,2007,-29,male
2211130_angbyhojden,2008,-31,male
2211130_angbyhojden,2009,-37,male
2211130_angbyhojden,2010,-45,male
2211130_angbyhojden,2011,-49,male
2211130_angbyhojden,2012,-49,male
2211130_angbyhojden,2013,-47,male
2211130_angbyhojden,2014,-45,male
2211220_johannesfred,2000,1,male
2211220_johannesfred,2001,-29,male
2211220_johannesfred,2002,-52,male
2211220_johannesfred,2003,-56,male
2211220_johannesfred,2004,-63,male
2211220_johannesfred,2005,-82,male
2211220_johannesfred,2006,-83,male
2211220_johannesfred,2007,-86,male
2211220_johannesfred,2008,-118,male
2211220_johannesfred,2009,-103,male
2211220_johannesfred,2010,-123,male
2211220_johannesfred,2011,-134,male
2211220_johannesfred,2012,-127,male
2211220_johannesfred,2013,-135,male
2211220_johannesfred,2014,-127,male
2211300_akeshov,2000,13,male
2211300_akeshov,2001,24,male
2211300_akeshov,2002,34,male
2211300_akeshov,2003,26,male
2211300_akeshov,2004,23,male
2211300_akeshov,2005,6,male
2211300_akeshov,2006,16,male
2211300_akeshov,2007,3,male
2211300_akeshov,2008,15,male
2211300_akeshov,2009,12,male
2211300_akeshov,2010,-7,male
2211300_akeshov,2011,-9,male
2211300_akeshov,2012,-6,male
2211300_akeshov,2013,-12,male
2211300_akeshov,2014,-24,male
2211420_ostra_akeslund,2000,3,male
2211420_ostra_akeslund,2001,-2,male
2211420_ostra_akeslund,2002,-33,male
2211420_ostra_akeslund,2003,-59,male
2211420_ostra_akeslund,2004,-36,male
2211420_ostra_akeslund,2005,-12,male
2211420_ostra_akeslund,2006,17,male
2211420_ostra_akeslund,2007,1,male
2211420_ostra_akeslund,2008,53,male
2211420_ostra_akeslund,2009,110,male
2211420_ostra_akeslund,2010,123,male
2211420_ostra_akeslund,2011,130,male
2211420_ostra_akeslund,2012,102,male
2211420_ostra_akeslund,2013,73,male
2211420_ostra_akeslund,2014,83,male
2211460_vastra_akeslund,2000,-1,male
2211460_vastra_akeslund,2001,3,male
2211460_vastra_akeslund,2002,4,male
2211460_vastra_akeslund,2003,0,male
2211460_vastra_akeslund,2004,-2,male
2211460_vastra_akeslund,2005,3,male
2211460_vastra_akeslund,2006,2,male
2211460_vastra_akeslund,2007,-9,male
2211460_vastra_akeslund,2008,-5,male
2211460_vastra_akeslund,2009,5,male
2211460_vastra_akeslund,2010,14,male
2211460_vastra_akeslund,2011,18,male
2211460_vastra_akeslund,2012,20,male
2211460_vastra_akeslund,2013,29,male
2211460_vastra_akeslund,2014,29,male
2220100_alvik,2000,-59,male
2220100_alvik,2001,-75,male
2220100_alvik,2002,-76,male
2220100_alvik,2003,-63,male
2220100_alvik,2004,-70,male
2220100_alvik,2005,-72,male
2220100_alvik,2006,-59,male
2220100_alvik,2007,-66,male
2220100_alvik,2008,-66,male
2220100_alvik,2009,-69,male
2220100_alvik,2010,-70,male
2220100_alvik,2011,-85,male
2220100_alvik,2012,-86,male
2220100_alvik,2013,-110,male
2220100_alvik,2014,-56,male
2220200_hoglandet,2000,0,male
2220200_hoglandet,2001,16,male
2220200_hoglandet,2002,-2,male
2220200_hoglandet,2003,-5,male
2220200_hoglandet,2004,11,male
2220200_hoglandet,2005,13,male
2220200_hoglandet,2006,23,male
2220200_hoglandet,2007,20,male
2220200_hoglandet,2008,20,male
2220200_hoglandet,2009,18,male
2220200_hoglandet,2010,17,male
2220200_hoglandet,2011,3,male
2220200_hoglandet,2012,8,male
2220200_hoglandet,2013,-1,male
2220200_hoglandet,2014,-19,male
2220300_nockeby,2000,19,male
2220300_nockeby,2001,3,male
2220300_nockeby,2002,-7,male
2220300_nockeby,2003,-17,male
2220300_nockeby,2004,-17,male
2220300_nockeby,2005,-8,male
2220300_nockeby,2006,-36,male
2220300_nockeby,2007,-29,male
2220300_nockeby,2008,-69,male
2220300_nockeby,2009,-57,male
2220300_nockeby,2010,-54,male
2220300_nockeby,2011,-55,male
2220300_nockeby,2012,-79,male
2220300_nockeby,2013,-95,male
2220300_nockeby,2014,-93,male
2220400_nockebyhov,2000,21,male
2220400_nockebyhov,2001,24,male
2220400_nockebyhov,2002,42,male
2220400_nockebyhov,2003,46,male
2220400_nockebyhov,2004,29,male
2220400_nockebyhov,2005,80,male
2220400_nockebyhov,2006,93,male
2220400_nockebyhov,2007,127,male
2220400_nockebyhov,2008,129,male
2220400_nockebyhov,2009,171,male
2220400_nockebyhov,2010,187,male
2220400_nockebyhov,2011,198,male
2220400_nockebyhov,2012,238,male
2220400_nockebyhov,2013,226,male
2220400_nockebyhov,2014,199,male
2220500_olovslund,2000,7,male
2220500_olovslund,2001,0,male
2220500_olovslund,2002,0,male
2220500_olovslund,2003,-6,male
2220500_olovslund,2004,-4,male
2220500_olovslund,2005,-5,male
2220500_olovslund,2006,-1,male
2220500_olovslund,2007,-14,male
2220500_olovslund,2008,-12,male
2220500_olovslund,2009,-11,male
2220500_olovslund,2010,-18,male
2220500_olovslund,2011,-19,male
2220500_olovslund,2012,-20,male
2220500_olovslund,2013,-13,male
2220500_olovslund,2014,-14,male
2220600_smedslatten,2000,-5,male
2220600_smedslatten,2001,-17,male
2220600_smedslatten,2002,-25,male
2220600_smedslatten,2003,-20,male
2220600_smedslatten,2004,-30,male
2220600_smedslatten,2005,-13,male
2220600_smedslatten,2006,-5,male
2220600_smedslatten,2007,-17,male
2220600_smedslatten,2008,16,male
2220600_smedslatten,2009,13,male
2220600_smedslatten,2010,1,male
2220600_smedslatten,2011,-31,male
2220600_smedslatten,2012,-37,male
2220600_smedslatten,2013,-42,male
2220600_smedslatten,2014,-41,male
2220700_stora_mossen,2000,2,male
2220700_stora_mossen,2001,1,male
2220700_stora_mossen,2002,17,male
2220700_stora_mossen,2003,41,male
2220700_stora_mossen,2004,139,male
2220700_stora_mossen,2005,145,male
2220700_stora_mossen,2006,150,male
2220700_stora_mossen,2007,144,male
2220700_stora_mossen,2008,142,male
2220700_stora_mossen,2009,134,male
2220700_stora_mossen,2010,134,male
2220700_stora_mossen,2011,122,male
2220700_stora_mossen,2012,119,male
2220700_stora_mossen,2013,93,male
2220700_stora_mossen,2014,107,male
2220820_sodra_traneberg,2000,-9,male
2220820_sodra_traneberg,2001,25,male
2220820_sodra_traneberg,2002,36,male
2220820_sodra_traneberg,2003,37,male
2220820_sodra_traneberg,2004,15,male
2220820_sodra_traneberg,2005,12,male
2220820_sodra_traneberg,2006,-8,male
2220820_sodra_traneberg,2007,-39,male
2220820_sodra_traneberg,2008,-11,male
2220820_sodra_traneberg,2009,-5,male
2220820_sodra_traneberg,2010,-17,male
2220820_sodra_traneberg,2011,-2,male
2220820_sodra_traneberg,2012,-10,male
2220820_sodra_traneberg,2013,-3,male
2220820_sodra_traneberg,2014,3,male
2220830_norra_traneberg,2000,-13,male
2220830_norra_traneberg,2001,-23,male
2220830_norra_traneberg,2002,-15,male
2220830_norra_traneberg,2003,-27,male
2220830_norra_traneberg,2004,-35,male
2220830_norra_traneberg,2005,-37,male
2220830_norra_traneberg,2006,-45,male
2220830_norra_traneberg,2007,-33,male
2220830_norra_traneberg,2008,-61,male
2220830_norra_traneberg,2009,-75,male
2220830_norra_traneberg,2010,-70,male
2220830_norra_traneberg,2011,-77,male
2220830_norra_traneberg,2012,-87,male
2220830_norra_traneberg,2013,-111,male
2220830_norra_traneberg,2014,-115,male
2220840_minneberg,2000,-3,male
2220840_minneberg,2001,-10,male
2220840_minneberg,2002,-17,male
2220840_minneberg,2003,-22,male
2220840_minneberg,2004,-41,male
2220840_minneberg,2005,-36,male
2220840_minneberg,2006,-62,male
2220840_minneberg,2007,-64,male
2220840_minneberg,2008,-54,male
2220840_minneberg,2009,-57,male
2220840_minneberg,2010,-58,male
2220840_minneberg,2011,-66,male
2220840_minneberg,2012,-58,male
2220840_minneberg,2013,-78,male
2220840_minneberg,2014,-79,male
2220900_ulvsunda,2000,-17,male
2220900_ulvsunda,2001,-11,male
2220900_ulvsunda,2002,-22,male
2220900_ulvsunda,2003,-37,male
2220900_ulvsunda,2004,-57,male
2220900_ulvsunda,2005,-63,male
2220900_ulvsunda,2006,-76,male
2220900_ulvsunda,2007,-65,male
2220900_ulvsunda,2008,-77,male
2220900_ulvsunda,2009,-109,male
2220900_ulvsunda,2010,-137,male
2220900_ulvsunda,2011,-124,male
2220900_ulvsunda,2012,-126,male
2220900_ulvsunda,2013,-147,male
2220900_ulvsunda,2014,-99,male
2221000_alsten,2000,-20,male
2221000_alsten,2001,-9,male
2221000_alsten,2002,-30,male
2221000_alsten,2003,-43,male
2221000_alsten,2004,-81,male
2221000_alsten,2005,-51,male
2221000_alsten,2006,-59,male
2221000_alsten,2007,-42,male
2221000_alsten,2008,-35,male
2221000_alsten,2009,-43,male
2221000_alsten,2010,-35,male
2221000_alsten,2011,-65,male
2221000_alsten,2012,-92,male
2221000_alsten,2013,-94,male
2221000_alsten,2014,-128,male
2221100_appelviken,2000,-13,male
2221100_appelviken,2001,-3,male
2221100_appelviken,2002,-20,male
2221100_appelviken,2003,-25,male
2221100_appelviken,2004,-31,male
2221100_appelviken,2005,-26,male
2221100_appelviken,2006,-50,male
2221100_appelviken,2007,-43,male
2221100_appelviken,2008,-59,male
2221100_appelviken,2009,-50,male
2221100_appelviken,2010,-63,male
2221100_appelviken,2011,-65,male
2221100_appelviken,2012,-72,male
2221100_appelviken,2013,-66,male
2221100_appelviken,2014,-81,male
2230100_grimsta,2000,-25,male
2230100_grimsta,2001,67,male
2230100_grimsta,2002,118,male
2230100_grimsta,2003,118,male
2230100_grimsta,2004,135,male
2230100_grimsta,2005,163,male
2230100_grimsta,2006,181,male
2230100_grimsta,2007,245,male
2230100_grimsta,2008,196,male
2230100_grimsta,2009,147,male
2230100_grimsta,2010,159,male
2230100_grimsta,2011,141,male
2230100_grimsta,2012,90,male
2230100_grimsta,2013,52,male
2230100_grimsta,2014,33,male
2230200_kalvesta,2000,-39,male
2230200_kalvesta,2001,-73,male
2230200_kalvesta,2002,-112,male
2230200_kalvesta,2003,-137,male
2230200_kalvesta,2004,-148,male
2230200_kalvesta,2005,-117,male
2230200_kalvesta,2006,-121,male
2230200_kalvesta,2007,-127,male
2230200_kalvesta,2008,-130,male
2230200_kalvesta,2009,-169,male
2230200_kalvesta,2010,-194,male
2230200_kalvesta,2011,-206,male
2230200_kalvesta,2012,-206,male
2230200_kalvesta,2013,-245,male
2230200_kalvesta,2014,-285,male
2230300_nalsta,2000,-19,male
2230300_nalsta,2001,-34,male
2230300_nalsta,2002,-31,male
2230300_nalsta,2003,-58,male
2230300_nalsta,2004,-77,male
2230300_nalsta,2005,-84,male
2230300_nalsta,2006,-41,male
2230300_nalsta,2007,-58,male
2230300_nalsta,2008,-81,male
2230300_nalsta,2009,-89,male
2230300_nalsta,2010,-81,male
2230300_nalsta,2011,-71,male
2230300_nalsta,2012,-54,male
2230300_nalsta,2013,-87,male
2230300_nalsta,2014,-91,male
2230420_vastra_racksta,2000,-6,male
2230420_vastra_racksta,2001,-37,male
2230420_vastra_racksta,2002,-15,male
2230420_vastra_racksta,2003,-50,male
2230420_vastra_racksta,2004,-90,male
2230420_vastra_racksta,2005,-87,male
2230420_vastra_racksta,2006,-139,male
2230420_vastra_racksta,2007,-75,male
2230420_vastra_racksta,2008,25,male
2230420_vastra_racksta,2009,92,male
2230420_vastra_racksta,2010,208,male
2230420_vastra_racksta,2011,325,male
2230420_vastra_racksta,2012,382,male
2230420_vastra_racksta,2013,372,male
2230420_vastra_racksta,2014,367,male
2230430_ostra_racksta,2000,4,male
2230430_ostra_racksta,2001,7,male
2230430_ostra_racksta,2002,7,male
2230430_ostra_racksta,2003,-2,male
2230430_ostra_racksta,2004,-5,male
2230430_ostra_racksta,2005,1,male
2230430_ostra_racksta,2006,-8,male
2230430_ostra_racksta,2007,-5,male
2230430_ostra_racksta,2008,8,male
2230430_ostra_racksta,2009,4,male
2230430_ostra_racksta,2010,20,male
2230430_ostra_racksta,2011,0,male
2230430_ostra_racksta,2012,-1,male
2230430_ostra_racksta,2013,0,male
2230430_ostra_racksta,2014,3,male
2230440_racksta_sjukhus,2000,10,male
2230440_racksta_sjukhus,2001,-6,male
2230440_racksta_sjukhus,2002,-27,male
2230440_racksta_sjukhus,2003,-59,male
2230440_racksta_sjukhus,2004,-33,male
2230440_racksta_sjukhus,2005,-27,male
2230440_racksta_sjukhus,2006,-4,male
2230440_racksta_sjukhus,2007,3,male
2230440_racksta_sjukhus,2008,40,male
2230440_racksta_sjukhus,2009,25,male
2230440_racksta_sjukhus,2010,69,male
2230440_racksta_sjukhus,2011,81,male
2230440_racksta_sjukhus,2012,62,male
2230440_racksta_sjukhus,2013,52,male
2230440_racksta_sjukhus,2014,50,male
2230520_norra_vinsta,2000,-15,male
2230520_norra_vinsta,2001,-20,male
2230520_norra_vinsta,2002,-55,male
2230520_norra_vinsta,2003,-65,male
2230520_norra_vinsta,2004,-52,male
2230520_norra_vinsta,2005,-67,male
2230520_norra_vinsta,2006,-69,male
2230520_norra_vinsta,2007,-109,male
2230520_norra_vinsta,2008,-121,male
2230520_norra_vinsta,2009,-141,male
2230520_norra_vinsta,2010,-149,male
2230520_norra_vinsta,2011,-150,male
2230520_norra_vinsta,2012,8,male
2230520_norra_vinsta,2013,192,male
2230520_norra_vinsta,2014,250,male
2230560_sodra_vinsta,2000,11,male
2230560_sodra_vinsta,2001,21,male
2230560_sodra_vinsta,2002,17,male
2230560_sodra_vinsta,2003,48,male
2230560_sodra_vinsta,2004,63,male
2230560_sodra_vinsta,2005,66,male
2230560_sodra_vinsta,2006,65,male
2230560_sodra_vinsta,2007,62,male
2230560_sodra_vinsta,2008,55,male
2230560_sodra_vinsta,2009,59,male
2230560_sodra_vinsta,2010,43,male
2230560_sodra_vinsta,2011,39,male
2230560_sodra_vinsta,2012,-15,male
2230560_sodra_vinsta,2013,-13,male
2230560_sodra_vinsta,2014,-5,male
2230610_vallingby_centrum,2000,0,male
2230610_vallingby_centrum,2001,2,male
2230610_vallingby_centrum,2002,-10,male
2230610_vallingby_centrum,2003,-5,male
2230610_vallingby_centrum,2004,-11,male
2230610_vallingby_centrum,2005,-7,male
2230610_vallingby_centrum,2006,4,male
2230610_vallingby_centrum,2007,-2,male
2230610_vallingby_centrum,2008,-6,male
2230610_vallingby_centrum,2009,64,male
2230610_vallingby_centrum,2010,198,male
2230610_vallingby_centrum,2011,206,male
2230610_vallingby_centrum,2012,194,male
2230610_vallingby_centrum,2013,198,male
2230610_vallingby_centrum,2014,183,male
2230620_sodra_vallingby,2000,-17,male
2230620_sodra_vallingby,2001,-17,male
2230620_sodra_vallingby,2002,-6,male
2230620_sodra_vallingby,2003,-2,male
2230620_sodra_vallingby,2004,-8,male
2230620_sodra_vallingby,2005,-51,male
2230620_sodra_vallingby,2006,92,male
2230620_sodra_vallingby,2007,116,male
2230620_sodra_vallingby,2008,131,male
2230620_sodra_vallingby,2009,145,male
2230620_sodra_vallingby,2010,161,male
2230620_sodra_vallingby,2011,167,male
2230620_sodra_vallingby,2012,177,male
2230620_sodra_vallingby,2013,185,male
2230620_sodra_vallingby,2014,226,male
2230630_norra_vallingby,2000,5,male
2230630_norra_vallingby,2001,16,male
2230630_norra_vallingby,2002,20,male
2230630_norra_vallingby,2003,9,male
2230630_norra_vallingby,2004,3,male
2230630_norra_vallingby,2005,24,male
2230630_norra_vallingby,2006,31,male
2230630_norra_vallingby,2007,32,male
2230630_norra_vallingby,2008,29,male
2230630_norra_vallingby,2009,39,male
2230630_norra_vallingby,2010,38,male
2230630_norra_vallingby,2011,43,male
2230630_norra_vallingby,2012,48,male
2230630_norra_vallingby,2013,65,male
2230630_norra_vallingby,2014,89,male
2240121_sodra_bromsten_n,2000,0,male
2240121_sodra_bromsten_n,2001,19,male
2240121_sodra_bromsten_n,2002,21,male
2240121_sodra_bromsten_n,2003,33,male
2240121_sodra_bromsten_n,2004,27,male
2240121_sodra_bromsten_n,2005,16,male
2240121_sodra_bromsten_n,2006,19,male
2240121_sodra_bromsten_n,2007,12,male
2240121_sodra_bromsten_n,2008,17,male
2240121_sodra_bromsten_n,2009,5,male
2240121_sodra_bromsten_n,2010,15,male
2240121_sodra_bromsten_n,2011,25,male
2240121_sodra_bromsten_n,2012,25,male
2240121_sodra_bromsten_n,2013,29,male
2240121_sodra_bromsten_n,2014,17,male
2240122_sodra_bromsten_s,2000,9,male
2240122_sodra_bromsten_s,2001,-3,male
2240122_sodra_bromsten_s,2002,0,male
2240122_sodra_bromsten_s,2003,-4,male
2240122_sodra_bromsten_s,2004,3,male
2240122_sodra_bromsten_s,2005,-7,male
2240122_sodra_bromsten_s,2006,-5,male
2240122_sodra_bromsten_s,2007,66,male
2240122_sodra_bromsten_s,2008,70,male
2240122_sodra_bromsten_s,2009,60,male
2240122_sodra_bromsten_s,2010,66,male
2240122_sodra_bromsten_s,2011,60,male
2240122_sodra_bromsten_s,2012,58,male
2240122_sodra_bromsten_s,2013,52,male
2240122_sodra_bromsten_s,2014,40,male
2240130_norra_bromsten,2000,-12,male
2240130_norra_bromsten,2001,-9,male
2240130_norra_bromsten,2002,0,male
2240130_norra_bromsten,2003,-26,male
2240130_norra_bromsten,2004,-45,male
2240130_norra_bromsten,2005,-81,male
2240130_norra_bromsten,2006,-51,male
2240130_norra_bromsten,2007,-26,male
2240130_norra_bromsten,2008,-73,male
2240130_norra_bromsten,2009,-86,male
2240130_norra_bromsten,2010,-70,male
2240130_norra_bromsten,2011,-89,male
2240130_norra_bromsten,2012,-134,male
2240130_norra_bromsten,2013,-127,male
2240130_norra_bromsten,2014,-144,male
2240200_flysta,2000,15,male
2240200_flysta,2001,11,male
2240200_flysta,2002,16,male
2240200_flysta,2003,-2,male
2240200_flysta,2004,4,male
2240200_flysta,2005,3,male
2240200_flysta,2006,-1,male
2240200_flysta,2007,-27,male
2240200_flysta,2008,-26,male
2240200_flysta,2009,-35,male
2240200_flysta,2010,-27,male
2240200_flysta,2011,-26,male
2240200_flysta,2012,-44,male
2240200_flysta,2013,-36,male
2240200_flysta,2014,-39,male
2240520_okand,2000,-38,male
2240520_okand,2001,-121,male
2240520_okand,2002,-258,male
2240520_okand,2003,-482,male
2240520_okand,2004,-756,male
2240520_okand,2005,-1053,male
2240520_okand,2006,-1183,male
2240520_okand,2007,-1330,male
2240520_okand,2008,-1479,male
2240520_okand,2009,-1615,male
2240521_norra_rinkeby_kvarnby,2010,-67,male
2240521_norra_rinkeby_kvarnby,2011,-105,male
2240521_norra_rinkeby_kvarnby,2012,-268,male
2240521_norra_rinkeby_kvarnby,2013,-335,male
2240521_norra_rinkeby_kvarnby,2014,-518,male
2240522_norra_rinkeby_askeby,2010,-31,male
2240522_norra_rinkeby_askeby,2011,-58,male
2240522_norra_rinkeby_askeby,2012,-131,male
2240522_norra_rinkeby_askeby,2013,-222,male
2240522_norra_rinkeby_askeby,2014,-242,male
2240530_okand,2000,-31,male
2240530_okand,2001,-94,male
2240530_okand,2002,-139,male
2240530_okand,2003,-250,male
2240530_okand,2004,-375,male
2240530_okand,2005,-537,male
2240530_okand,2006,-709,male
2240530_okand,2007,-830,male
2240530_okand,2008,-1049,male
2240530_okand,2009,-1239,male
