basomrade,year,mean_income_aged_lt_20,gender
1310190_kronoberg,2008,339168.66,both
1310190_kronoberg,2009,343981.83,both
1310190_kronoberg,2010,350190.4,both
1310190_kronoberg,2011,385102.96,both
1310190_kronoberg,2012,376583.58,both
1310190_kronoberg,2013,386696.87,both
1310190_kronoberg,2014,404747.95,both
1320110_karlsvik,2000,274011.45,both
1320110_karlsvik,2001,294558.72,both
1320110_karlsvik,2002,290192.21,both
1320110_karlsvik,2003,286474.18,both
1320110_karlsvik,2004,299388.04,both
1320110_karlsvik,2005,314015.84,both
1320110_karlsvik,2006,323507.17,both
1320110_karlsvik,2007,350564.75,both
1320110_karlsvik,2008,372418.98,both
1320110_karlsvik,2009,374304.97,both
1320110_karlsvik,2010,388266.23,both
1320110_karlsvik,2011,398392.03,both
1320110_karlsvik,2012,410783.85,both
1320110_karlsvik,2013,415816.2,both
1320110_karlsvik,2014,422701.91,both
1320120_hemmet,2000,240644.06,both
1320120_hemmet,2001,248564.29,both
1320120_hemmet,2002,253888.68,both
1320120_hemmet,2003,254399.13,both
1320120_hemmet,2004,263200.89,both
1320120_hemmet,2005,273393.71,both
1320120_hemmet,2006,299372.22,both
1320120_hemmet,2007,326856.38,both
1320120_hemmet,2008,343528.37,both
1320120_hemmet,2009,354653.48,both
1320120_hemmet,2010,361796.32,both
1320120_hemmet,2011,373939.39,both
1320120_hemmet,2012,385766.57,both
1320120_hemmet,2013,398089.25,both
1320120_hemmet,2014,409792.0,both
1320130_fridhemsplan,2000,216477.71,both
1320130_fridhemsplan,2001,267377.84,both
1320130_fridhemsplan,2002,279355.2,both
1320130_fridhemsplan,2003,302957.89,both
1320130_fridhemsplan,2004,320444.63,both
1320130_fridhemsplan,2005,336725.51,both
1320130_fridhemsplan,2006,338986.22,both
1320130_fridhemsplan,2007,358564.91,both
1320130_fridhemsplan,2008,389527.12,both
1320130_fridhemsplan,2009,381189.45,both
1320130_fridhemsplan,2010,398585.81,both
1320130_fridhemsplan,2011,418862.39,both
1320130_fridhemsplan,2012,422221.51,both
1320130_fridhemsplan,2013,426597.62,both
1320130_fridhemsplan,2014,431221.01,both
1320140_s_t_eriksgatan,2000,234305.08,both
1320140_s_t_eriksgatan,2001,244141.39,both
1320140_s_t_eriksgatan,2002,248935.18,both
1320140_s_t_eriksgatan,2003,255436.67,both
1320140_s_t_eriksgatan,2004,260733.08,both
1320140_s_t_eriksgatan,2005,272302.07,both
1320140_s_t_eriksgatan,2006,289788.79,both
1320140_s_t_eriksgatan,2007,313040.69,both
1320140_s_t_eriksgatan,2008,325124.07,both
1320140_s_t_eriksgatan,2009,327454.07,both
1320140_s_t_eriksgatan,2010,336655.28,both
1320140_s_t_eriksgatan,2011,348652.96,both
1320140_s_t_eriksgatan,2012,361854.1,both
1320140_s_t_eriksgatan,2013,373921.35,both
1320140_s_t_eriksgatan,2014,381299.45,both
1320150_alstromergatan,2000,241775.22,both
1320150_alstromergatan,2001,253877.52,both
1320150_alstromergatan,2002,258134.76,both
1320150_alstromergatan,2003,257811.06,both
1320150_alstromergatan,2004,264915.52,both
1320150_alstromergatan,2005,276319.44,both
1320150_alstromergatan,2006,283926.26,both
1320150_alstromergatan,2007,305295.16,both
1320150_alstromergatan,2008,323445.32,both
1320150_alstromergatan,2009,323060.5,both
1320150_alstromergatan,2010,333807.63,both
1320150_alstromergatan,2011,342606.21,both
1320150_alstromergatan,2012,352647.78,both
1320150_alstromergatan,2013,359839.56,both
1320150_alstromergatan,2014,367335.2,both
1320210_ralambshov,2000,274091.03,both
1320210_ralambshov,2001,284346.03,both
1320210_ralambshov,2002,263536.23,both
1320210_ralambshov,2003,269866.35,both
1320210_ralambshov,2004,289770.78,both
1320210_ralambshov,2005,285932.32,both
1320210_ralambshov,2006,279406.67,both
1320210_ralambshov,2007,293225.94,both
1320210_ralambshov,2008,311510.99,both
1320210_ralambshov,2009,340711.43,both
1320210_ralambshov,2010,343471.88,both
1320210_ralambshov,2011,358278.77,both
1320210_ralambshov,2012,374241.08,both
1320210_ralambshov,2013,375887.24,both
1320210_ralambshov,2014,381702.96,both
1320220_svedbergsplan,2000,211237.34,both
1320220_svedbergsplan,2001,226915.29,both
1320220_svedbergsplan,2002,240403.27,both
1320220_svedbergsplan,2003,239693.54,both
1320220_svedbergsplan,2004,247289.31,both
1320220_svedbergsplan,2005,250247.11,both
1320220_svedbergsplan,2006,266855.87,both
1320220_svedbergsplan,2007,274995.81,both
1320220_svedbergsplan,2008,282703.92,both
1320220_svedbergsplan,2009,298610.25,both
1320220_svedbergsplan,2010,299436.56,both
1320220_svedbergsplan,2011,318779.99,both
1320220_svedbergsplan,2012,328180.95,both
1320220_svedbergsplan,2013,329115.93,both
1320220_svedbergsplan,2014,345756.55,both
1320240_mariebergsparken,2000,247228.38,both
1320240_mariebergsparken,2001,254647.81,both
1320240_mariebergsparken,2002,262902.98,both
1320240_mariebergsparken,2003,280532.59,both
1320240_mariebergsparken,2004,295543.48,both
1320240_mariebergsparken,2005,307599.06,both
1320240_mariebergsparken,2006,313392.64,both
1320240_mariebergsparken,2007,330201.97,both
1320240_mariebergsparken,2008,344119.22,both
1320240_mariebergsparken,2009,356454.7,both
1320240_mariebergsparken,2010,355116.35,both
1320240_mariebergsparken,2011,357500.06,both
1320240_mariebergsparken,2012,376858.63,both
1320240_mariebergsparken,2013,391847.54,both
1320240_mariebergsparken,2014,385030.54,both
1320310_ostra_stadshagen,2000,174302.82,both
1320310_ostra_stadshagen,2001,185245.37,both
1320310_ostra_stadshagen,2002,187815.21,both
1320310_ostra_stadshagen,2003,188474.43,both
1320310_ostra_stadshagen,2004,190698.75,both
1320310_ostra_stadshagen,2005,205929.94,both
1320310_ostra_stadshagen,2006,221727.13,both
1320310_ostra_stadshagen,2007,239194.16,both
1320310_ostra_stadshagen,2008,245299.77,both
1320310_ostra_stadshagen,2009,243927.35,both
1320310_ostra_stadshagen,2010,243568.67,both
1320310_ostra_stadshagen,2011,255262.83,both
1320310_ostra_stadshagen,2012,265911.3,both
1320310_ostra_stadshagen,2013,270319.85,both
1320310_ostra_stadshagen,2014,277669.87,both
1320410_vastra_kristineberg,2000,232554.6,both
1320410_vastra_kristineberg,2001,250033.11,both
1320410_vastra_kristineberg,2002,251385.21,both
1320410_vastra_kristineberg,2003,251253.98,both
1320410_vastra_kristineberg,2004,259251.45,both
1320410_vastra_kristineberg,2005,279063.59,both
1320410_vastra_kristineberg,2006,284726.38,both
1320410_vastra_kristineberg,2007,296946.87,both
1320410_vastra_kristineberg,2008,306634.58,both
1320410_vastra_kristineberg,2009,308194.68,both
1320410_vastra_kristineberg,2010,318089.9,both
1320410_vastra_kristineberg,2011,327329.1,both
1320410_vastra_kristineberg,2012,334782.1,both
1320410_vastra_kristineberg,2013,339753.22,both
1320410_vastra_kristineberg,2014,347307.86,both
1320420_thorildsplan,2000,206221.91,both
1320420_thorildsplan,2001,225099.08,both
1320420_thorildsplan,2002,231215.7,both
1320420_thorildsplan,2003,237649.35,both
1320420_thorildsplan,2004,248046.93,both
1320420_thorildsplan,2005,253602.28,both
1320420_thorildsplan,2006,261667.66,both
1320420_thorildsplan,2007,275243.31,both
1320420_thorildsplan,2008,294112.05,both
1320420_thorildsplan,2009,295405.57,both
1320420_thorildsplan,2010,303521.34,both
1320420_thorildsplan,2011,315709.48,both
1320420_thorildsplan,2012,322413.32,both
1320420_thorildsplan,2013,324957.64,both
1320420_thorildsplan,2014,333221.95,both
1320500_fredhall,2000,215149.77,both
1320500_fredhall,2001,234462.28,both
1320500_fredhall,2002,239120.6,both
1320500_fredhall,2003,241740.46,both
1320500_fredhall,2004,245115.39,both
1320500_fredhall,2005,254802.31,both
1320500_fredhall,2006,267303.34,both
1320500_fredhall,2007,282298.72,both
1320500_fredhall,2008,294815.42,both
1320500_fredhall,2009,294524.45,both
1320500_fredhall,2010,301142.02,both
1320500_fredhall,2011,309905.43,both
1320500_fredhall,2012,317057.53,both
1320500_fredhall,2013,323934.11,both
1320500_fredhall,2014,336756.33,both
1330100_lilla_essingen,2000,203153.59,both
1330100_lilla_essingen,2001,223821.99,both
1330100_lilla_essingen,2002,230622.44,both
1330100_lilla_essingen,2003,243606.99,both
1330100_lilla_essingen,2004,267229.78,both
1330100_lilla_essingen,2005,279269.33,both
1330100_lilla_essingen,2006,297693.4,both
1330100_lilla_essingen,2007,319436.33,both
1330100_lilla_essingen,2008,339217.36,both
1330100_lilla_essingen,2009,334701.57,both
1330100_lilla_essingen,2010,344251.58,both
1330100_lilla_essingen,2011,356956.27,both
1330100_lilla_essingen,2012,370576.71,both
1330100_lilla_essingen,2013,372362.72,both
1330100_lilla_essingen,2014,379318.49,both
1330200_stora_essingen,2000,260839.68,both
1330200_stora_essingen,2001,276192.81,both
1330200_stora_essingen,2002,278621.1,both
1330200_stora_essingen,2003,285367.25,both
1330200_stora_essingen,2004,286557.94,both
1330200_stora_essingen,2005,302866.92,both
1330200_stora_essingen,2006,309957.29,both
1330200_stora_essingen,2007,331727.36,both
1330200_stora_essingen,2008,347761.1,both
1330200_stora_essingen,2009,350575.57,both
1330200_stora_essingen,2010,357172.08,both
1330200_stora_essingen,2011,365222.71,both
1330200_stora_essingen,2012,385174.44,both
1330200_stora_essingen,2013,395878.79,both
1330200_stora_essingen,2014,416022.35,both
1410110_mariaberget,2000,242909.38,both
1410110_mariaberget,2001,255754.55,both
1410110_mariaberget,2002,260763.33,both
1410110_mariaberget,2003,266808.56,both
1410110_mariaberget,2004,273741.15,both
1410110_mariaberget,2005,275082.1,both
1410110_mariaberget,2006,296070.04,both
1410110_mariaberget,2007,303388.54,both
1410110_mariaberget,2008,321515.06,both
1410110_mariaberget,2009,319511.15,both
1410110_mariaberget,2010,320322.87,both
1410110_mariaberget,2011,335080.46,both
1410110_mariaberget,2012,347878.93,both
1410110_mariaberget,2013,351768.36,both
1410110_mariaberget,2014,374057.04,both
1410120_maria_kyrka,2000,227675.27,both
1410120_maria_kyrka,2001,243863.05,both
1410120_maria_kyrka,2002,251297.52,both
1410120_maria_kyrka,2003,259406.26,both
1410120_maria_kyrka,2004,268686.14,both
1410120_maria_kyrka,2005,283407.73,both
1410120_maria_kyrka,2006,293127.36,both
1410120_maria_kyrka,2007,311691.91,both
1410120_maria_kyrka,2008,323618.13,both
1410120_maria_kyrka,2009,322747.7,both
1410120_maria_kyrka,2010,327324.93,both
1410120_maria_kyrka,2011,340402.36,both
1410120_maria_kyrka,2012,353306.88,both
1410120_maria_kyrka,2013,361981.76,both
1410120_maria_kyrka,2014,365092.94,both
1410130_swedenborgsgatan,2000,236086.38,both
1410130_swedenborgsgatan,2001,254012.83,both
1410130_swedenborgsgatan,2002,258871.61,both
1410130_swedenborgsgatan,2003,262647.24,both
1410130_swedenborgsgatan,2004,264477.97,both
1410130_swedenborgsgatan,2005,269453.43,both
1410130_swedenborgsgatan,2006,280856.47,both
1410130_swedenborgsgatan,2007,292891.53,both
1410130_swedenborgsgatan,2008,307467.32,both
1410130_swedenborgsgatan,2009,307300.5,both
1410130_swedenborgsgatan,2010,312840.82,both
1410130_swedenborgsgatan,2011,326254.33,both
1410130_swedenborgsgatan,2012,340023.01,both
1410130_swedenborgsgatan,2013,349467.63,both
1410130_swedenborgsgatan,2014,360346.87,both
1410140_gullfjardsplan,2000,272101.81,both
1410140_gullfjardsplan,2001,299232.76,both
1410140_gullfjardsplan,2002,299067.69,both
1410140_gullfjardsplan,2003,300788.35,both
1410140_gullfjardsplan,2004,310805.92,both
1410140_gullfjardsplan,2005,319491.96,both
1410140_gullfjardsplan,2006,332035.96,both
1410140_gullfjardsplan,2007,336936.37,both
1410140_gullfjardsplan,2008,358688.39,both
1410140_gullfjardsplan,2009,356423.87,both
1410140_gullfjardsplan,2010,356039.08,both
1410140_gullfjardsplan,2011,367629.29,both
1410140_gullfjardsplan,2012,381156.4,both
1410140_gullfjardsplan,2013,383473.46,both
1410140_gullfjardsplan,2014,393939.09,both
1410150_bergsgruvan,2000,200311.51,both
1410150_bergsgruvan,2001,210641.47,both
1410150_bergsgruvan,2002,214648.83,both
1410150_bergsgruvan,2003,217983.57,both
1410150_bergsgruvan,2004,231865.92,both
1410150_bergsgruvan,2005,244777.5,both
1410150_bergsgruvan,2006,257951.83,both
1410150_bergsgruvan,2007,262862.06,both
1410150_bergsgruvan,2008,269243.08,both
1410150_bergsgruvan,2009,278559.27,both
1410150_bergsgruvan,2010,287799.99,both
1410150_bergsgruvan,2011,308906.28,both
1410150_bergsgruvan,2012,327795.48,both
1410150_bergsgruvan,2013,340937.62,both
1410150_bergsgruvan,2014,361230.99,both
1410210_sodra_station_vast,2000,247578.39,both
1410210_sodra_station_vast,2001,256730.29,both
1410210_sodra_station_vast,2002,266954.65,both
1410210_sodra_station_vast,2003,272844.1,both
1410210_sodra_station_vast,2004,278150.08,both
1410210_sodra_station_vast,2005,280179.88,both
1410210_sodra_station_vast,2006,292335.12,both
1410210_sodra_station_vast,2007,300350.04,both
1410210_sodra_station_vast,2008,309372.15,both
1410210_sodra_station_vast,2009,318296.3,both
1410210_sodra_station_vast,2010,329635.5,both
1410210_sodra_station_vast,2011,337708.18,both
1410210_sodra_station_vast,2012,356840.27,both
1410210_sodra_station_vast,2013,361281.9,both
1410210_sodra_station_vast,2014,377656.87,both
1410220_sodra_station_ost,2000,255379.07,both
1410220_sodra_station_ost,2001,275161.52,both
1410220_sodra_station_ost,2002,279524.48,both
1410220_sodra_station_ost,2003,290112.24,both
1410220_sodra_station_ost,2004,301208.03,both
1410220_sodra_station_ost,2005,305840.47,both
1410220_sodra_station_ost,2006,309367.43,both
1410220_sodra_station_ost,2007,318873.61,both
1410220_sodra_station_ost,2008,336870.48,both
1410220_sodra_station_ost,2009,338030.66,both
1410220_sodra_station_ost,2010,344024.96,both
1410220_sodra_station_ost,2011,355237.4,both
1410220_sodra_station_ost,2012,367526.92,both
1410220_sodra_station_ost,2013,376516.37,both
1410220_sodra_station_ost,2014,385861.55,both
1420110_hogalidskyrkan,2000,229402.65,both
1420110_hogalidskyrkan,2001,240693.72,both
1420110_hogalidskyrkan,2002,251866.28,both
1420110_hogalidskyrkan,2003,253784.08,both
1420110_hogalidskyrkan,2004,257314.46,both
1420110_hogalidskyrkan,2005,267589.78,both
1420110_hogalidskyrkan,2006,283438.33,both
1420110_hogalidskyrkan,2007,299262.27,both
1420110_hogalidskyrkan,2008,309899.7,both
1420110_hogalidskyrkan,2009,314383.35,both
1420110_hogalidskyrkan,2010,318666.48,both
1420110_hogalidskyrkan,2011,327129.12,both
1420110_hogalidskyrkan,2012,339569.75,both
1420110_hogalidskyrkan,2013,347299.3,both
1420110_hogalidskyrkan,2014,361781.07,both
1420120_skinnarviksringen,2000,209391.88,both
1420120_skinnarviksringen,2001,224667.76,both
1420120_skinnarviksringen,2002,227245.07,both
1420120_skinnarviksringen,2003,229388.82,both
1420120_skinnarviksringen,2004,233685.48,both
1420120_skinnarviksringen,2005,244916.06,both
1420120_skinnarviksringen,2006,253741.98,both
1420120_skinnarviksringen,2007,266663.25,both
1420120_skinnarviksringen,2008,281036.67,both
1420120_skinnarviksringen,2009,281608.18,both
1420120_skinnarviksringen,2010,288397.18,both
1420120_skinnarviksringen,2011,296612.55,both
1420120_skinnarviksringen,2012,305338.63,both
1420120_skinnarviksringen,2013,309541.35,both
1420120_skinnarviksringen,2014,319519.11,both
1420130_ludvigsberg,2000,203327.59,both
1420130_ludvigsberg,2001,211897.37,both
1420130_ludvigsberg,2002,221697.13,both
1420130_ludvigsberg,2003,224629.65,both
1420130_ludvigsberg,2004,227632.11,both
1420130_ludvigsberg,2005,236592.97,both
1420130_ludvigsberg,2006,243248.32,both
1420130_ludvigsberg,2007,259485.59,both
1420130_ludvigsberg,2008,271022.21,both
1420130_ludvigsberg,2009,282769.86,both
1420130_ludvigsberg,2010,294062.41,both
1420130_ludvigsberg,2011,311102.52,both
1420130_ludvigsberg,2012,316520.19,both
1420130_ludvigsberg,2013,326143.62,both
1420130_ludvigsberg,2014,335224.55,both
1420140_bergsund,2000,197738.13,both
1420140_bergsund,2001,211642.57,both
1420140_bergsund,2002,216092.36,both
1420140_bergsund,2003,215320.7,both
1420140_bergsund,2004,214644.34,both
1420140_bergsund,2005,221465.24,both
1420140_bergsund,2006,230704.87,both
1420140_bergsund,2007,243340.76,both
1420140_bergsund,2008,254470.53,both
1420140_bergsund,2009,261465.11,both
1420140_bergsund,2010,268385.65,both
1420140_bergsund,2011,279187.33,both
1420140_bergsund,2012,284596.63,both
1420140_bergsund,2013,293422.16,both
1420140_bergsund,2014,301841.47,both
1420210_hornstull,2000,191888.94,both
1420210_hornstull,2001,201724.58,both
1420210_hornstull,2002,209668.67,both
1420210_hornstull,2003,217690.76,both
1420210_hornstull,2004,222289.19,both
1420210_hornstull,2005,230717.56,both
1420210_hornstull,2006,239698.14,both
1420210_hornstull,2007,252908.81,both
1420210_hornstull,2008,264992.88,both
1420210_hornstull,2009,267481.88,both
1420210_hornstull,2010,278110.04,both
1420210_hornstull,2011,288824.05,both
1420210_hornstull,2012,299295.46,both
1420210_hornstull,2013,308468.5,both
1420210_hornstull,2014,312435.96,both
1420220_bysistappan,2000,227678.24,both
1420220_bysistappan,2001,240738.37,both
1420220_bysistappan,2002,251569.46,both
1420220_bysistappan,2003,250026.03,both
1420220_bysistappan,2004,254539.98,both
1420220_bysistappan,2005,266007.67,both
1420220_bysistappan,2006,278836.82,both
1420220_bysistappan,2007,291109.73,both
1420220_bysistappan,2008,301214.68,both
1420220_bysistappan,2009,309876.89,both
1420220_bysistappan,2010,309514.62,both
1420220_bysistappan,2011,312084.17,both
1420220_bysistappan,2012,324317.88,both
1420220_bysistappan,2013,338053.55,both
1420220_bysistappan,2014,349366.13,both
1420230_sodra_namndhuset,2000,203214.49,both
1420230_sodra_namndhuset,2001,221117.06,both
1420230_sodra_namndhuset,2002,223920.34,both
1420230_sodra_namndhuset,2003,224328.08,both
1420230_sodra_namndhuset,2004,227147.53,both
1420230_sodra_namndhuset,2005,232837.75,both
1420230_sodra_namndhuset,2006,246073.29,both
1420230_sodra_namndhuset,2007,258801.4,both
1420230_sodra_namndhuset,2008,276674.32,both
1420230_sodra_namndhuset,2009,282163.81,both
1420230_sodra_namndhuset,2010,287140.33,both
1420230_sodra_namndhuset,2011,300562.49,both
1420230_sodra_namndhuset,2012,312481.01,both
1420230_sodra_namndhuset,2013,315556.17,both
1420230_sodra_namndhuset,2014,328058.7,both
1420240_zinkensdamm,2000,227085.07,both
1420240_zinkensdamm,2001,236228.6,both
1420240_zinkensdamm,2002,243493.4,both
1420240_zinkensdamm,2003,246298.63,both
1420240_zinkensdamm,2004,250143.02,both
1420240_zinkensdamm,2005,262824.21,both
1420240_zinkensdamm,2006,264849.55,both
1420240_zinkensdamm,2007,279159.66,both
1420240_zinkensdamm,2008,293790.8,both
1420240_zinkensdamm,2009,295972.77,both
1420240_zinkensdamm,2010,298766.17,both
1420240_zinkensdamm,2011,312479.43,both
1420240_zinkensdamm,2012,326810.54,both
1420240_zinkensdamm,2013,336093.62,both
1420240_zinkensdamm,2014,345368.93,both
1420310_sodersjukhuset,2000,171627.71,both
1420310_sodersjukhuset,2001,184010.44,both
1420310_sodersjukhuset,2002,184369.25,both
1420310_sodersjukhuset,2003,189083.94,both
1420310_sodersjukhuset,2004,190964.12,both
1420310_sodersjukhuset,2005,191045.39,both
1420310_sodersjukhuset,2006,193038.94,both
1420310_sodersjukhuset,2007,248164.97,both
1420310_sodersjukhuset,2008,236642.25,both
1420310_sodersjukhuset,2009,254533.52,both
1420310_sodersjukhuset,2010,256358.96,both
1420310_sodersjukhuset,2011,281433.35,both
1420310_sodersjukhuset,2012,284834.33,both
1420310_sodersjukhuset,2013,303448.38,both
1420310_sodersjukhuset,2014,313653.52,both
1420320_tanto,2000,240279.16,both
1420320_tanto,2001,250633.18,both
1420320_tanto,2002,257100.77,both
1420320_tanto,2003,266380.99,both
1420320_tanto,2004,271302.93,both
1420320_tanto,2005,277202.65,both
1420320_tanto,2006,291287.25,both
1420320_tanto,2007,297579.18,both
1420320_tanto,2008,303909.32,both
1420320_tanto,2009,311647.24,both
1420320_tanto,2010,317091.47,both
1420320_tanto,2011,316924.46,both
1420320_tanto,2012,330251.61,both
1420320_tanto,2013,335736.94,both
1420320_tanto,2014,342939.79,both
1420330_skoldgatan_syd,2000,233038.39,both
1420330_skoldgatan_syd,2001,252820.16,both
1420330_skoldgatan_syd,2002,252492.85,both
1420330_skoldgatan_syd,2003,254539.98,both
1420330_skoldgatan_syd,2004,261519.13,both
1420330_skoldgatan_syd,2005,258755.11,both
1420330_skoldgatan_syd,2006,276463.64,both
1420330_skoldgatan_syd,2007,283920.17,both
1420330_skoldgatan_syd,2008,299116.79,both
1420330_skoldgatan_syd,2009,297384.04,both
1420330_skoldgatan_syd,2010,299838.92,both
1420330_skoldgatan_syd,2011,295907.79,both
1420330_skoldgatan_syd,2012,298194.74,both
1420330_skoldgatan_syd,2013,312834.29,both
1420330_skoldgatan_syd,2014,322567.43,both
1420360_skoldgatan_nord,2000,198945.87,both
1420360_skoldgatan_nord,2001,212876.6,both
1420360_skoldgatan_nord,2002,207927.22,both
1420360_skoldgatan_nord,2003,215925.76,both
1420360_skoldgatan_nord,2004,221508.58,both
1420360_skoldgatan_nord,2005,229998.99,both
1420360_skoldgatan_nord,2006,237512.26,both
1420360_skoldgatan_nord,2007,239631.12,both
1420360_skoldgatan_nord,2008,248538.49,both
1420360_skoldgatan_nord,2009,258283.1,both
1420360_skoldgatan_nord,2010,273220.48,both
1420360_skoldgatan_nord,2011,286676.64,both
1420360_skoldgatan_nord,2012,299689.32,both
1420360_skoldgatan_nord,2013,307389.19,both
1420360_skoldgatan_nord,2014,324918.33,both
1420410_langholmen,2000,247307.11,both
1420410_langholmen,2001,244637.67,both
1420410_langholmen,2002,268249.24,both
1420410_langholmen,2003,275560.36,both
1420410_langholmen,2004,275123.3,both
1420410_langholmen,2005,296135.02,both
1420410_langholmen,2006,306078.13,both
1420410_langholmen,2007,309496.74,both
1420410_langholmen,2008,313386.03,both
1420410_langholmen,2009,324837.56,both
1420410_langholmen,2010,330229.21,both
1420410_langholmen,2011,348460.54,both
1420410_langholmen,2012,331414.54,both
1420410_langholmen,2013,331854.97,both
1420410_langholmen,2014,340675.35,both
1420420_reimersholme,2000,237565.29,both
1420420_reimersholme,2001,249512.58,both
1420420_reimersholme,2002,259907.39,both
1420420_reimersholme,2003,262071.93,both
1420420_reimersholme,2004,267715.63,both
1420420_reimersholme,2005,276678.44,both
1420420_reimersholme,2006,286273.82,both
1420420_reimersholme,2007,302683.28,both
1420420_reimersholme,2008,311842.16,both
1420420_reimersholme,2009,314456.34,both
1420420_reimersholme,2010,324749.6,both
1420420_reimersholme,2011,334786.78,both
1420420_reimersholme,2012,344605.97,both
1420420_reimersholme,2013,352825.75,both
1420420_reimersholme,2014,363739.55,both
1430120_vastra_aso,2000,171949.34,both
1430120_vastra_aso,2001,179645.16,both
1430120_vastra_aso,2002,183250.66,both
1430120_vastra_aso,2003,184149.75,both
1430120_vastra_aso,2004,190804.64,both
1430120_vastra_aso,2005,189728.29,both
1430120_vastra_aso,2006,199241.88,both
1430120_vastra_aso,2007,207282.26,both
1430120_vastra_aso,2008,212463.07,both
1430120_vastra_aso,2009,212478.71,both
1430120_vastra_aso,2010,212745.25,both
1430120_vastra_aso,2011,212302.49,both
1430120_vastra_aso,2012,223756.57,both
1430120_vastra_aso,2013,230133.87,both
1430120_vastra_aso,2014,234861.72,both
1430130_blekingetappan,2000,209477.41,both
1430130_blekingetappan,2001,221262.52,both
1430130_blekingetappan,2002,226812.45,both
1430130_blekingetappan,2003,236916.61,both
1430130_blekingetappan,2004,240987.55,both
1430130_blekingetappan,2005,249108.73,both
1430130_blekingetappan,2006,262417.74,both
1430130_blekingetappan,2007,276469.32,both
1430130_blekingetappan,2008,292705.91,both
1430130_blekingetappan,2009,284999.78,both
1430130_blekingetappan,2010,296699.86,both
1430130_blekingetappan,2011,310520.22,both
1430130_blekingetappan,2012,325966.41,both
1430130_blekingetappan,2013,331254.17,both
1430130_blekingetappan,2014,337347.43,both
1430140_helgalunden,2000,198074.48,both
1430140_helgalunden,2001,207732.54,both
1430140_helgalunden,2002,214422.98,both
1430140_helgalunden,2003,221496.57,both
1430140_helgalunden,2004,225651.16,both
1430140_helgalunden,2005,232555.4,both
1430140_helgalunden,2006,245190.86,both
1430140_helgalunden,2007,256152.24,both
1430140_helgalunden,2008,272521.82,both
1430140_helgalunden,2009,277031.64,both
1430140_helgalunden,2010,281471.74,both
1430140_helgalunden,2011,291093.62,both
1430140_helgalunden,2012,298417.01,both
1430140_helgalunden,2013,306837.43,both
1430140_helgalunden,2014,317201.95,both
1430150_eriksdal,2000,199457.79,both
1430150_eriksdal,2001,214624.09,both
1430150_eriksdal,2002,230814.11,both
1430150_eriksdal,2003,237556.02,both
1430150_eriksdal,2004,245848.28,both
1430150_eriksdal,2005,260503.18,both
1430150_eriksdal,2006,263610.35,both
1430150_eriksdal,2007,277868.23,both
1430150_eriksdal,2008,285436.3,both
1430150_eriksdal,2009,288581.36,both
1430150_eriksdal,2010,286831.66,both
1430150_eriksdal,2011,300947.58,both
1430150_eriksdal,2012,314118.68,both
1430150_eriksdal,2013,317937.3,both
1430150_eriksdal,2014,331674.22,both
1430160_asotorget,2000,295639.53,both
1430160_asotorget,2001,306810.83,both
1430160_asotorget,2002,302955.78,both
1430160_asotorget,2003,311751.42,both
1430160_asotorget,2004,321394.42,both
1430160_asotorget,2005,356066.23,both
1430160_asotorget,2006,358143.96,both
1430160_asotorget,2007,195593.65,both
1430160_asotorget,2008,203036.74,both
1430160_asotorget,2009,220816.42,both
1430160_asotorget,2010,259383.02,both
1430160_asotorget,2011,288376.79,both
1430160_asotorget,2012,294817.56,both
1430160_asotorget,2013,305662.49,both
1430160_asotorget,2014,306578.71,both
1430180_rosenlund,2000,195423.07,both
1430180_rosenlund,2001,202379.21,both
1430180_rosenlund,2002,211988.01,both
1430180_rosenlund,2003,219446.43,both
1430180_rosenlund,2004,216043.36,both
1430180_rosenlund,2005,231111.74,both
1430180_rosenlund,2006,240543.44,both
1430180_rosenlund,2007,253784.22,both
1430180_rosenlund,2008,263934.81,both
1430180_rosenlund,2009,261834.55,both
1430180_rosenlund,2010,270767.6,both
1430180_rosenlund,2011,280603.1,both
1430180_rosenlund,2012,283093.76,both
1430180_rosenlund,2013,278829.34,both
1430180_rosenlund,2014,284805.22,both
1430210_mosebacke,2000,238437.23,both
1430210_mosebacke,2001,251536.5,both
1430210_mosebacke,2002,255125.41,both
1430210_mosebacke,2003,262672.93,both
1430210_mosebacke,2004,278111.43,both
1430210_mosebacke,2005,284703.92,both
1430210_mosebacke,2006,293534.99,both
1430210_mosebacke,2007,305020.24,both
1430210_mosebacke,2008,312917.95,both
1430210_mosebacke,2009,319748.41,both
1430210_mosebacke,2010,326202.34,both
1430210_mosebacke,2011,342491.3,both
1430210_mosebacke,2012,355043.88,both
1430210_mosebacke,2013,369804.74,both
1430210_mosebacke,2014,379541.86,both
1430220_ostra_aso,2000,200312.77,both
1430220_ostra_aso,2001,214369.37,both
1430220_ostra_aso,2002,220607.08,both
1430220_ostra_aso,2003,224728.63,both
1430220_ostra_aso,2004,227637.38,both
1430220_ostra_aso,2005,240934.73,both
1430220_ostra_aso,2006,256324.71,both
1430220_ostra_aso,2007,262269.71,both
1430220_ostra_aso,2008,280492.95,both
1430220_ostra_aso,2009,283712.1,both
1430220_ostra_aso,2010,293542.97,both
1430220_ostra_aso,2011,303974.13,both
1430220_ostra_aso,2012,314987.55,both
1430220_ostra_aso,2013,315804.9,both
1430220_ostra_aso,2014,328691.09,both
