basomrade,name,municipality,is--basomrade,size
2242320_ovre_kista, Övre Kista,0180_stockholm,TRUE,big
2242330_nedre_kista, Nedre Kista,0180_stockholm,TRUE,big
3810824_brotorp, Brotorp,0183_sundbyberg,TRUE,big
3710114_jarvastaden_ostra, Järvastaden östra,0184_solna,TRUE,big
3710144_sodra_frosunda, Södra Frösunda,0184_solna,TRUE,big
3710145_norra_frosunda, Norra Frösunda,0184_solna,TRUE,big
3710421_karolinska_sjukhuset, Karolinska sjukhuset,0184_solna,TRUE,big
3710422_nya_karolinska, Nya Karolinska,0184_solna,TRUE,big
3710423_solna_kyrkby, Solna Kyrkby,0184_solna,TRUE,big
3710582_ingenting, Ingenting,0184_solna,TRUE,big
3720611_solna_station, Solna station,0184_solna,TRUE,big
3720613_brahelund, Brahelund,0184_solna,TRUE,big
3720631_rudviken, Rudviken,0184_solna,TRUE,big
3720632_vastra_hagalund, Västra Hagalund,0184_solna,TRUE,big
3720711_rasunda_kyrka, Råsunda kyrka,0184_solna,TRUE,big
3720712_sodra_rasunda, Södra Råsunda,0184_solna,TRUE,big
3720741_rasundaskolan, Råsundaskolan,0184_solna,TRUE,big
3411130_storholmen, Storholmen,0186_lidingo,TRUE,big
3510451_marsta_vastra_glesbygd, Märsta västra glesbygd,0191_sigtuna,TRUE,big
3534031_sankt_olofs_glesbygd, Sankt Olofs glesbygd,0191_sigtuna,TRUE,big
3534032_pilsbo, Pilsbo,0191_sigtuna,TRUE,big
3560510_norrsunda_glesbygd, Norrsunda glesbygd,0191_sigtuna,TRUE,big
3710112_jarvastaden_norra, Järvastaden norra,0184_solna,TRUE,big
5211452_kvarntorp_v, Kvarntorp V,0136_haninge,TRUE,big
3710152_nationalarenan, Nationalarenan,0184_solna,TRUE,big
