basomrade,year,population_20xx_12_31,gender
3610780_skansen,2001,641,male
3610780_skansen,2002,623,male
3610780_skansen,2003,630,male
3610780_skansen,2004,649,male
3610780_skansen,2005,648,male
3610780_skansen,2006,657,male
3610780_skansen,2007,663,male
3610780_skansen,2008,703,male
3610780_skansen,2009,748,male
3610780_skansen,2010,756,male
3610780_skansen,2011,759,male
3610780_skansen,2012,753,male
3610780_skansen,2013,780,male
3610780_skansen,2014,795,male
3610810_falkberget,2000,64,male
3610810_falkberget,2001,70,male
3610810_falkberget,2002,78,male
3610810_falkberget,2003,103,male
3610810_falkberget,2004,113,male
3610810_falkberget,2005,126,male
3610810_falkberget,2006,146,male
3610810_falkberget,2007,148,male
3610810_falkberget,2008,161,male
3610810_falkberget,2009,166,male
3610810_falkberget,2010,162,male
3610810_falkberget,2011,162,male
3610810_falkberget,2012,161,male
3610810_falkberget,2013,166,male
3610810_falkberget,2014,169,male
3610830_sjoberg,2000,2133,male
3610830_sjoberg,2001,2144,male
3610830_sjoberg,2002,2153,male
3610830_sjoberg,2003,2163,male
3610830_sjoberg,2004,2154,male
3610830_sjoberg,2005,2124,male
3610830_sjoberg,2006,2131,male
3610830_sjoberg,2007,2146,male
3610830_sjoberg,2008,2138,male
3610830_sjoberg,2009,2120,male
3610830_sjoberg,2010,2140,male
3610830_sjoberg,2011,2158,male
3610830_sjoberg,2012,2157,male
3610830_sjoberg,2013,2158,male
3610830_sjoberg,2014,2166,male
3610920_ostra_helenelund,2000,1499,male
3610920_ostra_helenelund,2001,1521,male
3610920_ostra_helenelund,2002,1551,male
3610920_ostra_helenelund,2003,1562,male
3610920_ostra_helenelund,2004,1577,male
3610920_ostra_helenelund,2005,1596,male
3610920_ostra_helenelund,2006,1622,male
3610920_ostra_helenelund,2007,1633,male
3610920_ostra_helenelund,2008,1669,male
3610920_ostra_helenelund,2009,1664,male
3610920_ostra_helenelund,2010,1659,male
3610920_ostra_helenelund,2011,1706,male
3610920_ostra_helenelund,2012,1690,male
3610920_ostra_helenelund,2013,1676,male
3610920_ostra_helenelund,2014,1711,male
3610931_tegelhagen,2000,641,male
3610931_tegelhagen,2001,639,male
3610931_tegelhagen,2002,617,male
3610931_tegelhagen,2003,613,male
3610931_tegelhagen,2004,607,male
3610931_tegelhagen,2005,587,male
3610931_tegelhagen,2006,600,male
3610931_tegelhagen,2007,599,male
3610931_tegelhagen,2008,604,male
3610931_tegelhagen,2009,602,male
3610931_tegelhagen,2010,607,male
3610931_tegelhagen,2011,608,male
3610931_tegelhagen,2012,622,male
3610931_tegelhagen,2013,643,male
3610931_tegelhagen,2014,649,male
3610940_helenelunds_centrum,2000,1028,male
3610940_helenelunds_centrum,2001,1032,male
3610940_helenelunds_centrum,2002,1005,male
3610940_helenelunds_centrum,2003,1014,male
3610940_helenelunds_centrum,2004,1011,male
3610940_helenelunds_centrum,2005,1020,male
3610940_helenelunds_centrum,2006,1024,male
3610940_helenelunds_centrum,2007,1033,male
3610940_helenelunds_centrum,2008,997,male
3610940_helenelunds_centrum,2009,1024,male
3610940_helenelunds_centrum,2010,1026,male
3610940_helenelunds_centrum,2011,1038,male
3610940_helenelunds_centrum,2012,1027,male
3610940_helenelunds_centrum,2013,1057,male
3610940_helenelunds_centrum,2014,1057,male
3610951_vastra_helenelund,2000,1012,male
3610951_vastra_helenelund,2001,999,male
3610951_vastra_helenelund,2002,997,male
3610951_vastra_helenelund,2003,1008,male
3610951_vastra_helenelund,2004,1005,male
3610951_vastra_helenelund,2005,1003,male
3610951_vastra_helenelund,2006,1010,male
3610951_vastra_helenelund,2007,1032,male
3610951_vastra_helenelund,2008,1056,male
3610951_vastra_helenelund,2009,1069,male
3610951_vastra_helenelund,2010,1087,male
3610951_vastra_helenelund,2011,1112,male
3610951_vastra_helenelund,2012,1110,male
3610951_vastra_helenelund,2013,1144,male
3610951_vastra_helenelund,2014,1128,male
3612710_bagarby,2000,2298,male
3612710_bagarby,2001,2281,male
3612710_bagarby,2002,2260,male
3612710_bagarby,2003,2260,male
3612710_bagarby,2004,2223,male
3612710_bagarby,2005,2177,male
3612710_bagarby,2006,2175,male
3612710_bagarby,2007,2224,male
3612710_bagarby,2008,2213,male
3612710_bagarby,2009,2214,male
3612710_bagarby,2010,2324,male
3612710_bagarby,2011,2409,male
3612710_bagarby,2012,2436,male
3612710_bagarby,2013,2534,male
3612710_bagarby,2014,2644,male
1010120_skeppsbron,2000,185,male
1010120_skeppsbron,2001,192,male
1010120_skeppsbron,2002,207,male
1010120_skeppsbron,2003,198,male
1010120_skeppsbron,2004,201,male
1010120_skeppsbron,2005,203,male
1010120_skeppsbron,2006,210,male
1010120_skeppsbron,2007,218,male
1010120_skeppsbron,2008,213,male
1010120_skeppsbron,2009,213,male
1010120_skeppsbron,2010,216,male
1010120_skeppsbron,2011,223,male
1010120_skeppsbron,2012,225,male
1010120_skeppsbron,2013,227,male
1010120_skeppsbron,2014,237,male
1010130_munkbron,2000,492,male
1010130_munkbron,2001,521,male
1010130_munkbron,2002,501,male
1010130_munkbron,2003,487,male
1010130_munkbron,2004,485,male
1010130_munkbron,2005,508,male
1010130_munkbron,2006,516,male
1010130_munkbron,2007,514,male
1010130_munkbron,2008,509,male
1010130_munkbron,2009,524,male
1010130_munkbron,2010,518,male
1010130_munkbron,2011,539,male
1010130_munkbron,2012,552,male
1010130_munkbron,2013,547,male
1010130_munkbron,2014,568,male
1010140_stortorget,2000,790,male
1010140_stortorget,2001,777,male
1010140_stortorget,2002,759,male
1010140_stortorget,2003,776,male
1010140_stortorget,2004,776,male
1010140_stortorget,2005,795,male
1010140_stortorget,2006,786,male
1010140_stortorget,2007,772,male
1010140_stortorget,2008,777,male
1010140_stortorget,2009,797,male
1010140_stortorget,2010,792,male
1010140_stortorget,2011,778,male
1010140_stortorget,2012,789,male
1010140_stortorget,2013,812,male
1010140_stortorget,2014,807,male
1010201_centralstationen_n,2000,140,male
1010201_centralstationen_n,2001,134,male
1010201_centralstationen_n,2002,126,male
1010201_centralstationen_n,2003,125,male
1010201_centralstationen_n,2004,123,male
1010201_centralstationen_n,2005,122,male
1010201_centralstationen_n,2006,122,male
1010201_centralstationen_n,2007,121,male
1010201_centralstationen_n,2008,116,male
1010201_centralstationen_n,2009,109,male
1010201_centralstationen_n,2010,109,male
1010201_centralstationen_n,2011,112,male
1010201_centralstationen_n,2012,115,male
1010201_centralstationen_n,2013,110,male
1010201_centralstationen_n,2014,113,male
1010220_klara_kyrka,2000,33,male
1010220_klara_kyrka,2001,31,male
1010220_klara_kyrka,2002,63,male
1010220_klara_kyrka,2003,71,male
1010220_klara_kyrka,2004,70,male
1010220_klara_kyrka,2005,63,male
1010220_klara_kyrka,2006,64,male
1010220_klara_kyrka,2007,65,male
1010220_klara_kyrka,2008,69,male
1010220_klara_kyrka,2009,73,male
1010220_klara_kyrka,2010,69,male
1010220_klara_kyrka,2011,64,male
1010220_klara_kyrka,2012,63,male
1010220_klara_kyrka,2013,63,male
1010220_klara_kyrka,2014,64,male
1010230_centralposten,2000,89,male
1010230_centralposten,2001,92,male
1010230_centralposten,2002,98,male
1010230_centralposten,2003,143,male
1010230_centralposten,2004,139,male
1010230_centralposten,2005,142,male
1010230_centralposten,2006,145,male
1010230_centralposten,2007,146,male
1010230_centralposten,2008,151,male
1010230_centralposten,2009,160,male
1010230_centralposten,2010,164,male
1010230_centralposten,2011,166,male
1010230_centralposten,2012,177,male
1010230_centralposten,2013,184,male
1010230_centralposten,2014,179,male
1010240_oscarsteatern,2000,94,male
1010240_oscarsteatern,2001,90,male
1010240_oscarsteatern,2002,94,male
1010240_oscarsteatern,2003,88,male
1010240_oscarsteatern,2004,90,male
1010240_oscarsteatern,2005,85,male
1010240_oscarsteatern,2006,72,male
1010240_oscarsteatern,2007,63,male
1010240_oscarsteatern,2008,67,male
1010240_oscarsteatern,2009,67,male
1010240_oscarsteatern,2010,71,male
1010240_oscarsteatern,2011,91,male
1010240_oscarsteatern,2012,86,male
1010240_oscarsteatern,2013,82,male
1010240_oscarsteatern,2014,81,male
1010250_brunkeberg,2000,75,male
1010250_brunkeberg,2001,73,male
1010250_brunkeberg,2002,67,male
1010250_brunkeberg,2003,64,male
1010250_brunkeberg,2004,60,male
1010250_brunkeberg,2005,68,male
1010250_brunkeberg,2006,69,male
1010250_brunkeberg,2007,61,male
1010250_brunkeberg,2008,61,male
1010250_brunkeberg,2009,61,male
1010250_brunkeberg,2010,66,male
1010250_brunkeberg,2011,70,male
1010250_brunkeberg,2012,74,male
1010250_brunkeberg,2013,73,male
1010250_brunkeberg,2014,72,male
1010290_oxtorget,2000,132,male
1010290_oxtorget,2001,118,male
1010290_oxtorget,2002,116,male
1010290_oxtorget,2003,131,male
1010290_oxtorget,2004,136,male
1010290_oxtorget,2005,134,male
1010290_oxtorget,2006,135,male
1010290_oxtorget,2007,133,male
1010290_oxtorget,2008,132,male
1010290_oxtorget,2009,142,male
1010290_oxtorget,2010,145,male
1010290_oxtorget,2011,149,male
1010290_oxtorget,2012,154,male
1010290_oxtorget,2013,156,male
1010290_oxtorget,2014,149,male
1010310_norrlandsgatan,2000,24,male
1010310_norrlandsgatan,2001,22,male
1010310_norrlandsgatan,2002,41,male
1010310_norrlandsgatan,2003,39,male
1010310_norrlandsgatan,2004,46,male
1010310_norrlandsgatan,2005,39,male
1010310_norrlandsgatan,2006,38,male
1010310_norrlandsgatan,2007,40,male
1010310_norrlandsgatan,2008,40,male
1010310_norrlandsgatan,2009,41,male
1010310_norrlandsgatan,2010,49,male
1010310_norrlandsgatan,2011,51,male
1010310_norrlandsgatan,2012,57,male
1010310_norrlandsgatan,2013,63,male
1010310_norrlandsgatan,2014,72,male
1110111_brunnsgatan_n,2000,212,male
1110111_brunnsgatan_n,2001,204,male
1110111_brunnsgatan_n,2002,200,male
1110111_brunnsgatan_n,2003,196,male
1110111_brunnsgatan_n,2004,199,male
1110111_brunnsgatan_n,2005,216,male
1110111_brunnsgatan_n,2006,213,male
1110111_brunnsgatan_n,2007,219,male
1110111_brunnsgatan_n,2008,225,male
1110111_brunnsgatan_n,2009,222,male
1110111_brunnsgatan_n,2010,193,male
1110111_brunnsgatan_n,2011,195,male
1110111_brunnsgatan_n,2012,201,male
1110111_brunnsgatan_n,2013,204,male
1110111_brunnsgatan_n,2014,200,male
1110112_brunnsgatan_s,2000,331,male
1110112_brunnsgatan_s,2001,352,male
1110112_brunnsgatan_s,2002,329,male
1110112_brunnsgatan_s,2003,336,male
1110112_brunnsgatan_s,2004,307,male
1110112_brunnsgatan_s,2005,298,male
1110112_brunnsgatan_s,2006,287,male
1110112_brunnsgatan_s,2007,284,male
1110112_brunnsgatan_s,2008,276,male
1110112_brunnsgatan_s,2009,271,male
1110112_brunnsgatan_s,2010,263,male
1110112_brunnsgatan_s,2011,250,male
1110112_brunnsgatan_s,2012,256,male
1110112_brunnsgatan_s,2013,268,male
1110112_brunnsgatan_s,2014,261,male
1110120_johannes_kyrka,2000,534,male
1110120_johannes_kyrka,2001,512,male
1110120_johannes_kyrka,2002,517,male
1110120_johannes_kyrka,2003,544,male
1110120_johannes_kyrka,2004,535,male
1110120_johannes_kyrka,2005,553,male
1110120_johannes_kyrka,2006,533,male
1110120_johannes_kyrka,2007,541,male
1110120_johannes_kyrka,2008,536,male
1110120_johannes_kyrka,2009,545,male
1110120_johannes_kyrka,2010,604,male
1110120_johannes_kyrka,2011,602,male
1110120_johannes_kyrka,2012,605,male
1110120_johannes_kyrka,2013,611,male
1110120_johannes_kyrka,2014,632,male
1110210_wenner_gren_center,2000,230,male
1110210_wenner_gren_center,2001,163,male
1110210_wenner_gren_center,2002,180,male
1110210_wenner_gren_center,2003,164,male
1110210_wenner_gren_center,2004,158,male
1110210_wenner_gren_center,2005,188,male
1110210_wenner_gren_center,2006,169,male
1110210_wenner_gren_center,2007,139,male
1110210_wenner_gren_center,2008,178,male
1110210_wenner_gren_center,2009,144,male
1110210_wenner_gren_center,2010,164,male
1110210_wenner_gren_center,2011,167,male
1110210_wenner_gren_center,2012,175,male
1110210_wenner_gren_center,2013,171,male
1110210_wenner_gren_center,2014,165,male
1110220_vanadislunden,2000,2209,male
1110220_vanadislunden,2001,2247,male
1110220_vanadislunden,2002,2239,male
1110220_vanadislunden,2003,2251,male
1110220_vanadislunden,2004,2249,male
1110220_vanadislunden,2005,2255,male
1110220_vanadislunden,2006,2244,male
1110220_vanadislunden,2007,2223,male
1110220_vanadislunden,2008,2299,male
1110220_vanadislunden,2009,2244,male
1110220_vanadislunden,2010,2280,male
1110220_vanadislunden,2011,2348,male
1110220_vanadislunden,2012,2416,male
1110220_vanadislunden,2013,2448,male
1110220_vanadislunden,2014,2455,male
1110230_surbrunnsomradet,2000,1355,male
1110230_surbrunnsomradet,2001,1341,male
1110230_surbrunnsomradet,2002,1303,male
1110230_surbrunnsomradet,2003,1329,male
1110230_surbrunnsomradet,2004,1334,male
1110230_surbrunnsomradet,2005,1307,male
1110230_surbrunnsomradet,2006,1314,male
1110230_surbrunnsomradet,2007,1287,male
1110230_surbrunnsomradet,2008,1318,male
1110230_surbrunnsomradet,2009,1313,male
1110230_surbrunnsomradet,2010,1319,male
1110230_surbrunnsomradet,2011,1334,male
1110230_surbrunnsomradet,2012,1339,male
1110230_surbrunnsomradet,2013,1376,male
1110230_surbrunnsomradet,2014,1422,male
1110240_norra_real,2000,777,male
1110240_norra_real,2001,786,male
1110240_norra_real,2002,783,male
1110240_norra_real,2003,794,male
1110240_norra_real,2004,830,male
1110240_norra_real,2005,828,male
1110240_norra_real,2006,823,male
1110240_norra_real,2007,815,male
1110240_norra_real,2008,832,male
1110240_norra_real,2009,832,male
1110240_norra_real,2010,846,male
1110240_norra_real,2011,843,male
1110240_norra_real,2012,832,male
1110240_norra_real,2013,860,male
1110240_norra_real,2014,855,male
1110250_elverket,2000,188,male
1110250_elverket,2001,186,male
1110250_elverket,2002,184,male
1110250_elverket,2003,169,male
1110250_elverket,2004,165,male
1110250_elverket,2005,167,male
1110250_elverket,2006,171,male
1110250_elverket,2007,187,male
1110250_elverket,2008,183,male
1110250_elverket,2009,180,male
1110250_elverket,2010,178,male
1110250_elverket,2011,178,male
1110250_elverket,2012,177,male
1110250_elverket,2013,179,male
1110250_elverket,2014,172,male
1120110_tegnerlunden,2000,759,male
1120110_tegnerlunden,2001,761,male
1120110_tegnerlunden,2002,800,male
1120110_tegnerlunden,2003,817,male
1120110_tegnerlunden,2004,810,male
1120110_tegnerlunden,2005,808,male
1120110_tegnerlunden,2006,830,male
1120110_tegnerlunden,2007,842,male
1120110_tegnerlunden,2008,856,male
1120110_tegnerlunden,2009,848,male
1120110_tegnerlunden,2010,848,male
1120110_tegnerlunden,2011,898,male
1120110_tegnerlunden,2012,885,male
1120110_tegnerlunden,2013,884,male
1120110_tegnerlunden,2014,870,male
1120120_tandlakarhogskolan,2000,188,male
1120120_tandlakarhogskolan,2001,185,male
1120120_tandlakarhogskolan,2002,187,male
1120120_tandlakarhogskolan,2003,189,male
1120120_tandlakarhogskolan,2004,196,male
1120120_tandlakarhogskolan,2005,195,male
1120120_tandlakarhogskolan,2006,193,male
1120120_tandlakarhogskolan,2007,184,male
1120120_tandlakarhogskolan,2008,194,male
1120120_tandlakarhogskolan,2009,186,male
1120120_tandlakarhogskolan,2010,188,male
1120120_tandlakarhogskolan,2011,176,male
1120120_tandlakarhogskolan,2012,199,male
1120120_tandlakarhogskolan,2013,204,male
1120120_tandlakarhogskolan,2014,208,male
1120131_norra_bantorget_o,2000,286,male
1120131_norra_bantorget_o,2001,286,male
1120131_norra_bantorget_o,2002,283,male
1120131_norra_bantorget_o,2003,284,male
1120131_norra_bantorget_o,2004,281,male
1120131_norra_bantorget_o,2005,289,male
1120131_norra_bantorget_o,2006,281,male
1120131_norra_bantorget_o,2007,284,male
1120131_norra_bantorget_o,2008,327,male
1120131_norra_bantorget_o,2009,361,male
1120131_norra_bantorget_o,2010,304,male
1120131_norra_bantorget_o,2011,312,male
1120131_norra_bantorget_o,2012,314,male
1120131_norra_bantorget_o,2013,302,male
1120131_norra_bantorget_o,2014,324,male
1120140_adolf_fredriks_kyrka,2000,267,male
1120140_adolf_fredriks_kyrka,2001,255,male
1120140_adolf_fredriks_kyrka,2002,258,male
1120140_adolf_fredriks_kyrka,2003,263,male
1120140_adolf_fredriks_kyrka,2004,261,male
1120140_adolf_fredriks_kyrka,2005,261,male
1120140_adolf_fredriks_kyrka,2006,256,male
1120140_adolf_fredriks_kyrka,2007,249,male
1120140_adolf_fredriks_kyrka,2008,266,male
1120140_adolf_fredriks_kyrka,2009,278,male
1120140_adolf_fredriks_kyrka,2010,279,male
1120140_adolf_fredriks_kyrka,2011,276,male
1120140_adolf_fredriks_kyrka,2012,240,male
1120140_adolf_fredriks_kyrka,2013,240,male
1120140_adolf_fredriks_kyrka,2014,266,male
1120150_skandiahuset,2000,261,male
1120150_skandiahuset,2001,259,male
1120150_skandiahuset,2002,248,male
1120150_skandiahuset,2003,261,male
1120150_skandiahuset,2004,247,male
1120150_skandiahuset,2005,249,male
1120150_skandiahuset,2006,248,male
1120150_skandiahuset,2007,255,male
1120150_skandiahuset,2008,255,male
1120150_skandiahuset,2009,259,male
1120150_skandiahuset,2010,275,male
1120150_skandiahuset,2011,269,male
1120150_skandiahuset,2012,272,male
1120150_skandiahuset,2013,278,male
1120150_skandiahuset,2014,273,male
1120210_kungsstenen,2000,1103,male
1120210_kungsstenen,2001,1109,male
1120210_kungsstenen,2002,1092,male
1120210_kungsstenen,2003,1099,male
1120210_kungsstenen,2004,1126,male
1120210_kungsstenen,2005,1117,male
1120210_kungsstenen,2006,1178,male
1120210_kungsstenen,2007,1152,male
1120210_kungsstenen,2008,1160,male
1120210_kungsstenen,2009,1206,male
1120210_kungsstenen,2010,1234,male
1120210_kungsstenen,2011,1256,male
1120210_kungsstenen,2012,1255,male
1120210_kungsstenen,2013,1255,male
1120210_kungsstenen,2014,1277,male
1120220_saltmatargatan,2000,180,male
1120220_saltmatargatan,2001,180,male
1120220_saltmatargatan,2002,175,male
1120220_saltmatargatan,2003,168,male
1120220_saltmatargatan,2004,165,male
1120220_saltmatargatan,2005,167,male
1120220_saltmatargatan,2006,169,male
1120220_saltmatargatan,2007,169,male
1120220_saltmatargatan,2008,171,male
1120220_saltmatargatan,2009,174,male
1120220_saltmatargatan,2010,185,male
1120220_saltmatargatan,2011,186,male
1120220_saltmatargatan,2012,189,male
1120220_saltmatargatan,2013,190,male
1120220_saltmatargatan,2014,195,male
1120230_sjokatten,2000,558,male
1120230_sjokatten,2001,561,male
1120230_sjokatten,2002,558,male
1120230_sjokatten,2003,543,male
1120230_sjokatten,2004,538,male
1120230_sjokatten,2005,551,male
1120230_sjokatten,2006,588,male
1120230_sjokatten,2007,573,male
1120230_sjokatten,2008,566,male
1120230_sjokatten,2009,579,male
1120230_sjokatten,2010,591,male
1120230_sjokatten,2011,594,male
1120230_sjokatten,2012,602,male
1120230_sjokatten,2013,614,male
1120230_sjokatten,2014,606,male
1130110_atlasomradet,2000,1002,male
1130110_atlasomradet,2001,1005,male
1130110_atlasomradet,2002,1035,male
1130110_atlasomradet,2003,1029,male
1130110_atlasomradet,2004,988,male
1130110_atlasomradet,2005,1005,male
1130110_atlasomradet,2006,1012,male
1130110_atlasomradet,2007,997,male
1130110_atlasomradet,2008,1014,male
1130110_atlasomradet,2009,1006,male
1130110_atlasomradet,2010,1023,male
1130110_atlasomradet,2011,997,male
1130110_atlasomradet,2012,1028,male
1130110_atlasomradet,2013,1038,male
1130110_atlasomradet,2014,1054,male
1130120_gustav_vasa_kyrka,2000,2156,male
1130120_gustav_vasa_kyrka,2001,2114,male
1130120_gustav_vasa_kyrka,2002,2114,male
1130120_gustav_vasa_kyrka,2003,2105,male
1130120_gustav_vasa_kyrka,2004,2146,male
1130120_gustav_vasa_kyrka,2005,2158,male
1130120_gustav_vasa_kyrka,2006,2139,male
1130120_gustav_vasa_kyrka,2007,2164,male
1130120_gustav_vasa_kyrka,2008,2175,male
1130120_gustav_vasa_kyrka,2009,2189,male
1130120_gustav_vasa_kyrka,2010,2171,male
1130120_gustav_vasa_kyrka,2011,2212,male
1130120_gustav_vasa_kyrka,2012,2216,male
1130120_gustav_vasa_kyrka,2013,2258,male
1130120_gustav_vasa_kyrka,2014,2276,male
1130130_observatoriegatan,2000,1732,male
1130130_observatoriegatan,2001,1737,male
1130130_observatoriegatan,2002,1730,male
1130130_observatoriegatan,2003,1747,male
1130130_observatoriegatan,2004,1746,male
1130130_observatoriegatan,2005,1758,male
1130130_observatoriegatan,2006,1762,male
1130130_observatoriegatan,2007,1749,male
1130130_observatoriegatan,2008,1775,male
1130130_observatoriegatan,2009,1784,male
1130130_observatoriegatan,2010,1833,male
1130130_observatoriegatan,2011,1896,male
1130130_observatoriegatan,2012,1900,male
1130130_observatoriegatan,2013,1913,male
1130130_observatoriegatan,2014,1931,male
1130140_sabbatsberg,2000,443,male
1130140_sabbatsberg,2001,429,male
1130140_sabbatsberg,2002,436,male
1130140_sabbatsberg,2003,387,male
1130140_sabbatsberg,2004,404,male
1130140_sabbatsberg,2005,405,male
1130140_sabbatsberg,2006,399,male
1130140_sabbatsberg,2007,382,male
1130140_sabbatsberg,2008,448,male
1130140_sabbatsberg,2009,836,male
1130140_sabbatsberg,2010,886,male
1130140_sabbatsberg,2011,925,male
1130140_sabbatsberg,2012,959,male
1130140_sabbatsberg,2013,954,male
1130140_sabbatsberg,2014,958,male
1130150_polstjarnan,2000,542,male
1130150_polstjarnan,2001,549,male
1130150_polstjarnan,2002,554,male
1130150_polstjarnan,2003,549,male
1130150_polstjarnan,2004,569,male
1130150_polstjarnan,2005,576,male
1130150_polstjarnan,2006,578,male
1130150_polstjarnan,2007,580,male
1130150_polstjarnan,2008,589,male
1130150_polstjarnan,2009,590,male
1130150_polstjarnan,2010,620,male
1130150_polstjarnan,2011,607,male
1130150_polstjarnan,2012,612,male
1130150_polstjarnan,2013,637,male
1130150_polstjarnan,2014,641,male
1130170_betlehemskyrkan,2000,785,male
1130170_betlehemskyrkan,2001,770,male
1130170_betlehemskyrkan,2002,780,male
1130170_betlehemskyrkan,2003,773,male
1130170_betlehemskyrkan,2004,771,male
1130170_betlehemskyrkan,2005,770,male
1130170_betlehemskyrkan,2006,770,male
1130170_betlehemskyrkan,2007,771,male
1130170_betlehemskyrkan,2008,786,male
1130170_betlehemskyrkan,2009,772,male
1130170_betlehemskyrkan,2010,772,male
1130170_betlehemskyrkan,2011,790,male
1130170_betlehemskyrkan,2012,807,male
1130170_betlehemskyrkan,2013,745,male
1130170_betlehemskyrkan,2014,774,male
1140110_norrtull,2000,99,male
1140110_norrtull,2001,96,male
1140110_norrtull,2002,88,male
1140110_norrtull,2003,88,male
1140110_norrtull,2004,86,male
1140110_norrtull,2005,81,male
1140110_norrtull,2006,88,male
1140110_norrtull,2007,86,male
1140110_norrtull,2008,84,male
1140110_norrtull,2009,87,male
1140110_norrtull,2010,89,male
1140110_norrtull,2011,97,male
1140110_norrtull,2012,85,male
1140110_norrtull,2013,78,male
1140110_norrtull,2014,81,male
1140120_tre_liljor,2000,2049,male
1140120_tre_liljor,2001,2041,male
1140120_tre_liljor,2002,2023,male
1140120_tre_liljor,2003,2027,male
1140120_tre_liljor,2004,2059,male
1140120_tre_liljor,2005,2073,male
1140120_tre_liljor,2006,2066,male
1140120_tre_liljor,2007,2037,male
1140120_tre_liljor,2008,2055,male
1140120_tre_liljor,2009,2079,male
1140120_tre_liljor,2010,2136,male
1140120_tre_liljor,2011,2152,male
1140120_tre_liljor,2012,2232,male
1140120_tre_liljor,2013,2221,male
1140120_tre_liljor,2014,2232,male
1140130_matteus_kyrka,2000,1579,male
1140130_matteus_kyrka,2001,1556,male
1140130_matteus_kyrka,2002,1571,male
1140130_matteus_kyrka,2003,1600,male
1140130_matteus_kyrka,2004,1604,male
1140130_matteus_kyrka,2005,1640,male
1140130_matteus_kyrka,2006,1668,male
1140130_matteus_kyrka,2007,1649,male
1140130_matteus_kyrka,2008,1690,male
1140130_matteus_kyrka,2009,1705,male
1140130_matteus_kyrka,2010,1711,male
1140130_matteus_kyrka,2011,1698,male
1140130_matteus_kyrka,2012,1716,male
1140130_matteus_kyrka,2013,1732,male
1140130_matteus_kyrka,2014,1751,male
1140140_halsingehojden,2000,1629,male
1140140_halsingehojden,2001,1654,male
1140140_halsingehojden,2002,1665,male
1140140_halsingehojden,2003,1706,male
1140140_halsingehojden,2004,1684,male
1140140_halsingehojden,2005,1682,male
1140140_halsingehojden,2006,1700,male
1140140_halsingehojden,2007,1710,male
1140140_halsingehojden,2008,1706,male
1140140_halsingehojden,2009,1706,male
1140140_halsingehojden,2010,1717,male
1140140_halsingehojden,2011,1750,male
1140140_halsingehojden,2012,1769,male
1140140_halsingehojden,2013,1798,male
1140140_halsingehojden,2014,1783,male
1140150_centralgaraget,2000,831,male
1140150_centralgaraget,2001,841,male
1140150_centralgaraget,2002,854,male
1140150_centralgaraget,2003,854,male
1140150_centralgaraget,2004,856,male
1140150_centralgaraget,2005,892,male
1140150_centralgaraget,2006,872,male
1140150_centralgaraget,2007,883,male
1140150_centralgaraget,2008,947,male
1140150_centralgaraget,2009,985,male
1140150_centralgaraget,2010,992,male
1140150_centralgaraget,2011,998,male
1140150_centralgaraget,2012,1005,male
1140150_centralgaraget,2013,1028,male
1140150_centralgaraget,2014,1026,male
1140210_okand,2000,173,male
1140210_okand,2001,177,male
1140210_okand,2002,185,male
1140210_okand,2003,182,male
1140210_okand,2004,183,male
1140210_okand,2005,176,male
1140210_okand,2006,165,male
1140210_okand,2007,176,male
1140210_okand,2008,174,male
1140210_okand,2009,169,male
1140220_birkagarden,2000,801,male
1140220_birkagarden,2001,825,male
1140220_birkagarden,2002,809,male
1140220_birkagarden,2003,814,male
1140220_birkagarden,2004,854,male
1140220_birkagarden,2005,822,male
1140220_birkagarden,2006,825,male
1140220_birkagarden,2007,819,male
1140220_birkagarden,2008,827,male
1140220_birkagarden,2009,824,male
1140220_birkagarden,2010,855,male
1140220_birkagarden,2011,867,male
1140220_birkagarden,2012,864,male
1140220_birkagarden,2013,887,male
1140220_birkagarden,2014,913,male
1140230_rorstrand,2000,3373,male
1140230_rorstrand,2001,3369,male
1140230_rorstrand,2002,3406,male
1140230_rorstrand,2003,3441,male
1140230_rorstrand,2004,3407,male
1140230_rorstrand,2005,3461,male
1140230_rorstrand,2006,3458,male
1140230_rorstrand,2007,3430,male
1140230_rorstrand,2008,3526,male
1140230_rorstrand,2009,3539,male
1140230_rorstrand,2010,3574,male
1140230_rorstrand,2011,3628,male
1140230_rorstrand,2012,3659,male
1140230_rorstrand,2013,3649,male
1140230_rorstrand,2014,3615,male
1140240_rodaberget,2000,1938,male
1140240_rodaberget,2001,1908,male
1140240_rodaberget,2002,1906,male
1140240_rodaberget,2003,1878,male
1140240_rodaberget,2004,1881,male
1140240_rodaberget,2005,1905,male
1140240_rodaberget,2006,1908,male
1140240_rodaberget,2007,1939,male
1140240_rodaberget,2008,1990,male
1140240_rodaberget,2009,2026,male
1140240_rodaberget,2010,2079,male
1140240_rodaberget,2011,2075,male
1140240_rodaberget,2012,2067,male
1140240_rodaberget,2013,2119,male
1140240_rodaberget,2014,2106,male
1140250_s_t_eriksplan,2000,1057,male
1140250_s_t_eriksplan,2001,1052,male
1140250_s_t_eriksplan,2002,1062,male
1140250_s_t_eriksplan,2003,1066,male
1140250_s_t_eriksplan,2004,1053,male
1140250_s_t_eriksplan,2005,1075,male
1140250_s_t_eriksplan,2006,1078,male
1140250_s_t_eriksplan,2007,1050,male
1140250_s_t_eriksplan,2008,1026,male
1140250_s_t_eriksplan,2009,1049,male
