basomrade,year,population_20xx_12_31,gender
6110440_vastra_kvisthamra,2011,191,both
6110440_vastra_kvisthamra,2012,189,both
6110440_vastra_kvisthamra,2013,175,both
6110440_vastra_kvisthamra,2014,176,both
6110450_kvisthamra,2000,1690,both
6110450_kvisthamra,2001,1702,both
6110450_kvisthamra,2002,1691,both
6110450_kvisthamra,2003,1691,both
6110450_kvisthamra,2004,1701,both
6110450_kvisthamra,2005,1697,both
6110450_kvisthamra,2006,1665,both
6110450_kvisthamra,2007,1681,both
6110450_kvisthamra,2008,1693,both
6110450_kvisthamra,2009,1703,both
6110450_kvisthamra,2010,1751,both
6110450_kvisthamra,2011,1788,both
6110450_kvisthamra,2012,1775,both
6110450_kvisthamra,2013,1760,both
6110450_kvisthamra,2014,1805,both
6121000_malsta_forsamling,2000,206,both
6121000_malsta_forsamling,2001,218,both
6121000_malsta_forsamling,2002,224,both
6121000_malsta_forsamling,2003,222,both
6121000_malsta_forsamling,2004,253,both
6121000_malsta_forsamling,2005,265,both
6121000_malsta_forsamling,2006,290,both
6121000_malsta_forsamling,2007,317,both
6121000_malsta_forsamling,2008,341,both
6121000_malsta_forsamling,2009,368,both
6121000_malsta_forsamling,2010,384,both
6121000_malsta_forsamling,2011,388,both
6121000_malsta_forsamling,2012,422,both
6121000_malsta_forsamling,2013,428,both
6121000_malsta_forsamling,2014,427,both
6122000_loharads_forsamling,2000,509,both
6122000_loharads_forsamling,2001,515,both
6122000_loharads_forsamling,2002,523,both
6122000_loharads_forsamling,2003,545,both
6122000_loharads_forsamling,2004,525,both
6122000_loharads_forsamling,2005,536,both
6122000_loharads_forsamling,2006,548,both
6122000_loharads_forsamling,2007,560,both
6122000_loharads_forsamling,2008,555,both
6122000_loharads_forsamling,2009,552,both
6122000_loharads_forsamling,2010,559,both
6122000_loharads_forsamling,2011,553,both
6122000_loharads_forsamling,2012,540,both
6122000_loharads_forsamling,2013,526,both
6122000_loharads_forsamling,2014,534,both
6123100_svanberga,2000,444,both
6123100_svanberga,2001,448,both
6123100_svanberga,2002,457,both
6123100_svanberga,2003,451,both
6123100_svanberga,2004,457,both
6123100_svanberga,2005,476,both
6123100_svanberga,2006,470,both
6123100_svanberga,2007,461,both
6123100_svanberga,2008,459,both
6123100_svanberga,2009,461,both
6123100_svanberga,2010,464,both
6123100_svanberga,2011,445,both
6123100_svanberga,2012,452,both
6123100_svanberga,2013,442,both
6123100_svanberga,2014,436,both
6123210_farsna,2000,112,both
6123210_farsna,2001,113,both
6123210_farsna,2002,115,both
6123210_farsna,2003,122,both
6123210_farsna,2004,133,both
6123210_farsna,2005,133,both
6123210_farsna,2006,136,both
6123210_farsna,2007,150,both
6123210_farsna,2008,156,both
6123210_farsna,2009,173,both
6123210_farsna,2010,198,both
6123210_farsna,2011,436,both
6123210_farsna,2012,443,both
6123210_farsna,2013,570,both
6123210_farsna,2014,784,both
6123220_sodra_estuna,2000,237,both
6123220_sodra_estuna,2001,244,both
6123220_sodra_estuna,2002,238,both
6123220_sodra_estuna,2003,251,both
6123220_sodra_estuna,2004,254,both
6123220_sodra_estuna,2005,255,both
6123220_sodra_estuna,2006,262,both
6123220_sodra_estuna,2007,269,both
6123220_sodra_estuna,2008,275,both
6123220_sodra_estuna,2009,274,both
6123220_sodra_estuna,2010,287,both
6123220_sodra_estuna,2011,290,both
6123220_sodra_estuna,2012,308,both
6123220_sodra_estuna,2013,338,both
6123220_sodra_estuna,2014,370,both
6123500_estuna_glesbygd,2000,442,both
6123500_estuna_glesbygd,2001,464,both
6123500_estuna_glesbygd,2002,467,both
6123500_estuna_glesbygd,2003,477,both
6123500_estuna_glesbygd,2004,472,both
6123500_estuna_glesbygd,2005,469,both
6123500_estuna_glesbygd,2006,473,both
6123500_estuna_glesbygd,2007,496,both
6123500_estuna_glesbygd,2008,501,both
6123500_estuna_glesbygd,2009,512,both
6123500_estuna_glesbygd,2010,518,both
6123500_estuna_glesbygd,2011,511,both
6123500_estuna_glesbygd,2012,507,both
6123500_estuna_glesbygd,2013,536,both
6123500_estuna_glesbygd,2014,531,both
6125000_roslags_bro,2000,1158,both
6125000_roslags_bro,2001,1157,both
6125000_roslags_bro,2002,1157,both
6125000_roslags_bro,2003,1174,both
6125000_roslags_bro,2004,1193,both
6125000_roslags_bro,2005,1259,both
6125000_roslags_bro,2006,1317,both
6125000_roslags_bro,2007,1308,both
6125000_roslags_bro,2008,1350,both
6125000_roslags_bro,2009,1359,both
6125000_roslags_bro,2010,1394,both
6125000_roslags_bro,2011,1396,both
6125000_roslags_bro,2012,1432,both
6125000_roslags_bro,2013,1409,both
6125000_roslags_bro,2014,1451,both
6126500_vato_fastland,2000,397,both
6126500_vato_fastland,2001,419,both
6126500_vato_fastland,2002,438,both
6126500_vato_fastland,2003,449,both
6126500_vato_fastland,2004,431,both
6126500_vato_fastland,2005,435,both
6126500_vato_fastland,2006,460,both
6126500_vato_fastland,2007,452,both
6126500_vato_fastland,2008,482,both
6126500_vato_fastland,2009,480,both
6126500_vato_fastland,2010,488,both
6126500_vato_fastland,2011,494,both
6126500_vato_fastland,2012,496,both
6126500_vato_fastland,2013,497,both
6126500_vato_fastland,2014,481,both
6126600_vato,2000,710,both
6126600_vato,2001,727,both
6126600_vato,2002,736,both
6126600_vato,2003,777,both
6126600_vato,2004,780,both
6126600_vato,2005,766,both
6126600_vato,2006,781,both
6126600_vato,2007,785,both
6126600_vato,2008,790,both
6126600_vato,2009,772,both
6126600_vato,2010,760,both
6126600_vato,2011,726,both
6126600_vato,2012,722,both
6126600_vato,2013,734,both
6126600_vato,2014,715,both
6131100_sodersvik,2000,210,both
6131100_sodersvik,2001,214,both
6131100_sodersvik,2002,224,both
6131100_sodersvik,2003,229,both
6131100_sodersvik,2004,239,both
6131100_sodersvik,2005,246,both
6131100_sodersvik,2006,236,both
6131100_sodersvik,2007,237,both
6131100_sodersvik,2008,238,both
6131100_sodersvik,2009,231,both
6131100_sodersvik,2010,238,both
6131100_sodersvik,2011,237,both
6131100_sodersvik,2012,245,both
6131100_sodersvik,2013,250,both
6131100_sodersvik,2014,238,both
6131501_radmansolandet,2000,1259,both
6131501_radmansolandet,2001,1328,both
6131501_radmansolandet,2002,1352,both
6131501_radmansolandet,2003,1394,both
6131501_radmansolandet,2004,1435,both
6131501_radmansolandet,2005,1445,both
6131501_radmansolandet,2006,1468,both
6131501_radmansolandet,2007,1469,both
6131501_radmansolandet,2008,1451,both
6131501_radmansolandet,2009,1480,both
6131501_radmansolandet,2010,1450,both
6131501_radmansolandet,2011,1445,both
6131501_radmansolandet,2012,1474,both
6131501_radmansolandet,2013,1434,both
6131501_radmansolandet,2014,1450,both
6131502_graddo,2000,267,both
6131502_graddo,2001,277,both
6131502_graddo,2002,268,both
6131502_graddo,2003,275,both
6131502_graddo,2004,271,both
6131502_graddo,2005,264,both
6131502_graddo,2006,262,both
6131502_graddo,2007,261,both
6131502_graddo,2008,256,both
6131502_graddo,2009,265,both
6131502_graddo,2010,259,both
6131502_graddo,2011,261,both
6131502_graddo,2012,263,both
6131502_graddo,2013,254,both
6131502_graddo,2014,255,both
6132120_osthamra,2000,253,both
6132120_osthamra,2001,266,both
6132120_osthamra,2002,261,both
6132120_osthamra,2003,250,both
6132120_osthamra,2004,256,both
6132120_osthamra,2005,246,both
6132120_osthamra,2006,242,both
6132120_osthamra,2007,236,both
6132120_osthamra,2008,240,both
6132120_osthamra,2009,235,both
6132120_osthamra,2010,232,both
6132120_osthamra,2011,238,both
6132120_osthamra,2012,234,both
6132120_osthamra,2013,234,both
6132120_osthamra,2014,302,both
6132200_frotuna,2000,93,both
6132200_frotuna,2001,97,both
6132200_frotuna,2002,96,both
6132200_frotuna,2003,95,both
6132200_frotuna,2004,92,both
6132200_frotuna,2005,97,both
6132200_frotuna,2006,151,both
6132200_frotuna,2007,200,both
6132200_frotuna,2008,249,both
6132200_frotuna,2009,289,both
6132200_frotuna,2010,295,both
6132200_frotuna,2011,302,both
6132200_frotuna,2012,309,both
6132200_frotuna,2013,311,both
6132200_frotuna,2014,311,both
6132501_frotuna_o_glesbygd,2000,1222,both
6132501_frotuna_o_glesbygd,2001,1312,both
6132501_frotuna_o_glesbygd,2002,1352,both
6132501_frotuna_o_glesbygd,2003,1399,both
6132501_frotuna_o_glesbygd,2004,1436,both
6132501_frotuna_o_glesbygd,2005,1457,both
6132501_frotuna_o_glesbygd,2006,1455,both
6132501_frotuna_o_glesbygd,2007,1474,both
6132501_frotuna_o_glesbygd,2008,1498,both
6132501_frotuna_o_glesbygd,2009,1533,both
6132501_frotuna_o_glesbygd,2010,1553,both
6132501_frotuna_o_glesbygd,2011,1582,both
6132501_frotuna_o_glesbygd,2012,1601,both
6132501_frotuna_o_glesbygd,2013,1598,both
6132501_frotuna_o_glesbygd,2014,1622,both
6132502_spillersboda,2000,398,both
6132502_spillersboda,2001,413,both
6132502_spillersboda,2002,403,both
6132502_spillersboda,2003,396,both
6132502_spillersboda,2004,380,both
6132502_spillersboda,2005,382,both
6132502_spillersboda,2006,369,both
6132502_spillersboda,2007,372,both
6132502_spillersboda,2008,353,both
6132502_spillersboda,2009,377,both
6132502_spillersboda,2010,354,both
6132502_spillersboda,2011,350,both
6132502_spillersboda,2012,352,both
6132502_spillersboda,2013,355,both
6132502_spillersboda,2014,358,both
6133100_furusund,2000,114,both
6133100_furusund,2001,118,both
6133100_furusund,2002,132,both
6133100_furusund,2003,120,both
6133100_furusund,2004,122,both
6133100_furusund,2005,128,both
6133100_furusund,2006,125,both
6133100_furusund,2007,126,both
6133100_furusund,2008,129,both
6133100_furusund,2009,120,both
6133100_furusund,2010,117,both
6133100_furusund,2011,116,both
6133100_furusund,2012,118,both
6133100_furusund,2013,121,both
6133100_furusund,2014,126,both
6133200_kopmanholm,2000,151,both
6133200_kopmanholm,2001,160,both
6133200_kopmanholm,2002,166,both
6133200_kopmanholm,2003,153,both
6133200_kopmanholm,2004,148,both
6133200_kopmanholm,2005,135,both
6133200_kopmanholm,2006,127,both
6133200_kopmanholm,2007,125,both
6133200_kopmanholm,2008,117,both
6133200_kopmanholm,2009,111,both
6133200_kopmanholm,2010,107,both
6133200_kopmanholm,2011,105,both
6133200_kopmanholm,2012,111,both
6133200_kopmanholm,2013,114,both
6133200_kopmanholm,2014,117,both
6133600_yxlan,2000,257,both
6133600_yxlan,2001,254,both
6133600_yxlan,2002,246,both
6133600_yxlan,2003,248,both
6133600_yxlan,2004,239,both
6133600_yxlan,2005,241,both
6133600_yxlan,2006,238,both
6133600_yxlan,2007,228,both
6133600_yxlan,2008,229,both
6133600_yxlan,2009,238,both
6133600_yxlan,2010,244,both
6133600_yxlan,2011,242,both
6133600_yxlan,2012,244,both
6133600_yxlan,2013,245,both
6133600_yxlan,2014,248,both
6133700_blido,2000,661,both
6133700_blido,2001,676,both
6133700_blido,2002,680,both
6133700_blido,2003,704,both
6133700_blido,2004,691,both
6133700_blido,2005,696,both
6133700_blido,2006,701,both
6133700_blido,2007,703,both
6133700_blido,2008,682,both
6133700_blido,2009,682,both
6133700_blido,2010,686,both
6133700_blido,2011,679,both
6133700_blido,2012,673,both
6133700_blido,2013,686,both
6133700_blido,2014,673,both
6134100_bergshamra,2000,538,both
6134100_bergshamra,2001,547,both
6134100_bergshamra,2002,571,both
6134100_bergshamra,2003,592,both
6134100_bergshamra,2004,562,both
6134100_bergshamra,2005,599,both
6134100_bergshamra,2006,598,both
6134100_bergshamra,2007,606,both
6134100_bergshamra,2008,623,both
6134100_bergshamra,2009,613,both
6134100_bergshamra,2010,622,both
6134100_bergshamra,2011,613,both
6134100_bergshamra,2012,618,both
6134100_bergshamra,2013,610,both
6134100_bergshamra,2014,606,both
6134510_lanna_fastland,2000,1859,both
6134510_lanna_fastland,2001,1929,both
6134510_lanna_fastland,2002,1979,both
6134510_lanna_fastland,2003,2045,both
6134510_lanna_fastland,2004,2080,both
6134510_lanna_fastland,2005,2086,both
6134510_lanna_fastland,2006,2087,both
6134510_lanna_fastland,2007,2087,both
6134510_lanna_fastland,2008,2065,both
6134510_lanna_fastland,2009,2089,both
6134510_lanna_fastland,2010,2016,both
6134510_lanna_fastland,2011,2036,both
6134510_lanna_fastland,2012,2096,both
6134510_lanna_fastland,2013,2070,both
6134510_lanna_fastland,2014,2110,both
6134520_svartno,2000,149,both
6134520_svartno,2001,157,both
6134520_svartno,2002,151,both
6134520_svartno,2003,143,both
6134520_svartno,2004,150,both
6134520_svartno,2005,145,both
6134520_svartno,2006,148,both
6134520_svartno,2007,152,both
6134520_svartno,2008,152,both
6134520_svartno,2009,158,both
6134520_svartno,2010,154,both
6134520_svartno,2011,151,both
6134520_svartno,2012,153,both
6134520_svartno,2013,151,both
6134520_svartno,2014,156,both
6135000_riala_forsamling,2000,1165,both
6135000_riala_forsamling,2001,1202,both
6135000_riala_forsamling,2002,1240,both
6135000_riala_forsamling,2003,1267,both
6135000_riala_forsamling,2004,1279,both
6135000_riala_forsamling,2005,1291,both
6135000_riala_forsamling,2006,1312,both
6135000_riala_forsamling,2007,1326,both
6135000_riala_forsamling,2008,1313,both
6135000_riala_forsamling,2009,1340,both
6135000_riala_forsamling,2010,1339,both
6135000_riala_forsamling,2011,1333,both
6135000_riala_forsamling,2012,1330,both
6135000_riala_forsamling,2013,1361,both
6135000_riala_forsamling,2014,1383,both
6141110_sodra_rimbo,2000,1421,both
6141110_sodra_rimbo,2001,1454,both
6141110_sodra_rimbo,2002,1466,both
6141110_sodra_rimbo,2003,1444,both
6141110_sodra_rimbo,2004,1433,both
6141110_sodra_rimbo,2005,1394,both
6141110_sodra_rimbo,2006,1419,both
6141110_sodra_rimbo,2007,1439,both
6141110_sodra_rimbo,2008,1437,both
6141110_sodra_rimbo,2009,1442,both
6141110_sodra_rimbo,2010,1483,both
6141110_sodra_rimbo,2011,1493,both
6141110_sodra_rimbo,2012,1529,both
6141110_sodra_rimbo,2013,1535,both
6141110_sodra_rimbo,2014,1539,both
6141120_hasta,2000,794,both
6141120_hasta,2001,793,both
6141120_hasta,2002,806,both
6141120_hasta,2003,833,both
6141120_hasta,2004,1010,both
6141120_hasta,2005,1143,both
6141120_hasta,2006,1153,both
6141120_hasta,2007,1169,both
6141120_hasta,2008,1155,both
6141120_hasta,2009,1130,both
6141120_hasta,2010,1136,both
6141120_hasta,2011,1204,both
6141120_hasta,2012,1156,both
6141120_hasta,2013,1128,both
6141120_hasta,2014,1128,both
6141130_vastertorp,2000,2258,both
6141130_vastertorp,2001,2243,both
6141130_vastertorp,2002,2281,both
6141130_vastertorp,2003,2273,both
6141130_vastertorp,2004,2233,both
6141130_vastertorp,2005,2272,both
6141130_vastertorp,2006,2215,both
6141130_vastertorp,2007,2215,both
6141130_vastertorp,2008,2238,both
6141130_vastertorp,2009,2232,both
6141130_vastertorp,2010,2208,both
6141130_vastertorp,2011,2213,both
6141130_vastertorp,2012,2203,both
6141130_vastertorp,2013,2204,both
6141130_vastertorp,2014,2184,both
6141500_rimbo_glesbygd,2000,1091,both
6141500_rimbo_glesbygd,2001,1090,both
6141500_rimbo_glesbygd,2002,1066,both
6141500_rimbo_glesbygd,2003,1085,both
6141500_rimbo_glesbygd,2004,1098,both
6141500_rimbo_glesbygd,2005,1103,both
6141500_rimbo_glesbygd,2006,1122,both
6141500_rimbo_glesbygd,2007,1106,both
6141500_rimbo_glesbygd,2008,1108,both
6141500_rimbo_glesbygd,2009,1133,both
6141500_rimbo_glesbygd,2010,1156,both
6141500_rimbo_glesbygd,2011,1137,both
6141500_rimbo_glesbygd,2012,1140,both
6141500_rimbo_glesbygd,2013,1171,both
6141500_rimbo_glesbygd,2014,1182,both
6142100_ranas,2000,589,both
6142100_ranas,2001,606,both
6142100_ranas,2002,615,both
6142100_ranas,2003,624,both
6142100_ranas,2004,617,both
6142100_ranas,2005,594,both
6142100_ranas,2006,589,both
6142100_ranas,2007,585,both
6142100_ranas,2008,582,both
6142100_ranas,2009,566,both
6142100_ranas,2010,567,both
6142100_ranas,2011,574,both
6142100_ranas,2012,589,both
6142100_ranas,2013,594,both
6142100_ranas,2014,593,both
6142500_fasterna_glesbygd,2000,577,both
6142500_fasterna_glesbygd,2001,584,both
6142500_fasterna_glesbygd,2002,598,both
6142500_fasterna_glesbygd,2003,623,both
6142500_fasterna_glesbygd,2004,635,both
6142500_fasterna_glesbygd,2005,638,both
6142500_fasterna_glesbygd,2006,636,both
6142500_fasterna_glesbygd,2007,639,both
6142500_fasterna_glesbygd,2008,634,both
6142500_fasterna_glesbygd,2009,614,both
6142500_fasterna_glesbygd,2010,604,both
6142500_fasterna_glesbygd,2011,613,both
6142500_fasterna_glesbygd,2012,626,both
6142500_fasterna_glesbygd,2013,610,both
6142500_fasterna_glesbygd,2014,626,both
6143100_edsbro,2000,516,both
6143100_edsbro,2001,504,both
6143100_edsbro,2002,516,both
6143100_edsbro,2003,514,both
6143100_edsbro,2004,513,both
6143100_edsbro,2005,506,both
6143100_edsbro,2006,493,both
6143100_edsbro,2007,488,both
6143100_edsbro,2008,481,both
6143100_edsbro,2009,488,both
6143100_edsbro,2010,470,both
6143100_edsbro,2011,463,both
6143100_edsbro,2012,465,both
6143100_edsbro,2013,459,both
6143100_edsbro,2014,472,both
6143500_edsbro_glesbygd,2000,756,both
6143500_edsbro_glesbygd,2001,788,both
6143500_edsbro_glesbygd,2002,800,both
6143500_edsbro_glesbygd,2003,793,both
6143500_edsbro_glesbygd,2004,806,both
6143500_edsbro_glesbygd,2005,786,both
6143500_edsbro_glesbygd,2006,768,both
6143500_edsbro_glesbygd,2007,781,both
6143500_edsbro_glesbygd,2008,769,both
6143500_edsbro_glesbygd,2009,740,both
6143500_edsbro_glesbygd,2010,771,both
6143500_edsbro_glesbygd,2011,743,both
6143500_edsbro_glesbygd,2012,723,both
6143500_edsbro_glesbygd,2013,717,both
6143500_edsbro_glesbygd,2014,719,both
6144000_skederids_forsamling,2000,649,both
6144000_skederids_forsamling,2001,671,both
6144000_skederids_forsamling,2002,680,both
6144000_skederids_forsamling,2003,685,both
6144000_skederids_forsamling,2004,741,both
6144000_skederids_forsamling,2005,769,both
6144000_skederids_forsamling,2006,783,both
6144000_skederids_forsamling,2007,768,both
6144000_skederids_forsamling,2008,800,both
6144000_skederids_forsamling,2009,821,both
6144000_skederids_forsamling,2010,824,both
6144000_skederids_forsamling,2011,809,both
6144000_skederids_forsamling,2012,831,both
6144000_skederids_forsamling,2013,836,both
6144000_skederids_forsamling,2014,819,both
6145000_husby_sjuhundra,2000,613,both
6145000_husby_sjuhundra,2001,610,both
6145000_husby_sjuhundra,2002,615,both
6145000_husby_sjuhundra,2003,642,both
6145000_husby_sjuhundra,2004,625,both
6145000_husby_sjuhundra,2005,654,both
6145000_husby_sjuhundra,2006,663,both
6145000_husby_sjuhundra,2007,682,both
6145000_husby_sjuhundra,2008,692,both
6145000_husby_sjuhundra,2009,690,both
6145000_husby_sjuhundra,2010,709,both
6145000_husby_sjuhundra,2011,691,both
6145000_husby_sjuhundra,2012,706,both
6145000_husby_sjuhundra,2013,715,both
6145000_husby_sjuhundra,2014,736,both
6146000_ro_forsamling,2000,545,both
6146000_ro_forsamling,2001,556,both
6146000_ro_forsamling,2002,577,both
6146000_ro_forsamling,2003,559,both
6146000_ro_forsamling,2004,556,both
6146000_ro_forsamling,2005,566,both
6146000_ro_forsamling,2006,564,both
6146000_ro_forsamling,2007,564,both
6146000_ro_forsamling,2008,574,both
6146000_ro_forsamling,2009,567,both
6146000_ro_forsamling,2010,549,both
6146000_ro_forsamling,2011,553,both
6146000_ro_forsamling,2012,560,both
6146000_ro_forsamling,2013,566,both
6146000_ro_forsamling,2014,578,both
6147000_nartuna_forsamling,2000,580,both
6147000_nartuna_forsamling,2001,586,both
6147000_nartuna_forsamling,2002,592,both
6147000_nartuna_forsamling,2003,581,both
6147000_nartuna_forsamling,2004,584,both
6147000_nartuna_forsamling,2005,587,both
6147000_nartuna_forsamling,2006,593,both
6147000_nartuna_forsamling,2007,612,both
6147000_nartuna_forsamling,2008,624,both
6147000_nartuna_forsamling,2009,623,both
6147000_nartuna_forsamling,2010,610,both
6147000_nartuna_forsamling,2011,616,both
6147000_nartuna_forsamling,2012,610,both
6147000_nartuna_forsamling,2013,613,both
6147000_nartuna_forsamling,2014,616,both
6148000_gottrora_forsamling,2000,634,both
6148000_gottrora_forsamling,2001,677,both
6148000_gottrora_forsamling,2002,689,both
6148000_gottrora_forsamling,2003,711,both
6148000_gottrora_forsamling,2004,720,both
6148000_gottrora_forsamling,2005,722,both
6148000_gottrora_forsamling,2006,711,both
6148000_gottrora_forsamling,2007,716,both
6148000_gottrora_forsamling,2008,705,both
6148000_gottrora_forsamling,2009,694,both
6148000_gottrora_forsamling,2010,679,both
6148000_gottrora_forsamling,2011,692,both
6148000_gottrora_forsamling,2012,731,both
6148000_gottrora_forsamling,2013,713,both
6148000_gottrora_forsamling,2014,723,both
6151100_ostra_hallstavik,2000,4292,both
6151100_ostra_hallstavik,2001,4270,both
6151100_ostra_hallstavik,2002,4300,both
6151100_ostra_hallstavik,2003,4290,both
6151100_ostra_hallstavik,2004,4267,both
6151100_ostra_hallstavik,2005,4178,both
6151100_ostra_hallstavik,2006,4096,both
6151100_ostra_hallstavik,2007,4081,both
6151100_ostra_hallstavik,2008,4021,both
6151100_ostra_hallstavik,2009,4053,both
6151100_ostra_hallstavik,2010,4069,both
6151100_ostra_hallstavik,2011,4013,both
6151100_ostra_hallstavik,2012,4049,both
6151100_ostra_hallstavik,2013,4044,both
6151100_ostra_hallstavik,2014,4040,both
6151200_herrang,2000,452,both
6151200_herrang,2001,438,both
6151200_herrang,2002,435,both
6151200_herrang,2003,426,both
6151200_herrang,2004,418,both
6151200_herrang,2005,424,both
6151200_herrang,2006,436,both
6151200_herrang,2007,425,both
6151200_herrang,2008,403,both
6151200_herrang,2009,421,both
6151200_herrang,2010,406,both
6151200_herrang,2011,397,both
6151200_herrang,2012,386,both
6151200_herrang,2013,409,both
6151200_herrang,2014,383,both
6151500_havero_glesbygd,2000,984,both
6151500_havero_glesbygd,2001,1014,both
6151500_havero_glesbygd,2002,1011,both
6151500_havero_glesbygd,2003,1026,both
6151500_havero_glesbygd,2004,1018,both
6151500_havero_glesbygd,2005,1024,both
6151500_havero_glesbygd,2006,1033,both
6151500_havero_glesbygd,2007,1009,both
6151500_havero_glesbygd,2008,1021,both
6151500_havero_glesbygd,2009,1003,both
6151500_havero_glesbygd,2010,995,both
6151500_havero_glesbygd,2011,996,both
6151500_havero_glesbygd,2012,998,both
6151500_havero_glesbygd,2013,985,both
6151500_havero_glesbygd,2014,1044,both
6152100_vastra_hallstavik,2000,346,both
6152100_vastra_hallstavik,2001,352,both
6152100_vastra_hallstavik,2002,381,both
6152100_vastra_hallstavik,2003,368,both
6152100_vastra_hallstavik,2004,368,both
6152100_vastra_hallstavik,2005,334,both
6152100_vastra_hallstavik,2006,363,both
6152100_vastra_hallstavik,2007,379,both
6152100_vastra_hallstavik,2008,376,both
6152100_vastra_hallstavik,2009,365,both
6152100_vastra_hallstavik,2010,395,both
6152100_vastra_hallstavik,2011,385,both
6152100_vastra_hallstavik,2012,422,both
6152100_vastra_hallstavik,2013,425,both
6152100_vastra_hallstavik,2014,419,both
6152500_edebo_glesbygd,2000,559,both
6152500_edebo_glesbygd,2001,571,both
6152500_edebo_glesbygd,2002,589,both
6152500_edebo_glesbygd,2003,592,both
6152500_edebo_glesbygd,2004,578,both
6152500_edebo_glesbygd,2005,580,both
6152500_edebo_glesbygd,2006,564,both
6152500_edebo_glesbygd,2007,578,both
6152500_edebo_glesbygd,2008,589,both
6152500_edebo_glesbygd,2009,577,both
6152500_edebo_glesbygd,2010,561,both
6152500_edebo_glesbygd,2011,556,both
6152500_edebo_glesbygd,2012,538,both
6152500_edebo_glesbygd,2013,537,both
6152500_edebo_glesbygd,2014,528,both
6154100_skebobruk,2000,271,both
6154100_skebobruk,2001,279,both
6154100_skebobruk,2002,281,both
6154100_skebobruk,2003,281,both
6154100_skebobruk,2004,272,both
6154100_skebobruk,2005,266,both
6154100_skebobruk,2006,255,both
6154100_skebobruk,2007,271,both
6154100_skebobruk,2008,278,both
6154100_skebobruk,2009,275,both
6154100_skebobruk,2010,282,both
6154100_skebobruk,2011,276,both
6154100_skebobruk,2012,270,both
6154100_skebobruk,2013,287,both
6154100_skebobruk,2014,308,both
6154500_ununge_glesbygd,2000,375,both
6154500_ununge_glesbygd,2001,363,both
6154500_ununge_glesbygd,2002,372,both
6154500_ununge_glesbygd,2003,370,both
6154500_ununge_glesbygd,2004,373,both
6154500_ununge_glesbygd,2005,367,both
6154500_ununge_glesbygd,2006,365,both
6154500_ununge_glesbygd,2007,366,both
6154500_ununge_glesbygd,2008,360,both
6154500_ununge_glesbygd,2009,348,both
6154500_ununge_glesbygd,2010,347,both
6154500_ununge_glesbygd,2011,346,both
6154500_ununge_glesbygd,2012,343,both
6154500_ununge_glesbygd,2013,317,both
6154500_ununge_glesbygd,2014,310,both
6161000_singo_forsamling,2000,378,both
6161000_singo_forsamling,2001,390,both
6161000_singo_forsamling,2002,378,both
6161000_singo_forsamling,2003,375,both
6161000_singo_forsamling,2004,379,both
6161000_singo_forsamling,2005,377,both
6161000_singo_forsamling,2006,373,both
6161000_singo_forsamling,2007,380,both
6161000_singo_forsamling,2008,362,both
6161000_singo_forsamling,2009,346,both
6161000_singo_forsamling,2010,343,both
6161000_singo_forsamling,2011,339,both
6161000_singo_forsamling,2012,337,both
6161000_singo_forsamling,2013,336,both
6161000_singo_forsamling,2014,336,both
6162100_almsta,2000,956,both
6162100_almsta,2001,966,both
6162100_almsta,2002,955,both
6162100_almsta,2003,960,both
6162100_almsta,2004,955,both
6162100_almsta,2005,950,both
6162100_almsta,2006,960,both
6162100_almsta,2007,1078,both
6162100_almsta,2008,1176,both
6162100_almsta,2009,1155,both
6162100_almsta,2010,1165,both
6162100_almsta,2011,1189,both
6162100_almsta,2012,1231,both
6162100_almsta,2013,1239,both
6162100_almsta,2014,1232,both
6162200_grisslehamn,2000,272,both
6162200_grisslehamn,2001,278,both
6162200_grisslehamn,2002,266,both
6162200_grisslehamn,2003,278,both
6162200_grisslehamn,2004,274,both
6162200_grisslehamn,2005,266,both
6162200_grisslehamn,2006,259,both
6162200_grisslehamn,2007,263,both
6162200_grisslehamn,2008,261,both
6162200_grisslehamn,2009,262,both
6162200_grisslehamn,2010,242,both
6162200_grisslehamn,2011,238,both
6162200_grisslehamn,2012,231,both
6162200_grisslehamn,2013,225,both
6162200_grisslehamn,2014,225,both
6162510_vaddo_fastland,2000,701,both
6162510_vaddo_fastland,2001,700,both
6162510_vaddo_fastland,2002,714,both
6162510_vaddo_fastland,2003,731,both
6162510_vaddo_fastland,2004,723,both
6162510_vaddo_fastland,2005,736,both
6162510_vaddo_fastland,2006,727,both
6162510_vaddo_fastland,2007,694,both
6162510_vaddo_fastland,2008,679,both
6162510_vaddo_fastland,2009,674,both
6162510_vaddo_fastland,2010,669,both
6162510_vaddo_fastland,2011,673,both
6162510_vaddo_fastland,2012,666,both
6162510_vaddo_fastland,2013,661,both
6162510_vaddo_fastland,2014,657,both
6162520_vaddo,2000,1129,both
6162520_vaddo,2001,1128,both
6162520_vaddo,2002,1122,both
6162520_vaddo,2003,1137,both
6162520_vaddo,2004,1140,both
6162520_vaddo,2005,1148,both
6162520_vaddo,2006,1119,both
6162520_vaddo,2007,1130,both
6162520_vaddo,2008,1125,both
6162520_vaddo,2009,1105,both
6162520_vaddo,2010,1096,both
6162520_vaddo,2011,1089,both
6162520_vaddo,2012,1080,both
6162520_vaddo,2013,1066,both
6162520_vaddo,2014,1086,both
6163500_bjorko,2000,291,both
6163500_bjorko,2001,284,both
6163500_bjorko,2002,293,both
